obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-2016.90658573  -748.97257793    49.88839129],[-0.00557817 -0.03051001 -0.2312976 ],[-1037.70322832  2533.33954945   877.93095838],[-3.11553767  0.03747731  2.7839609 ]
[-2016.90369581  -748.99054385    49.89103627],[-0.00568756 -0.03059692 -0.23146685],[-1037.73304689  2533.31003086   877.89956048],[-3.11514624  0.0378764   2.78382326]
[-2016.90689988  -748.95512658    49.90393423],[-0.00512743 -0.03075766 -0.23138342],[-1037.74627711  2533.33495993   877.9279874 ],[-3.11548324  0.03830517  2.78352089]
[-2016.92778805  -748.97127138    49.88977268],[-0.00556868 -0.03042808 -0.23143366],[-1037.64787636  2533.2272445    877.79805255],[-3.11508868  0.03772501  2.78355417]
[-2016.91220735  -748.98269355    49.91784124],[-0.00509618 -0.03028093 -0.23115016],[-1037.74079748  2533.33029441   877.92252887],[-3.11535756  0.03773624  2.78395639]
[-2016.92819373  -748.96681367    49.90537642],[-0.00511926 -0.03032678 -0.23127685],[-1037.75833369  2533.33783598   877.93290714],[-3.11540415  0.03789031  2.78387196]
[-2016.91679915  -748.97863769    49.92621697],[-0.00531338 -0.03028899 -0.23121532],[-1037.71718311  2533.29498568   877.88117461],[-3.11515995  0.03823453  2.7833999 ]
[-2016.90653512  -748.99124812    49.92313144],[-0.00539782 -0.03044941 -0.23129575],[-1037.74970505  2533.30882592   877.87957751],[-3.11522516  0.03853103  2.78336113]
[-2016.90841695  -748.95310445    49.89892849],[-0.00531912 -0.0307052  -0.23147998],[-1037.7552831   2533.33353316   877.93744125],[-3.11529316  0.03816756  2.78349213]
[-2016.91574726  -748.96060724    49.90639332],[-0.00496397 -0.03058178 -0.23138002],[-1037.6884867   2533.29014603   877.8460988 ],[-3.11526606  0.03810687  2.78340116]
[-2016.90482811  -748.97651077    49.88844418],[-0.00546657 -0.03059525 -0.23161387],[-1037.71893777  2533.2970663    877.88116209],[-3.11529526  0.03827809  2.78346332]
[-2016.90931946  -748.98081471    49.890744  ],[-0.00565932 -0.03060979 -0.23142223],[-1037.72451442  2533.28644419   877.87313083],[-3.11518247  0.03818575  2.78359257]
[-2016.92385064  -748.96413265    49.89377753],[-0.0052624  -0.03037761 -0.23162446],[-1037.64189958  2533.29429455   877.87491059],[-3.11519574  0.0371255   2.78379617]
[-2016.90052507  -748.98353424    49.89180265],[-0.00525965 -0.03066442 -0.23147355],[-1037.74255966  2533.3044737    877.88557231],[-3.11544088  0.03822007  2.78350929]
[-2016.91805909  -748.96045022    49.90476401],[-0.00483646 -0.0303167  -0.23109829],[-1037.75994103  2533.32498514   877.9220784 ],[-3.11541962  0.03817174  2.78375407]
[-2016.90451816  -748.96793345    49.87254739],[-0.00549025 -0.03071359 -0.23144028],[-1037.78339397  2533.30770615   877.88710038],[-3.11537682  0.03858823  2.78348893]
[-2016.9126395   -748.96334869    49.90816591],[-0.00503264 -0.03046539 -0.23149239],[-1037.7211514   2533.30456094   877.89577632],[-3.11542995  0.03806437  2.78365348]
[-2016.91526532  -748.95804324    49.90996207],[-0.00530338 -0.03060438 -0.23138846],[-1037.7367415   2533.28753002   877.87966193],[-3.11534516  0.03843095  2.78358268]
[-2016.92131818  -748.95348892    49.89835229],[-0.00496261 -0.03048661 -0.23096829],[-1037.66590383  2533.25404893   877.83657873],[-3.11526352  0.03798749  2.7836354 ]
[-2016.90545961  -748.99346393    49.91655182],[-0.00536349 -0.03044269 -0.23122655],[-1037.70469764  2533.27272108   877.84901246],[-3.11527275  0.03836287  2.78357913]
[-2016.92028914  -748.95992919    49.91188128],[-0.00524384 -0.03037106 -0.23148927],[-1037.74125309  2533.3213556    877.90906565],[-3.11527629  0.03790929  2.78382369]
[-2016.91709353  -748.96908595    49.88497594],[-0.00531846 -0.03050601 -0.23131601],[-1037.72668424  2533.28120784   877.86494426],[-3.11495993  0.03816475  2.78364474]
[-2016.90599409  -748.97078206    49.89896192],[-0.00516714 -0.03066132 -0.2312969 ],[-1037.66840229  2533.28728106   877.86791654],[-3.11529694  0.03742568  2.78371167]
[-2016.91700472  -748.97670579    49.90111574],[-0.00546946 -0.03041915 -0.23133585],[-1037.73939631  2533.29512519   877.88653126],[-3.11533434  0.03823698  2.78358279]
[-2016.92543198  -748.97385909    49.88968126],[-0.00513721 -0.03055728 -0.23093176],[-1037.71129986  2533.26325633   877.832984  ],[-3.11525508  0.03832687  2.78347951]
[-2016.9146443   -748.9426201     49.91271511],[-0.00496374 -0.03057632 -0.23127548],[-1037.71287965  2533.27550439   877.83947198],[-3.11537072  0.03819093  2.78360798]
[-2016.91259229  -748.97065725    49.91044218],[-0.00535734 -0.03063669 -0.23132614],[-1037.70548138  2533.3274315    877.90748802],[-3.11540388  0.03784065  2.78355401]
[-2016.90616763  -748.95459326    49.90639977],[-0.00479325 -0.03057703 -0.23131592],[-1037.70520163  2533.2520533    877.83510807],[-3.115274    0.03833837  2.78346052]
[-2016.91890048  -748.97812837    49.8965565 ],[-0.0049738  -0.03048885 -0.23098838],[-1037.70653904  2533.3075852    877.8909341 ],[-3.11505419  0.038026    2.78344883]
[-2016.91737607  -749.00844659    49.9026556 ],[-0.00562519 -0.0303328  -0.23118558],[-1037.75147599  2533.33758881   877.9235888 ],[-3.115408    0.03821967  2.7836404 ]
[-2016.91193434  -748.97186632    49.89801294],[-0.00547466 -0.03054667 -0.2311282 ],[-1037.70529494  2533.2890453    877.8396778 ],[-3.11518903  0.03805305  2.78354074]
[-2016.9127189   -748.97208799    49.89420958],[-0.00543493 -0.03061015 -0.23145989],[-1037.74404907  2533.28549029   877.89076728],[-3.11530175  0.03831458  2.78366344]
[-2016.92250452  -748.9718176     49.90541356],[-0.00535184 -0.03036736 -0.23136867],[-1037.72149994  2533.27638125   877.85383393],[-3.11511644  0.03819419  2.78337779]
[-2016.89835153  -748.9733858     49.88556495],[-0.00548473 -0.03077312 -0.23122681],[-1037.6805782   2533.30150045   877.86444218],[-3.11545529  0.03792179  2.78348009]
[-2016.92685117  -748.98060196    49.90666778],[-0.0052036  -0.03028111 -0.23124629],[-1037.78253641  2533.3563852    877.94414857],[-3.11518844  0.03835058  2.78365378]
[-2016.91873804  -748.92298717    49.87448043],[-0.00495815 -0.03065224 -0.23133506],[-1037.74181395  2533.32461538   877.91008787],[-3.11559111  0.0377081   2.78385985]
[-2016.9046186   -748.97523127    49.89034405],[-0.00564618 -0.03075314 -0.23131644],[-1037.74060839  2533.30033681   877.90369545],[-3.11535299  0.03826501  2.78360791]
[-2016.92043792  -748.96425817    49.90075306],[-0.00500723 -0.03048447 -0.23114497],[-1037.72714984  2533.35839995   877.95486285],[-3.11552801  0.03736122  2.78401129]
[-2016.90875231  -748.97294532    49.89191586],[-0.00522613 -0.03036592 -0.23124614],[-1037.77377593  2533.32206261   877.9132217 ],[-3.11514873  0.03835823  2.78354935]
[-2016.9142496   -748.97944645    49.93035376],[-0.00511436 -0.0301643  -0.23132089],[-1037.68138255  2533.25251518   877.82251886],[-3.11489898  0.03824515  2.78327989]
[-2016.89951315  -748.97045378    49.90476536],[-0.00542814 -0.03033035 -0.23129244],[-1037.74596065  2533.34039851   877.92351111],[-3.11522696  0.03826327  2.78337253]
[-2016.92181371  -748.95002716    49.89750739],[-0.00502225 -0.03017644 -0.2314155 ],[-1037.76890084  2533.35898754   877.96436205],[-3.11544764  0.0379941   2.78392297]
[-2016.90245212  -748.98963949    49.90323473],[-0.0054775  -0.03071499 -0.23146617],[-1037.73210658  2533.32388508   877.92009986],[-3.11551679  0.03787433  2.78370851]
[-2016.92207234  -748.96354516    49.90557703],[-0.00545172 -0.03020481 -0.23146475],[-1037.7459497   2533.30554591   877.91147468],[-3.11522476  0.03829457  2.78351089]
[-2016.9085571   -748.97133582    49.89623573],[-0.00515738 -0.03059757 -0.23107436],[-1037.73189875  2533.3372927    877.92435055],[-3.11540098  0.03747708  2.78400591]
[-2016.91208786  -748.95072377    49.89592422],[-0.0050862  -0.03051845 -0.23139319],[-1037.74488744  2533.31569631   877.89511352],[-3.11543757  0.03822476  2.78363463]
[-2016.91162124  -748.9594731     49.88684918],[-0.00562767 -0.03075518 -0.23151206],[-1037.71202453  2533.29771659   877.87182217],[-3.11541074  0.03798033  2.7836535 ]
[-2016.91097559  -748.98139733    49.90333236],[-0.00556368 -0.03063401 -0.23136082],[-1037.68687858  2533.3080509    877.88469831],[-3.11546242  0.03785289  2.78359097]
[-2016.91572629  -748.94869406    49.91206403],[-0.00496805 -0.03046404 -0.23129083],[-1037.7017335   2533.29992624   877.88993873],[-3.11514317  0.03790094  2.78361052]
[-2016.8940284   -748.97026438    49.87773859],[-0.00532896 -0.03085107 -0.23138373],[-1037.68017196  2533.27690126   877.83373247],[-3.11511189  0.03817234  2.78327744]
[-2016.91809506  -748.96392788    49.89724549],[-0.00508471 -0.03045395 -0.23124509],[-1037.69829628  2533.32583244   877.89019681],[-3.11547892  0.03797601  2.78343264]
[-2016.91231506  -749.00067379    49.90464119],[-0.00544081 -0.03050307 -0.23122343],[-1037.71879969  2533.32928374   877.9024286 ],[-3.11550297  0.03803365  2.78351902]
[-2016.910312    -748.95371205    49.90113886],[-0.00495269 -0.03035854 -0.23120526],[-1037.71861342  2533.29455365   877.88466805],[-3.11541085  0.03797324  2.78374813]
[-2016.92429335  -748.96676186    49.90826291],[-0.00493903 -0.03040179 -0.23110537],[-1037.74915093  2533.30871701   877.88600592],[-3.11526403  0.03807781  2.78368984]
[-2016.90261034  -748.9634192     49.8989209 ],[-0.00530282 -0.03042504 -0.23147994],[-1037.68741467  2533.28966766   877.87118323],[-3.11511128  0.03761483  2.78367802]
[-2016.91526314  -748.97063405    49.90999059],[-0.0049008  -0.03051701 -0.2313251 ],[-1037.73224295  2533.29850808   877.88162129],[-3.11520355  0.03833005  2.78349163]
[-2016.90828753  -748.98472764    49.89664474],[-0.00529895 -0.03067763 -0.23126594],[-1037.74183767  2533.31978005   877.90404761],[-3.11523394  0.03826305  2.78356961]
[-2016.90492433  -748.94695809    49.91313179],[-0.00513465 -0.03049378 -0.23117974],[-1037.73433581  2533.33228865   877.91187049],[-3.11547696  0.03780487  2.78381815]
[-2016.90951732  -748.9893908     49.89138808],[-0.00537473 -0.03046191 -0.23132772],[-1037.74552064  2533.31294046   877.90544155],[-3.11518614  0.03828072  2.78361689]
[-2016.9102922   -748.99324983    49.8811244 ],[-0.00585503 -0.03064266 -0.23143175],[-1037.66941745  2533.25724864   877.83783652],[-3.11529428  0.0377558   2.78355828]
[-2016.89453622  -748.9748504     49.91082353],[-0.00543258 -0.03079382 -0.23121452],[-1037.72993067  2533.26808865   877.84588402],[-3.11506436  0.03859553  2.78331823]
[-2016.89203514  -748.95601367    49.8978966 ],[-0.00529299 -0.03061192 -0.23142393],[-1037.70855243  2533.30209221   877.87819752],[-3.11551123  0.03771928  2.78393891]
[-2016.91382999  -748.96829947    49.89730006],[-0.00522558 -0.03061272 -0.23114628],[-1037.69235571  2533.2929836    877.86892448],[-3.1153521   0.03795987  2.78358991]
[-2016.9064782   -748.96072359    49.89765875],[-0.00500765 -0.0302861  -0.23112331],[-1037.71048065  2533.33099684   877.9255472 ],[-3.11529252  0.03725995  2.78400219]
[-2016.90628602  -748.97589016    49.90175688],[-0.00515351 -0.03044381 -0.2312674 ],[-1037.72021112  2533.28720611   877.85783001],[-3.11536383  0.03852951  2.78324619]
[-2016.92727692  -748.94199159    49.89900909],[-0.00496418 -0.03046147 -0.23129691],[-1037.66740686  2533.29175577   877.87330638],[-3.11505225  0.03744029  2.78361322]
[-2016.91178754  -748.96414581    49.90712015],[-0.0050528  -0.03066806 -0.2313668 ],[-1037.70264613  2533.30610613   877.89122828],[-3.1153134   0.03762474  2.78387873]
[-2016.92352465  -748.95338046    49.90355219],[-0.00513008 -0.03043373 -0.23115709],[-1037.78654669  2533.32131667   877.91927872],[-3.11526201  0.03858407  2.7835339 ]
[-2016.92722189  -748.96803012    49.89094068],[-0.00523849 -0.03051051 -0.23118495],[-1037.69329287  2533.27761619   877.84967791],[-3.11512643  0.03809129  2.78350883]
[-2016.89578385  -748.9514894     49.90811162],[-0.00503385 -0.03045606 -0.23155432],[-1037.74822913  2533.33781982   877.92196741],[-3.11547197  0.0380601   2.78378642]
[-2016.91336166  -748.97914019    49.90558724],[-0.0053301  -0.03036236 -0.23124009],[-1037.67479207  2533.30164739   877.87529213],[-3.11523668  0.0376402   2.78359081]
[-2016.92276066  -748.9677951     49.89622616],[-0.00527257 -0.03048289 -0.2310628 ],[-1037.73372214  2533.32491345   877.92235373],[-3.11543735  0.03775435  2.78392705]
[-2016.90322253  -748.9892492     49.90189875],[-0.00529149 -0.03062003 -0.23125415],[-1037.7108648  2533.2686217   877.8522983],[-3.1150517   0.03814389  2.78350667]
[-2016.91117256  -748.98331982    49.90735044],[-0.00506243 -0.03045906 -0.23118182],[-1037.69570512  2533.29622911   877.86810651],[-3.11521775  0.03785811  2.78353299]
[-2016.92863731  -748.97077169    49.90534578],[-0.00521799 -0.03032245 -0.23125842],[-1037.73441243  2533.26842487   877.85905281],[-3.11505136  0.03830025  2.78349753]
[-2016.8978139   -748.98730361    49.90716327],[-0.00554533 -0.03022755 -0.23146595],[-1037.7475345   2533.31824148   877.92010681],[-3.11525337  0.0382304   2.7835756 ]
[-2016.9084242   -749.00539273    49.88874069],[-0.00587773 -0.03054204 -0.23136115],[-1037.70188871  2533.31883602   877.91329232],[-3.11545525  0.0376331   2.78376127]
[-2016.91011739  -748.97483937    49.89572606],[-0.0056038  -0.03028652 -0.23139473],[-1037.74974878  2533.33697827   877.92708483],[-3.11530393  0.03824674  2.78367359]
[-2016.91399699  -748.98255242    49.89847831],[-0.00530614 -0.03079565 -0.23150058],[-1037.76935217  2533.32760769   877.91588525],[-3.1151516   0.03823301  2.78369114]
[-2016.90252854  -748.97408801    49.90693085],[-0.00524833 -0.03069006 -0.23103537],[-1037.7018039   2533.2927052    877.87919613],[-3.1152312   0.0378108   2.78376678]
[-2016.91010988  -748.94748651    49.90660266],[-0.00503799 -0.03042438 -0.2312077 ],[-1037.69442411  2533.26362406   877.84291806],[-3.11524791  0.03830853  2.78334571]
[-2016.92403434  -748.96017177    49.90245828],[-0.00533646 -0.03044216 -0.23138099],[-1037.72566377  2533.31770976   877.90607323],[-3.11541891  0.03795771  2.78371033]
[-2016.91330939  -748.98438889    49.90238318],[-0.00554799 -0.03021748 -0.23126541],[-1037.6844261   2533.25155164   877.80535003],[-3.11507852  0.03861854  2.78295055]
[-2016.908768    -748.98022481    49.89094268],[-0.0053978  -0.03047398 -0.23121216],[-1037.64809953  2533.29483632   877.86632302],[-3.11541202  0.03729431  2.78380656]
[-2016.9139728   -748.95419538    49.89786671],[-0.00497443 -0.03011715 -0.23137833],[-1037.76685072  2533.29679775   877.88116547],[-3.11522892  0.0384768   2.78355808]
[-2016.905686    -748.96445256    49.89043764],[-0.00531347 -0.03054085 -0.23115134],[-1037.74300232  2533.32042763   877.91267104],[-3.11538246  0.03811825  2.78368085]
[-2016.89679463  -748.97893697    49.91359018],[-0.00551217 -0.03060044 -0.23125277],[-1037.68075309  2533.26215318   877.82446387],[-3.11520077  0.03792519  2.78361538]
[-2016.92333358  -748.97424455    49.88053488],[-0.0056833  -0.03068716 -0.23139105],[-1037.73864689  2533.3144437    877.88971358],[-3.11532351  0.03856274  2.78330586]
[-2016.92113199  -748.98377773    49.89794069],[-0.0052007  -0.03051487 -0.23123708],[-1037.68419928  2533.26039441   877.8216115 ],[-3.11547668  0.03830294  2.78340256]
[-2016.92113199  -748.98377773    49.89794069],[-0.0052007  -0.03051487 -0.23123708],[-1037.68419928  2533.26039441   877.8216115 ],[-3.11547668  0.03830294  2.78340256]
[-2016.89908283  -748.96738369    49.89839994],[-0.00522338 -0.03057805 -0.2310803 ],[-1037.76370407  2533.28463828   877.87471339],[-3.11509284  0.03840114  2.78364488]
[-2016.89908283  -748.96738369    49.89839994],[-0.00522338 -0.03057805 -0.2310803 ],[-1037.76370407  2533.28463828   877.87471339],[-3.11509284  0.03840114  2.78364488]
[-2016.89908283  -748.96738369    49.89839994],[-0.00522338 -0.03057805 -0.2310803 ],[-1037.76370407  2533.28463828   877.87471339],[-3.11509284  0.03840114  2.78364488]
[-2016.89908283  -748.96738369    49.89839994],[-0.00522338 -0.03057805 -0.2310803 ],[-1037.76370407  2533.28463828   877.87471339],[-3.11509284  0.03840114  2.78364488]
[-2016.90398834  -748.97192821    49.90753293],[-0.00547017 -0.03055069 -0.23126588],[-1037.72848165  2533.33957865   877.93369335],[-3.11553921  0.03780063  2.78366899]
[-2016.90398834  -748.97192821    49.90753293],[-0.00547017 -0.03055069 -0.23126588],[-1037.72848165  2533.33957865   877.93369335],[-3.11553921  0.03780063  2.78366899]
[-2016.90398834  -748.97192821    49.90753293],[-0.00547017 -0.03055069 -0.23126588],[-1037.72848165  2533.33957865   877.93369335],[-3.11553921  0.03780063  2.78366899]
[-2016.90398834  -748.97192821    49.90753293],[-0.00547017 -0.03055069 -0.23126588],[-1037.72848165  2533.33957865   877.93369335],[-3.11553921  0.03780063  2.78366899]
[-2016.92360006  -748.97633542    49.90873111],[-0.00529187 -0.03061057 -0.23129667],[-1037.71284053  2533.31609211   877.88421726],[-3.11548767  0.03778802  2.78373043]
[-2016.92360006  -748.97633542    49.90873111],[-0.00529187 -0.03061057 -0.23129667],[-1037.71284053  2533.31609211   877.88421726],[-3.11548767  0.03778802  2.78373043]
[-2016.92360006  -748.97633542    49.90873111],[-0.00529187 -0.03061057 -0.23129667],[-1037.71284053  2533.31609211   877.88421726],[-3.11548767  0.03778802  2.78373043]
[-2016.92360006  -748.97633542    49.90873111],[-0.00529187 -0.03061057 -0.23129667],[-1037.71284053  2533.31609211   877.88421726],[-3.11548767  0.03778802  2.78373043]
[-2016.91627748  -748.96146826    49.90295124],[-0.00532749 -0.03042102 -0.23146213],[-1037.7302366   2533.33823094   877.90907228],[-3.11529394  0.03804658  2.78352548]
[-2016.91627748  -748.96146826    49.90295124],[-0.00532749 -0.03042102 -0.23146213],[-1037.7302366   2533.33823094   877.90907228],[-3.11529394  0.03804658  2.78352548]
[-2016.91627748  -748.96146826    49.90295124],[-0.00532749 -0.03042102 -0.23146213],[-1037.7302366   2533.33823094   877.90907228],[-3.11529394  0.03804658  2.78352548]
[-2016.91627748  -748.96146826    49.90295124],[-0.00532749 -0.03042102 -0.23146213],[-1037.7302366   2533.33823094   877.90907228],[-3.11529394  0.03804658  2.78352548]
[-2016.92565693  -748.9607132     49.88706494],[-0.00545219 -0.0306253  -0.23134738],[-1037.72129249  2533.30582986   877.89073181],[-3.11526056  0.03829601  2.78343714]
[-2016.92565693  -748.9607132     49.88706494],[-0.00545219 -0.0306253  -0.23134738],[-1037.72129249  2533.30582986   877.89073181],[-3.11526056  0.03829601  2.78343714]
[-2016.92565693  -748.9607132     49.88706494],[-0.00545219 -0.0306253  -0.23134738],[-1037.72129249  2533.30582986   877.89073181],[-3.11526056  0.03829601  2.78343714]
[-2016.92565693  -748.9607132     49.88706494],[-0.00545219 -0.0306253  -0.23134738],[-1037.72129249  2533.30582986   877.89073181],[-3.11526056  0.03829601  2.78343714]
[-2016.90806196  -748.97980461    49.89030642],[-0.00539814 -0.03073717 -0.23145677],[-1037.68190977  2533.33080443   877.90435874],[-3.11526623  0.03729846  2.78382204]
[-2016.90806196  -748.97980461    49.89030642],[-0.00539814 -0.03073717 -0.23145677],[-1037.68190977  2533.33080443   877.90435874],[-3.11526623  0.03729846  2.78382204]
[-2016.90806196  -748.97980461    49.89030642],[-0.00539814 -0.03073717 -0.23145677],[-1037.68190977  2533.33080443   877.90435874],[-3.11526623  0.03729846  2.78382204]
[-2016.90806196  -748.97980461    49.89030642],[-0.00539814 -0.03073717 -0.23145677],[-1037.68190977  2533.33080443   877.90435874],[-3.11526623  0.03729846  2.78382204]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.9184343   -748.96273538    49.90113293],[-0.00523339 -0.03040741 -0.23130751],[-1037.71711851  2533.28959517   877.88095997],[-3.11532257  0.03777868  2.78373255]
[-2016.92188155  -748.93765303    49.90457938],[-0.0048646  -0.03045965 -0.23121918],[-1037.73169479  2533.29838862   877.87300197],[-3.11542274  0.0382838   2.78352872]
[-2016.92188155  -748.93765303    49.90457938],[-0.0048646  -0.03045965 -0.23121918],[-1037.73169479  2533.29838862   877.87300197],[-3.11542274  0.0382838   2.78352872]
[-2016.92188155  -748.93765303    49.90457938],[-0.0048646  -0.03045965 -0.23121918],[-1037.73169479  2533.29838862   877.87300197],[-3.11542274  0.0382838   2.78352872]
[-2016.92188155  -748.93765303    49.90457938],[-0.0048646  -0.03045965 -0.23121918],[-1037.73169479  2533.29838862   877.87300197],[-3.11542274  0.0382838   2.78352872]
[-2016.91792181  -748.98345769    49.89476702],[-0.00553078 -0.03092733 -0.23134841],[-1037.71731984  2533.29292966   877.87210566],[-3.11530082  0.03814803  2.7835491 ]
[-2016.91792181  -748.98345769    49.89476702],[-0.00553078 -0.03092733 -0.23134841],[-1037.71731984  2533.29292966   877.87210566],[-3.11530082  0.03814803  2.7835491 ]
[-2016.91792181  -748.98345769    49.89476702],[-0.00553078 -0.03092733 -0.23134841],[-1037.71731984  2533.29292966   877.87210566],[-3.11530082  0.03814803  2.7835491 ]
[-2016.91792181  -748.98345769    49.89476702],[-0.00553078 -0.03092733 -0.23134841],[-1037.71731984  2533.29292966   877.87210566],[-3.11530082  0.03814803  2.7835491 ]
[-2016.91797412  -748.97771713    49.8864649 ],[-0.00543998 -0.03038345 -0.23126845],[-1037.71084282  2533.32810538   877.91400393],[-3.11535622  0.03754687  2.7838437 ]
[-2016.91797412  -748.97771713    49.8864649 ],[-0.00543998 -0.03038345 -0.23126845],[-1037.71084282  2533.32810538   877.91400393],[-3.11535622  0.03754687  2.7838437 ]
[-2016.91797412  -748.97771713    49.8864649 ],[-0.00543998 -0.03038345 -0.23126845],[-1037.71084282  2533.32810538   877.91400393],[-3.11535622  0.03754687  2.7838437 ]
[-2016.91797412  -748.97771713    49.8864649 ],[-0.00543998 -0.03038345 -0.23126845],[-1037.71084282  2533.32810538   877.91400393],[-3.11535622  0.03754687  2.7838437 ]
[-2016.91789865  -748.95668397    49.93317774],[-0.00481993 -0.03033282 -0.23117171],[-1037.68093137  2533.28448445   877.86560018],[-3.11515966  0.03741663  2.78383937]
[-2016.91789865  -748.95668397    49.93317774],[-0.00481993 -0.03033282 -0.23117171],[-1037.68093137  2533.28448445   877.86560018],[-3.11515966  0.03741663  2.78383937]
[-2016.91789865  -748.95668397    49.93317774],[-0.00481993 -0.03033282 -0.23117171],[-1037.68093137  2533.28448445   877.86560018],[-3.11515966  0.03741663  2.78383937]
[-2016.91789865  -748.95668397    49.93317774],[-0.00481993 -0.03033282 -0.23117171],[-1037.68093137  2533.28448445   877.86560018],[-3.11515966  0.03741663  2.78383937]
[-2016.92863682  -748.95921284    49.91965859],[-0.00515224 -0.03049385 -0.23118483],[-1037.73222489  2533.32949976   877.92373878],[-3.11528633  0.03795898  2.78359474]
[-2016.92863682  -748.95921284    49.91965859],[-0.00515224 -0.03049385 -0.23118483],[-1037.73222489  2533.32949976   877.92373878],[-3.11528633  0.03795898  2.78359474]
[-2016.92863682  -748.95921284    49.91965859],[-0.00515224 -0.03049385 -0.23118483],[-1037.73222489  2533.32949976   877.92373878],[-3.11528633  0.03795898  2.78359474]
[-2016.92863682  -748.95921284    49.91965859],[-0.00515224 -0.03049385 -0.23118483],[-1037.73222489  2533.32949976   877.92373878],[-3.11528633  0.03795898  2.78359474]
[-2016.92293294  -748.95664136    49.91313588],[-0.00482419 -0.03024748 -0.23127523],[-1037.70211309  2533.27782029   877.86280344],[-3.11518633  0.03827796  2.78357473]
[-2016.92293294  -748.95664136    49.91313588],[-0.00482419 -0.03024748 -0.23127523],[-1037.70211309  2533.27782029   877.86280344],[-3.11518633  0.03827796  2.78357473]
[-2016.92293294  -748.95664136    49.91313588],[-0.00482419 -0.03024748 -0.23127523],[-1037.70211309  2533.27782029   877.86280344],[-3.11518633  0.03827796  2.78357473]
[-2016.92293294  -748.95664136    49.91313588],[-0.00482419 -0.03024748 -0.23127523],[-1037.70211309  2533.27782029   877.86280344],[-3.11518633  0.03827796  2.78357473]
[-2016.91853161  -748.96591041    49.89305364],[-0.00532361 -0.03051058 -0.23131797],[-1037.63660038  2533.26179816   877.82887358],[-3.11538974  0.03743743  2.78372234]
[-2016.91853161  -748.96591041    49.89305364],[-0.00532361 -0.03051058 -0.23131797],[-1037.63660038  2533.26179816   877.82887358],[-3.11538974  0.03743743  2.78372234]
[-2016.91853161  -748.96591041    49.89305364],[-0.00532361 -0.03051058 -0.23131797],[-1037.63660038  2533.26179816   877.82887358],[-3.11538974  0.03743743  2.78372234]
[-2016.91853161  -748.96591041    49.89305364],[-0.00532361 -0.03051058 -0.23131797],[-1037.63660038  2533.26179816   877.82887358],[-3.11538974  0.03743743  2.78372234]
[-2016.90692034  -748.97827664    49.88685415],[-0.00535749 -0.03052882 -0.23129448],[-1037.75248623  2533.29718769   877.87255877],[-3.11519129  0.0384773   2.78355986]
[-2016.90692034  -748.97827664    49.88685415],[-0.00535749 -0.03052882 -0.23129448],[-1037.75248623  2533.29718769   877.87255877],[-3.11519129  0.0384773   2.78355986]
[-2016.90692034  -748.97827664    49.88685415],[-0.00535749 -0.03052882 -0.23129448],[-1037.75248623  2533.29718769   877.87255877],[-3.11519129  0.0384773   2.78355986]
[-2016.90692034  -748.97827664    49.88685415],[-0.00535749 -0.03052882 -0.23129448],[-1037.75248623  2533.29718769   877.87255877],[-3.11519129  0.0384773   2.78355986]
[-2016.91173114  -748.965424      49.89391288],[-0.00535841 -0.03048329 -0.23136499],[-1037.72704053  2533.29915388   877.86788394],[-3.11527798  0.03786081  2.7837065 ]
[-2016.91173114  -748.965424      49.89391288],[-0.00535841 -0.03048329 -0.23136499],[-1037.72704053  2533.29915388   877.86788394],[-3.11527798  0.03786081  2.7837065 ]
[-2016.91173114  -748.965424      49.89391288],[-0.00535841 -0.03048329 -0.23136499],[-1037.72704053  2533.29915388   877.86788394],[-3.11527798  0.03786081  2.7837065 ]
