time,phase,hip_pos,hip_vel,hip_tau,hip_tau_des,knee_pos,knee_vel,knee_tau,knee_tau_des
0.0,REPOSITION,-1.281529064303751,-0.5628579884716216,0.0,0.0,2.2215077188048395,1.020585955615873,0.0,0.0
0.005000114440917969,REPOSITION,-1.3194631620797586,-0.583045087631045,0.08044537156820297,-0.9115091428321295,2.3610280651530005,1.9420646183066168,-0.01648302562534809,-0.5354566808127907
0.08390498161315918,REPOSITION,-1.3236655990709845,-0.8891524331563865,-0.5198405385017395,-0.734749573092268,2.3702959905821523,2.05230244736611,-0.36872875690460205,-1.439741838186738
0.08890509605407715,REPOSITION,-1.3314154602609531,-1.4838615421835981,-0.4915979504585266,-0.624006402974149,2.3788686437132793,1.7224608125494951,-1.2844161987304688,-1.5145188513357695
0.09390521049499512,REPOSITION,-1.3422491995753956,-2.0710021450492917,-0.420572966337204,-0.41071929491112646,2.383854081273908,1.0839090083609069,-1.430176019668579,-1.4541432999808563
0.09890532493591309,REPOSITION,-1.351644831901195,-1.8467445277050945,-0.5487858653068542,-0.18582528713642743,2.386211041256466,0.5565401017177075,-1.2804911136627197,-1.2850122277471088
0.10390543937683105,REPOSITION,-1.3584837983715996,-1.458630535553754,-0.258268803358078,-0.21082222687358876,2.387153675446678,0.2605259312650494,-1.1550782918930054,-1.1374078756756607
0.10890555381774902,REPOSITION,-1.3656424065906516,-1.4663580199487822,-0.22096875309944153,-0.29648107540217056,2.3883202648398085,0.253586807571266,-1.2770771980285645,-1.0528454783958157
0.11390566825866699,REPOSITION,-1.3725772468602988,-1.343662495473414,-0.3960765302181244,-0.2619490930979281,2.3913163210661477,0.583665598963547,-1.1099646091461182,-1.056013393556769
0.11890578269958496,REPOSITION,-1.3764441255541748,-0.8390036950258652,-0.33117398619651794,-0.26755096922712623,2.397683876814689,1.2002958683179328,-1.1968001127243042,-1.1685192839929794
0.12390613555908203,REPOSITION,-1.37933634970692,-0.6210541336260897,-0.3697383403778076,-0.4015476552389487,2.406680097394815,1.70921300093068,-1.1537060737609863,-1.3821623656677315
0.12890625,REPOSITION,-1.382867670103446,-0.6994339137499695,-0.4127870798110962,-0.4539175149715282,2.4158439098701017,1.7894850246283858,-1.2535951137542725,-1.5753204980621227
0.13390660285949707,REPOSITION,-1.3875335595421838,-0.900508984282325,-0.37256649136543274,-0.4145126391499976,2.42292265446537,1.4516001959918923,-1.5149399042129517,-1.640639261310224
0.13890671730041504,REPOSITION,-1.39240711312811,-0.962329795710121,-0.34216636419296265,-0.3331936155159703,2.427420671128676,0.9644461349270013,-1.537345290184021,-1.5711281633979843
0.143906831741333,REPOSITION,-1.3976003084626833,-1.0299852393851983,-0.4216598868370056,-0.292716380950964,2.430400810806313,0.6486393850625366,-1.5423550605773926,-1.4452230200633926
0.14890694618225098,REPOSITION,-1.402697629998014,-1.0074334560357583,-0.3350300192832947,-0.24905036884286047,2.432254433342846,0.4100300030068756,-1.3687236309051514,-1.3638916236534198
0.15390706062316895,REPOSITION,-1.4070758044122662,-0.9134406183425042,-0.25451332330703735,-0.23287795693870428,2.433668571881678,0.2926967637893548,-1.2548096179962158,-1.3006501104511203
0.15890717506408691,REPOSITION,-1.4107350189589543,-0.7480074753194929,-0.2724939286708832,-0.24137402338254582,2.4343316365752696,0.14642439511807612,-1.1755807399749756,-1.271813762110608
0.16390752792358398,REPOSITION,-1.4129401163415398,-0.513183142172026,-0.1228417381644249,-0.274537500829353,2.4337803622296232,-0.08516692418424428,-1.1234490871429443,-1.230915842630387
0.16890764236450195,REPOSITION,-1.4167590581357945,-0.742645424128538,-0.13740821182727814,-0.335061862551958,2.4322703498915486,-0.27685867430935535,-1.1612555980682373,-1.1589577122842822
0.17390775680541992,REPOSITION,-1.4215208213737751,-0.9080785203381708,-0.24992716312408447,-0.24903793989085837,2.430272916656151,-0.37873678088999496,-1.142545461654663,-1.0946551317254127
0.1789078712463379,REPOSITION,-1.4265381856585653,-0.9907161176800854,-0.1810169219970703,-0.17798007645705577,2.4285073032712665,-0.34380484848622545,-1.2536603212356567,-1.0551032501919317
0.18390798568725586,REPOSITION,-1.4312040750973032,-0.917382772949067,-0.304607629776001,-0.1306106579729257,2.427484711830514,-0.21661500560445565,-1.1498757600784302,-1.0576375696810827
0.18890833854675293,REPOSITION,-1.4353745853643674,-0.8673897361155585,-0.13431651890277863,-0.13161415891791062,2.4272929642320284,-0.06647891229067986,-1.1290451288223267,-1.0911928610622266
0.19390869140625,REPOSITION,-1.4395450956314313,-0.8252821320162603,-0.21717655658721924,-0.12784477376617442,2.427396702678865,-0.003790743682547209,-1.084526538848877,-1.135370824863175
0.19890880584716797,REPOSITION,-1.442820814981148,-0.6863431610161446,-0.1509798914194107,-0.12170975879417611,2.426917333682651,-0.09336779131470635,-1.077539324760437,-1.1546440984563802
0.20390892028808594,REPOSITION,-1.4464000722772954,-0.6992750291432165,-0.14841073751449585,-0.14865071302048613,2.425670974292494,-0.24034980984289286,-0.9875543117523193,-1.1256138236837678
0.2089090347290039,REPOSITION,-1.4496118445519308,-0.6374542177154204,-0.16154244542121887,-0.12866449474970082,2.42351381380953,-0.4089376128187252,-0.9828032851219177,-1.075910600869606
0.21390914916992188,REPOSITION,-1.4526637959522426,-0.6415542270344085,-0.20324157178401947,-0.13275776294218022,2.420254104635273,-0.6177401209327303,-0.9568523168563843,-1.0156270378035175
0.21890926361083984,REPOSITION,-1.4562590634238497,-0.712048855304349,-0.23554569482803345,-0.1177939788450808,2.416019740919885,-0.8142417584489576,-0.9108306765556335,-0.9383175940851594
