obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-796.39470234 -875.89326638   48.52739312],[-0.06479494  0.0329113  -2.22926316],[ -533.17471298 -1069.32113764   151.27820461],[-0.00309148  0.02038491  2.64580227]
[-796.40918738 -875.87125636   48.53233875],[-0.06453982  0.03373012 -2.22900829],[ -533.18949485 -1069.31908125   151.2931963 ],[-0.00295082  0.02069731  2.64569394]
[-796.36484716 -875.87220505   48.58402527],[-0.06538857  0.0326436  -2.22887472],[ -533.17561988 -1069.36978779   151.27194704],[-0.00334393  0.02041635  2.64572111]
[-796.42995493 -875.90809177   48.44239901],[-0.06284921  0.03311734 -2.22964935],[ -533.16350891 -1068.94719896   151.51416762],[5.82740721e-05 2.12744815e-02 2.64464620e+00]
[-796.40264633 -875.8680766    48.54569854],[-0.06483884  0.03320091 -2.22911809],[ -533.19115888 -1069.326631     151.28305763],[-0.00303259  0.02050744  2.64546481]
[-796.39853603 -875.91548099   48.52991301],[-0.06503536  0.03259912 -2.22873907],[ -533.16011629 -1069.39998959   151.28086497],[-0.00357471  0.02033975  2.64566547]
[-796.38185771 -875.88260988   48.53396335],[-0.06465855  0.03313165 -2.2289193 ],[ -533.2884841  -1069.14666325   151.256141  ],[-2.29062914e-03  2.09829248e-02  2.64401321e+00]
[-796.37107154 -875.89087188   48.57699001],[-0.06520726  0.03243018 -2.22877674],[ -533.16472618 -1069.37258458   151.27748184],[-0.00342913  0.02033069  2.64584377]
[-796.40403851 -875.87232595   48.56050216],[-0.06442841  0.03329214 -2.22919585],[ -533.21028356 -1069.29533224   151.27920809],[-0.00283391  0.02056586  2.64549481]
[-796.33971377 -875.90066051   48.62760513],[-0.06518673  0.03207024 -2.2289102 ],[ -533.16571858 -1069.41138737   151.27627124],[-0.00365731  0.02030371  2.64560298]
[-796.34696984 -875.90124823   48.58452083],[-0.06501898  0.03264031 -2.22864374],[ -533.18982698 -1069.32783848   151.28334139],[-0.00295852  0.02057597  2.64558142]
[-796.43624241 -875.86415535   48.49096014],[-0.06436697  0.03328548 -2.22952211],[ -533.17490796 -1069.36716832   151.2857024 ],[-0.00336315  0.02042948  2.64564233]
[-796.43859831 -875.84380136   48.50278065],[-0.06351024  0.03398794 -2.22974453],[ -533.24839774 -1069.1574126    151.26248672],[-2.35386160e-03  2.07967338e-02  2.64389429e+00]
[-796.38884274 -875.88539912   48.55042118],[-0.06437846  0.03299986 -2.22877834],[ -533.17558403 -1069.37416098   151.27082513],[-0.00326601  0.02041284  2.64573476]
[-796.39343767 -875.88058581   48.53259386],[-0.06479424  0.03310112 -2.22900663],[ -533.29982448 -1069.11601796   151.27874263],[-1.94551778e-03  2.09999354e-02  2.64400308e+00]
[-796.3903454  -875.86944698   48.55795021],[-0.06466812  0.03295616 -2.22885627],[ -533.17842154 -1069.32069142   151.27801049],[-0.00297524  0.02036435  2.64570693]
[-796.37300655 -875.87404619   48.56275714],[-0.06498018  0.03301405 -2.22854749],[ -533.17993105 -1069.3579419    151.2613245 ],[-0.00328415  0.02046285  2.6455732 ]
[-796.36992974 -875.89408825   48.55712281],[-0.06412574  0.03284362 -2.22945411],[ -533.16752152 -1069.32354398   151.28905361],[-0.00295823  0.02041009  2.6456049 ]
[-796.43789565 -875.90807032   48.51328438],[-0.06548986  0.03351141 -2.22930615],[ -533.19735182 -1069.30745103   151.28555388],[-0.00279396  0.0206364   2.64537749]
[-796.3903064  -875.89210351   48.52075338],[-0.06500868  0.03315859 -2.22909523],[ -533.16507907 -1069.37176697   151.27952474],[-0.00327367  0.02029215  2.6457312 ]
[-796.39243478 -875.87913652   48.56007698],[-0.06514903  0.03289943 -2.22883943],[ -533.23389418 -1069.29033229   151.2948816 ],[-0.00270002  0.02075714  2.64530239]
[-796.34811204 -875.91621515   48.57909409],[-0.06541885  0.03299456 -2.22892673],[ -533.17070919 -1069.38118193   151.29281409],[-0.00351763  0.02028217  2.6457552 ]
[-796.40916698 -875.84633282   48.55376652],[-0.06490977  0.03337205 -2.22877785],[ -533.19339971 -1069.32786606   151.27341441],[-0.00307901  0.02052713  2.64547315]
[-796.39946668 -875.8539302    48.54446139],[-0.06435862  0.03345586 -2.22930781],[ -533.21919663 -1069.29477837   151.26272537],[-0.00285935  0.0207358   2.6453351 ]
[-796.36011585 -875.89801237   48.54058019],[-0.06549262  0.03266743 -2.22866184],[ -533.19430826 -1069.33305867   151.25825388],[-0.00301344  0.0204364   2.64566319]
[-796.34140112 -875.87470443   48.5708022 ],[-0.06559049  0.03239988 -2.22839347],[ -533.18847331 -1069.33154567   151.28561099],[-0.0029651   0.02041239  2.64548419]
[-796.35670688 -875.85644885   48.55301571],[-0.0643252   0.03304687 -2.22890033],[ -533.18007356 -1069.33080957   151.28056056],[-0.00317183  0.02027955  2.64560779]
[-796.38300907 -875.88942621   48.54736684],[-0.06463556  0.03303162 -2.22917977],[ -533.18495779 -1069.32891964   151.28510786],[-0.00319936  0.02055156  2.6455929 ]
[-796.35430664 -875.8690633    48.59840823],[-0.06474121  0.03244058 -2.22853593],[ -533.17950772 -1069.00273997   151.46662055],[-5.91011568e-04  2.10315879e-02  2.64465127e+00]
[-796.41003795 -875.88686386   48.52708923],[-0.06361498  0.03348656 -2.22933562],[ -533.18694453 -1069.33407999   151.27298842],[-0.003124    0.02042906  2.64554914]
[-796.32790071 -875.87079301   48.58330797],[-0.06553372  0.03252487 -2.22850286],[ -533.19662172 -1069.36866623   151.27725706],[-0.00325822  0.02044573  2.64567797]
[-796.3895378  -875.88781721   48.52866546],[-0.06460764  0.0326875  -2.22902351],[ -533.18494059 -1069.31975963   151.29303247],[-0.00311332  0.02060516  2.64560449]
[-796.36087325 -875.87244102   48.59384093],[-0.06518097  0.03254549 -2.22893415],[ -533.16694739 -1068.82787824   151.59704982],[5.78489470e-04 2.13104739e-02 2.64470973e+00]
[-796.36712137 -875.86672989   48.54194928],[-0.06432079  0.03268814 -2.22914387],[ -533.15854924 -1069.37949515   151.27239803],[-0.00335167  0.02021457  2.64581218]
[-796.40020157 -875.88743209   48.54262667],[-0.0641316   0.0333504  -2.22924918],[ -533.16124566 -1069.3855664    151.26502613],[-0.0034641   0.02040178  2.64590373]
[-796.4282263  -875.90742405   48.50597699],[-0.06429383  0.03334287 -2.22935576],[ -533.16631568 -1068.91318487   151.52307589],[1.52747651e-04 2.12684783e-02 2.64425000e+00]
[-796.40956303 -875.87983191   48.58057865],[-0.0655274   0.0331353  -2.22864422],[ -533.19696954 -1069.34804535   151.28086101],[-0.00330274  0.02046112  2.64562121]
[-796.37648386 -875.86498468   48.55115917],[-0.06459158  0.03246482 -2.22923119],[ -533.17181799 -1069.34525626   151.27297326],[-0.0031759   0.02034874  2.64578845]
[-796.37166483 -875.87702512   48.5551498 ],[-0.06513042  0.03223288 -2.22860209],[ -533.18372468 -1069.35448368   151.28073471],[-0.00323316  0.02051399  2.64576779]
[-796.4164222  -875.90870369   48.50539966],[-0.06464567  0.03340988 -2.2296026 ],[ -533.18702276 -1069.33588975   151.27192237],[-0.0031918   0.02051584  2.64550869]
[-796.41870364 -875.87137872   48.53311808],[-0.06436346  0.03374643 -2.22886769],[ -533.13595768 -1068.83849333   151.55879211],[7.56188115e-04 2.09883782e-02 2.64412894e+00]
[-796.3825215  -875.85286176   48.53740837],[-0.06388498  0.03347956 -2.2294653 ],[ -533.14860136 -1069.04930761   151.47337032],[-7.19947871e-04  2.08347457e-02  2.64489241e+00]
[-796.38967214 -875.88651714   48.53998371],[-0.06457762  0.0335511  -2.22933337],[ -533.19458548 -1068.77342513   151.55852579],[1.14694106e-03 2.16292240e-02 2.64408027e+00]
[-796.37753981 -875.88006703   48.56181709],[-0.06506398  0.03288836 -2.22842774],[ -533.22966755 -1069.29575665   151.24706965],[-0.0028267   0.02096123  2.64544211]
[-796.41116333 -875.89131821   48.51609918],[-0.06391763  0.03347142 -2.22963983],[ -533.16765798 -1069.3566757    151.31059463],[-0.00325607  0.02026244  2.64571282]
[-796.41818579 -875.89290441   48.50646094],[-0.06400484  0.03390033 -2.22965742],[ -533.19766204 -1069.35484574   151.2838308 ],[-0.00318611  0.02053524  2.64561849]
[-796.43333663 -875.87352366   48.48639217],[-0.06451386  0.03352738 -2.22875893],[ -533.18404444 -1068.88076721   151.52327205],[4.18594823e-04 2.14203353e-02 2.64436716e+00]
[-796.49004358 -875.91077787   48.43258298],[-0.06292361  0.03404346 -2.22956351],[ -533.21714634 -1068.78053703   151.54229605],[9.85974068e-04 2.15639276e-02 2.64436578e+00]
[-796.37149189 -875.88810239   48.5742959 ],[-0.06470103  0.03313618 -2.22907254],[ -533.19198539 -1069.3453615    151.28951323],[-0.00323911  0.02046623  2.64583839]
[-796.40134836 -875.89601663   48.50462852],[-0.06402385  0.03351867 -2.2294653 ],[ -533.18316353 -1069.34881491   151.28703938],[-0.00315255  0.02052384  2.64558024]
[-796.37228688 -875.86610924   48.56528234],[-0.06473106  0.03285074 -2.2285923 ],[ -533.19267212 -1069.31874818   151.27668388],[-0.00305981  0.02047977  2.64543214]
[-796.38214094 -875.89664408   48.51422153],[-0.06431497  0.033395   -2.22941002],[ -533.16511109 -1068.89214269   151.53207245],[2.97303915e-04 2.12873365e-02 2.64426911e+00]
[-796.37598693 -875.87559587   48.57751004],[-0.06470477  0.03272943 -2.22893204],[ -533.19440137 -1069.32817907   151.28223094],[-0.0029201   0.02049805  2.64563656]
[-796.44412845 -875.88259389   48.49733407],[-0.06412886  0.03417931 -2.22916574],[ -533.1588492  -1068.8549056    151.55355522],[5.69529983e-04 2.12779061e-02 2.64427770e+00]
[-796.41791253 -875.88506449   48.53521785],[-0.06425237  0.03350287 -2.22931952],[ -533.21662303 -1069.34144849   151.27383921],[-0.00322249  0.0205787   2.64580292]
[-796.3806335  -875.84857203   48.54070568],[-0.06423337  0.03294114 -2.22865174],[ -533.17558185 -1069.34510671   151.28939145],[-0.00321007  0.02018802  2.64566545]
[-796.38614807 -875.88721343   48.57150966],[-0.06505614  0.03293159 -2.22878627],[ -533.17870495 -1069.33623599   151.29623722],[-0.00308227  0.02035712  2.64570783]
[-796.38339733 -875.8546865    48.55598432],[-0.06388032  0.0330335  -2.22922646],[ -533.18482955 -1069.36399093   151.27508572],[-0.00322292  0.02055589  2.64561134]
[-796.38016398 -875.85802703   48.59781959],[-0.06484052  0.03275624 -2.22897777],[ -533.17939199 -1069.37885205   151.28902039],[-0.00360353  0.02031412  2.64599685]
[-796.39228558 -875.80430753   48.55945386],[-0.06419276  0.03297748 -2.22845016],[ -533.16816672 -1068.91489019   151.5399522 ],[7.76707060e-05 2.11750577e-02 2.64471688e+00]
[-796.40573489 -875.91404002   48.53863593],[-0.06531369  0.03289423 -2.22876844],[ -533.18060536 -1069.34627609   151.30046628],[-0.00309125  0.02044115  2.64584782]
[-796.33932851 -875.93624013   48.56345352],[-0.06553846  0.03226629 -2.22882919],[ -533.20823884 -1069.34188247   151.27965321],[-0.00313001  0.02060309  2.64543188]
[-796.45515488 -875.86507745   48.50580544],[-0.06459395  0.03346636 -2.22920364],[ -533.18319348 -1069.37127173   151.26947168],[-0.00334521  0.0204818   2.64574878]
[-796.25895328 -876.09884612   48.80434366],[-0.06773765  0.02853089 -2.22998743],[ -533.1872803  -1069.35130747   151.28455629],[-0.00310498  0.02042592  2.64577914]
[-796.2687643  -876.15172882   48.75399534],[-0.06756883  0.02866621 -2.229745  ],[ -533.19893133 -1069.37217683   151.28422013],[-0.00325619  0.02051569  2.64582218]
[-796.39610781 -875.91044567   48.56654256],[-0.06504122  0.03306089 -2.22860962],[ -533.16762099 -1068.94500083   151.49779201],[-1.24690880e-05  2.12712453e-02  2.64433121e+00]
[-796.3987042  -875.87505042   48.56643353],[-0.06510387  0.03287565 -2.22893074],[ -533.18865536 -1069.36373973   151.2769777 ],[-0.0032518   0.02042409  2.64570014]
[-796.37444331 -875.90408727   48.52638225],[-0.06481948  0.03339458 -2.22915991],[ -533.19459935 -1069.34437031   151.26051503],[-0.00299721  0.02043021  2.64552302]
[-796.38316819 -875.92306853   48.51560112],[-0.06516891  0.03320365 -2.22905481],[ -533.20683549 -1069.36021047   151.26384281],[-0.00330749  0.02046631  2.64568958]
[-796.4173068  -875.92319963   48.55708742],[-0.0655373   0.03289216 -2.22864103],[ -533.19337715 -1068.83953655   151.55881788],[8.21839106e-04 2.15630790e-02 2.64410897e+00]
[-796.42176333 -875.89264371   48.51457598],[-0.06476467  0.03327082 -2.22886762],[ -533.16998747 -1069.33017147   151.27378803],[-0.00292512  0.02034613  2.64555991]
[-796.36846581 -875.91295669   48.56361814],[-0.06427388  0.03304466 -2.22910399],[ -533.19220165 -1069.32646661   151.27744067],[-0.00311456  0.02044984  2.64560611]
[-796.39532098 -875.93074006   48.54709239],[-0.0648649   0.03355414 -2.22903231],[ -533.18582669 -1069.37191306   151.27942261],[-0.00322372  0.0205105   2.64566881]
[-796.35638362 -875.9187655    48.52816883],[-0.06497711  0.03279616 -2.22958038],[ -533.21123783 -1069.30934564   151.29232355],[-0.00298695  0.02054649  2.64554868]
[-796.41237409 -875.88393855   48.50979249],[-0.06489362  0.03312987 -2.22919666],[ -533.19631359 -1069.34815461   151.28220992],[-0.00324358  0.02040034  2.64534677]
[-796.38618386 -875.85072052   48.55453229],[-0.06390928  0.03357177 -2.22954184],[ -533.1360557  -1068.92978968   151.52004706],[8.86729045e-05 2.10185168e-02 2.64450011e+00]
[-796.42644359 -875.94574108   48.46826793],[-0.0648468   0.03399131 -2.22896722],[ -533.19310165 -1069.35225788   151.2649039 ],[-0.00333738  0.02044837  2.64578627]
[-796.40066768 -875.91568971   48.53853673],[-0.06532669  0.03298489 -2.2291321 ],[ -533.19160312 -1069.31734525   151.31369936],[-0.00285575  0.02060717  2.64541884]
[-796.41830378 -875.91118573   48.54563107],[-0.06483806  0.03334899 -2.22862188],[ -533.20802261 -1069.31158884   151.2696873 ],[-0.00290405  0.0206449   2.64552966]
[-796.3869759  -875.87842487   48.53899818],[-0.06458981  0.03280679 -2.22840009],[ -533.21842986 -1069.32372711   151.28625494],[-0.00286503  0.0206542   2.64556028]
[-796.24001822 -876.12425341   48.7955231 ],[-0.06744255  0.02874613 -2.23068023],[ -533.16962954 -1069.38074967   151.28968227],[-0.00342383  0.02015808  2.64577181]
[-796.35039519 -875.86044567   48.57490334],[-0.06467177  0.03268206 -2.2285963 ],[ -533.17138304 -1068.93646709   151.50680975],[3.06493367e-06 2.12878049e-02 2.64441801e+00]
[-796.42663731 -875.91425717   48.51836443],[-0.06439097  0.03343558 -2.22947792],[ -533.15120814 -1068.89835569   151.54063329],[3.97527200e-04 2.11919614e-02 2.64432172e+00]
[-796.3910705  -875.85543933   48.55859609],[-0.06468971  0.03277336 -2.22942991],[ -533.1647588  -1068.91477374   151.52578555],[1.81387616e-04 2.12799777e-02 2.64436928e+00]
[-796.38173241 -875.9203158    48.54314588],[-0.06462063  0.03338134 -2.22917164],[ -533.20561471 -1069.35790389   151.26507785],[-0.00313084  0.02060327  2.64551106]
[-796.34128659 -875.85813285   48.60269616],[-0.06429968  0.0328598  -2.22920435],[ -533.19108232 -1069.38346545   151.27832393],[-0.00350345  0.02034944  2.64576376]
[-796.41159478 -875.89476259   48.55656979],[-0.0654317   0.03271208 -2.22890565],[ -533.15280185 -1069.36698645   151.26690663],[-0.00327258  0.02029741  2.64573495]
[-796.41159205 -875.90645604   48.49414136],[-0.06461719  0.03366021 -2.22924563],[ -533.21892813 -1069.32359895   151.28144008],[-0.0030313   0.02049463  2.64571356]
[-796.39207552 -875.8384802    48.56602199],[-0.06493841  0.03224039 -2.22889977],[ -533.19135016 -1069.36431271   151.28130673],[-0.00337038  0.02039899  2.64560386]
[-796.4142151  -875.8732339    48.53683374],[-0.06475023  0.0337401  -2.22921055],[ -533.18354337 -1069.36492264   151.29435468],[-0.00325861  0.0203966   2.64576962]
[-796.40265953 -875.86982771   48.49760826],[-0.0645568   0.03349674 -2.22937799],[ -533.17292693 -1069.35537179   151.2874961 ],[-0.00316794  0.02054691  2.64554927]
[-796.29931647 -876.17023923   48.72622314],[-0.06764792  0.02908912 -2.23018365],[ -533.16747301 -1069.33570814   151.28125302],[-0.00312895  0.02037261  2.64562406]
[-796.39115146 -875.83319284   48.57007015],[-0.06378021  0.0338016  -2.22921611],[ -533.18599696 -1069.33265823   151.30438567],[-0.00303619  0.02053397  2.64570501]
[-796.36804153 -875.85292832   48.56575933],[-0.06410489  0.03265332 -2.22896627],[ -533.17164573 -1068.98324614   151.46328411],[-2.33969325e-04  2.11039429e-02  2.64443213e+00]
[-796.38662132 -875.89605912   48.51043257],[-0.0645418   0.03370686 -2.229273  ],[ -533.20609052 -1069.32570474   151.2732507 ],[-0.00290621  0.02049738  2.64550145]
[-796.42689728 -875.8686126    48.53989518],[-0.06478066  0.03326794 -2.2288836 ],[ -533.16792553 -1069.38621412   151.29092527],[-0.00354122  0.02030956  2.6460152 ]
[-796.41688144 -875.8772929    48.53814692],[-0.06422293  0.0335891  -2.22913349],[ -533.20016555 -1069.32817978   151.27945304],[-0.00322952  0.02070161  2.64545013]
[-796.37487404 -875.86798505   48.54682064],[-0.06413878  0.03286839 -2.22881443],[ -533.16856578 -1069.33157624   151.25734428],[-0.0029996   0.02031282  2.64566225]
[-796.38296328 -875.89429784   48.55921816],[-0.06502492  0.03271095 -2.22914776],[ -533.185696   -1069.34678739   151.28970518],[-0.00321424  0.02032483  2.6458045 ]
[-796.26795227 -876.08845379   48.73261004],[-0.06700827  0.02854918 -2.23048638],[ -533.21294798 -1069.3201672    151.2747245 ],[-0.00307916  0.02064209  2.64573199]
[-796.359504   -875.88566057   48.59873238],[-0.06537258  0.03230227 -2.22885122],[ -533.15036947 -1069.39075008   151.30032407],[-0.00355184  0.02027722  2.64577518]
[-796.34788087 -875.85571828   48.58145545],[-0.06480367  0.03259043 -2.22866944],[ -533.16019359 -1069.35946042   151.30980264],[-0.00322425  0.02010764  2.64566702]
[-796.37538541 -875.81363714   48.58237815],[-0.06365998  0.033119   -2.22913916],[ -533.21163081 -1068.75173741   151.57440911],[1.24127502e-03 2.16331586e-02 2.64423750e+00]
[-796.46696169 -875.90192374   48.42561861],[-0.06285345  0.03409328 -2.22958344],[ -533.18877099 -1069.36592363   151.26583514],[-0.00322777  0.02038986  2.64582463]
[-796.37220752 -875.88263469   48.56615152],[-0.06443265  0.03290486 -2.22916358],[ -533.19885253 -1069.33874466   151.28876854],[-0.00314969  0.02063066  2.64552143]
[-796.25169181 -876.11933049   48.77397102],[-0.06742825  0.02828901 -2.23042417],[ -533.18009492 -1069.38653311   151.27258273],[-0.00324714  0.02052998  2.64551331]
[-796.37948507 -875.88996559   48.52054001],[-0.06419175  0.03267318 -2.22871379],[ -533.19411205 -1069.35063094   151.28242719],[-0.0031351   0.0205276   2.64548899]
[-796.38624107 -875.84992529   48.55797202],[-0.06475496  0.03327649 -2.22897602],[ -533.15431657 -1068.88966917   151.56211063],[4.88905981e-04 2.12326105e-02 2.64439077e+00]
[-796.36497165 -875.87777073   48.57074131],[-0.06436644  0.03293009 -2.2292775 ],[ -533.19539718 -1069.35580203   151.27040244],[-0.00322105  0.02056594  2.64570407]
[-796.37066117 -875.8819055    48.56940333],[-0.06427577  0.0328761  -2.22987895],[ -533.19322833 -1069.33860786   151.27885536],[-0.00306101  0.02038154  2.64576017]
[-796.38556217 -875.90063158   48.55074431],[-0.06513339  0.03277838 -2.22881154],[ -533.20689737 -1069.30996817   151.28479516],[-0.00281313  0.0205892   2.64568514]
[-796.30018625 -875.86646057   48.66563433],[-0.0658315   0.03155057 -2.22820043],[ -533.28179334 -1069.14162417   151.27678543],[-2.25482008e-03  2.10102584e-02  2.64391309e+00]
[-796.40502042 -875.83416058   48.56213976],[-0.06478741  0.03331355 -2.22929817],[ -533.18655649 -1069.34349138   151.28001935],[-0.00323978  0.02061707  2.64557995]
[-796.39377023 -875.91591039   48.54677093],[-0.06468687  0.03289012 -2.22912303],[ -533.1849968  -1068.92558469   151.50122373],[3.15441665e-04 2.13443785e-02 2.64420903e+00]
[-796.39629167 -875.89786834   48.54559488],[-0.06448955  0.03305716 -2.22898585],[ -533.17688904 -1069.3600649    151.2864088 ],[-0.00337308  0.02047518  2.645864  ]
