obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-796.43925905 -875.86119936   48.50885186],[-0.06415769  0.03367807 -2.22900777],[ -533.1836266  -1069.34208729   151.25871587],[-0.00317761  0.02031771  2.64538871]
[-796.46414163 -875.94888271   48.50549504],[-0.06545545  0.03388145 -2.22871259],[ -533.19086544 -1069.355182     151.26421314],[-0.00315646  0.02046511  2.64551171]
[-796.32217818 -875.66101821   48.32854309],[-0.06731655  0.03536268 -2.22955163],[ -533.20622821 -1069.30852089   151.28941629],[-0.00297139  0.02067278  2.6453914 ]
[-796.0420967  -875.54890703   48.69698331],[-0.06134898  0.02852705 -2.23117688],[ -533.21530328 -1069.30870446   151.28266926],[-0.00294495  0.02058401  2.64547918]
[-796.40513033 -875.89356897   48.55168236],[-0.06513181  0.03348394 -2.2285138 ],[ -533.16328447 -1069.36489211   151.27385868],[-0.00331496  0.0203598   2.64563824]
[-796.35458338 -875.67972454   48.31940382],[-0.06806218  0.03576193 -2.22923862],[ -533.19550594 -1069.3378205    151.26837974],[-0.00303066  0.02043731  2.64572201]
[-796.36843202 -875.70016233   48.30071951],[-0.0675824   0.03572673 -2.22986147],[ -533.17127224 -1068.85445149   151.54297974],[6.45684626e-04 2.13641900e-02 2.64424153e+00]
[-796.16841046 -875.86545015   48.58850043],[-0.07068056  0.03031195 -2.22981979],[ -533.1710776  -1069.36746548   151.27837442],[-0.00323372  0.02038749  2.64576367]
[-796.82164984 -876.17605331   48.27167277],[-0.07057459  0.03962817 -2.22601383],[ -533.21013039 -1069.32738707   151.2903969 ],[-0.00296948  0.02060855  2.64565841]
[-796.3366639  -875.6834053    48.34964914],[-0.06820373  0.03497318 -2.22917493],[ -533.19485703 -1068.87654957   151.51679001],[5.46551644e-04 2.16742488e-02 2.64428947e+00]
[-796.32086065 -875.87782686   48.61859202],[-0.0651665   0.03217282 -2.22901872],[ -533.18743933 -1069.36996521   151.26148631],[-0.00325043  0.02057829  2.64547044]
[-796.4111109  -875.90507886   48.50972814],[-0.06438643  0.03309176 -2.2291946 ],[ -533.16461554 -1068.96298093   151.47051735],[-2.30994559e-04  2.10616627e-02  2.64453064e+00]
[-796.38317595 -875.9253198    48.53682157],[-0.06470985  0.03311581 -2.22904009],[ -533.19202347 -1069.33328918   151.27385753],[-0.00306398  0.02055226  2.64562359]
[-796.40140191 -875.88740963   48.55736688],[-0.06459092  0.03293294 -2.22925419],[ -533.17716406 -1069.35785172   151.27369496],[-0.00325256  0.02044707  2.64574281]
[-796.34276304 -875.87985037   48.57388307],[-0.06517764  0.03296895 -2.22903474],[ -533.19527449 -1069.31303108   151.26934783],[-0.00303761  0.02055978  2.64544268]
[-796.25626444 -876.08759395   48.77353596],[-0.06679416  0.02850623 -2.23059342],[ -533.21022649 -1068.74066558   151.54828892],[1.08986911e-03 2.13039826e-02 2.64467697e+00]
[-796.36635411 -875.84617027   48.56054336],[-0.0640503   0.03288967 -2.22917386],[ -533.18792155 -1069.3437294    151.2882428 ],[-0.00309537  0.0204139   2.64564588]
[-796.40046932 -875.88216354   48.55098176],[-0.06439605  0.0325554  -2.22913598],[ -533.15874169 -1068.93927495   151.52064785],[-3.60207539e-05  2.12671924e-02  2.64440600e+00]
[-796.37101863 -875.8846106    48.519759  ],[-0.06404126  0.03341444 -2.22912029],[ -533.17531543 -1069.33668075   151.29001835],[-0.00316751  0.02027613  2.64570061]
[-796.3994856  -875.92009722   48.5499874 ],[-0.06533518  0.03312901 -2.22898172],[ -533.1763977  -1069.36890001   151.28697274],[-0.00326119  0.02048503  2.64569987]
[-796.39146241 -875.90034621   48.51349917],[-0.06442641  0.03294432 -2.22909645],[ -533.20081132 -1069.3775163    151.28329661],[-0.00326942  0.02053605  2.64582702]
[-796.32197551 -875.83313517   48.6200681 ],[-0.06477669  0.03231743 -2.2286306 ],[ -533.17803658 -1069.34962903   151.28235952],[-0.00339547  0.02051715  2.64556435]
[-796.34132931 -875.85659116   48.60588214],[-0.06489362  0.03233642 -2.22910793],[ -533.16281563 -1069.35249199   151.28811705],[-0.00321915  0.02012913  2.64587078]
[-796.35508232 -875.92867787   48.56982136],[-0.06550372  0.03273835 -2.22844969],[ -533.17312241 -1069.36990698   151.28779071],[-0.00334743  0.02040965  2.64576277]
[-796.36742995 -875.90597794   48.58116551],[-0.06495343  0.03350805 -2.22918165],[ -533.19111023 -1069.33521769   151.29256559],[-0.0031169   0.02030873  2.64549432]
[-796.37276092 -875.83626457   48.55178922],[-0.0641377   0.03292893 -2.22890766],[ -533.174444   -1069.34556642   151.2759152 ],[-0.00316124  0.0203955   2.64570371]
[-796.3724524  -875.86250803   48.53619676],[-0.06481984  0.03275935 -2.22920722],[ -533.16265606 -1069.33309212   151.32792257],[-0.0030068   0.02033335  2.64539533]
[-796.37352892 -875.88451454   48.58648614],[-0.0651175   0.03280714 -2.22917803],[ -533.20707066 -1069.35146587   151.27406044],[-0.00321915  0.02047956  2.64586238]
[-796.38882112 -875.90426384   48.51513405],[-0.06441549  0.03338972 -2.2287126 ],[ -533.18183915 -1069.34162976   151.28896947],[-0.00318544  0.02036145  2.64566985]
[-796.37219301 -875.87570885   48.53052685],[-0.06421891  0.03292838 -2.2292537 ],[ -533.14121286 -1069.35647365   151.30018234],[-0.00332617  0.02020933  2.64570682]
[-796.38803646 -875.88224106   48.52850448],[-0.06440127  0.03311313 -2.22900916],[ -533.15586723 -1068.89253464   151.5223951 ],[3.85594618e-04 2.12749280e-02 2.64414414e+00]
[-796.38863868 -875.89829804   48.50627587],[-0.0647714   0.03312253 -2.2288196 ],[ -533.19254969 -1069.34817464   151.26095503],[-0.00320523  0.02060821  2.64549272]
[-796.38479958 -875.9288422    48.51279214],[-0.06456328  0.03307435 -2.22924351],[ -533.1680531  -1069.3741342    151.29873735],[-0.00323592  0.02044579  2.64570198]
[-796.4020072  -875.90671102   48.52250499],[-0.06489985  0.03308799 -2.22897361],[ -533.16466455 -1069.36402311   151.28528582],[-0.00322073  0.02048073  2.64554924]
[-796.36258124 -875.89502497   48.57940587],[-0.06464315  0.03272078 -2.22874952],[ -533.20021948 -1069.34678191   151.28048138],[-0.00320481  0.02054618  2.64556139]
[-796.37375366 -875.86472808   48.56926702],[-0.06541512  0.03257244 -2.22854606],[ -533.1674103  -1069.36137069   151.28881484],[-0.00322498  0.02033753  2.64571076]
[-796.33992006 -875.88003202   48.58466555],[-0.06477766  0.03223624 -2.22924585],[ -533.21144346 -1069.35826567   151.27955516],[-0.00332162  0.02061607  2.64555198]
[-796.40407498 -875.89270204   48.54402988],[-0.06445597  0.03305764 -2.22934614],[ -533.19996427 -1069.34823386   151.2689955 ],[-0.00318552  0.02060741  2.64545477]
[-796.22835574 -876.1454994    48.79299811],[-0.06771476  0.02800403 -2.23036467],[ -533.1842299  -1069.31098619   151.27224355],[-0.0029614   0.02048745  2.64568007]
[-796.36031634 -875.94998842   48.52321197],[-0.06503586  0.0330805  -2.22911535],[ -533.12932095 -1068.88600259   151.55814607],[5.20934754e-04 2.12687822e-02 2.64401715e+00]
[-796.41118563 -875.87781548   48.52979775],[-0.06545373  0.03276468 -2.22850974],[ -533.19059983 -1068.78600994   151.59505307],[8.44228337e-04 2.13707310e-02 2.64477972e+00]
[-796.36941841 -875.9108154    48.55785367],[-0.06415465  0.03354777 -2.22991562],[ -533.18657131 -1069.36333967   151.28862277],[-0.00331382  0.0205161   2.64557406]
[-796.27994562 -876.13267818   48.71134356],[-0.06713732  0.02852706 -2.22993039],[ -533.17924118 -1069.34001024   151.26260228],[-0.00305406  0.02048029  2.64558738]
[-796.45691358 -875.88723644   48.43342423],[-0.06257151  0.03404569 -2.22989943],[ -533.15363829 -1069.3926189    151.28761345],[-0.00355162  0.02023709  2.64582786]
[-796.36938887 -875.92760477   48.56870875],[-0.06512072  0.03266575 -2.2290754 ],[ -533.16838284 -1069.38010286   151.27686415],[-0.00340518  0.02042159  2.64559052]
[-796.35822046 -875.87963765   48.57119701],[-0.06539643  0.03251135 -2.22823067],[ -533.16788524 -1069.37331348   151.25131158],[-0.00318339  0.02022233  2.64572362]
[-796.35706682 -875.87149185   48.57650463],[-0.06478875  0.03304396 -2.22932892],[ -533.21949293 -1069.29231428   151.2608364 ],[-0.00273549  0.02072485  2.64554438]
[-796.27291915 -876.04907249   48.76638434],[-0.06681326  0.02819024 -2.23018011],[ -533.20041064 -1069.31598847   151.26786765],[-0.00277237  0.02052849  2.64543899]
[-796.37315339 -875.8643199    48.54653095],[-0.06444517  0.03307552 -2.22918045],[ -533.18492508 -1069.32466923   151.29964689],[-0.00305168  0.02036946  2.64545894]
[-796.2826697  -876.18495176   48.72523716],[-0.06745168  0.02916847 -2.23078345],[ -533.19127005 -1069.34279512   151.26962214],[-0.00309669  0.020593    2.64551801]
[-796.37169395 -875.88020134   48.54775328],[-0.06493324  0.0328424  -2.22908115],[ -533.16257284 -1069.38605006   151.27098857],[-0.00347694  0.02031506  2.64565369]
[-796.44154068 -875.89156189   48.52293538],[-0.06544817  0.03338872 -2.22843697],[ -533.18277205 -1069.39494927   151.27819514],[-0.00350963  0.02046275  2.64586029]
[-796.32291499 -875.84243147   48.59719917],[-0.06452065  0.03290252 -2.2288194 ],[ -533.18592351 -1069.35995743   151.29538297],[-0.00316952  0.02053546  2.64546923]
[-796.37814116 -875.89025573   48.54035106],[-0.06453378  0.03329669 -2.22932847],[ -533.16981999 -1069.3679672    151.25742122],[-0.00326651  0.02012271  2.64590031]
[-796.35563059 -875.88483364   48.507775  ],[-0.06450306  0.032769   -2.22881759],[ -533.16360281 -1068.85594291   151.53906667],[7.03387639e-04 2.13303258e-02 2.64415218e+00]
[-796.42255303 -875.89105069   48.53628118],[-0.06379151  0.03360747 -2.2293635 ],[ -533.18478734 -1069.37891019   151.27637633],[-0.00325214  0.02054615  2.64558546]
[-796.31007644 -875.65211572   48.34514307],[-0.06784454  0.03480781 -2.22917059],[ -533.21256048 -1069.3356235    151.28350914],[-0.00300714  0.02060024  2.64545117]
[-796.38969539 -875.73472254   48.2577071 ],[-0.06836497  0.03555059 -2.2290841 ],[ -533.18593855 -1069.35454299   151.28138869],[-0.00321468  0.02059076  2.64559706]
[-796.43660052 -875.72120898   48.19299387],[-0.0668931   0.03591893 -2.22957346],[ -533.18989361 -1069.32657257   151.26326777],[-0.00302067  0.02042993  2.64543234]
[-796.4558534  -875.83633508   48.3951005 ],[-0.07195792  0.03473498 -2.22702759],[ -533.24026202 -1069.31589946   151.26203196],[-0.00273955  0.02097479  2.64528645]
[-796.58123789 -875.88316903   48.53484224],[-0.06556163  0.03590631 -2.22537471],[ -533.29672958 -1069.10979429   151.27192191],[-2.02611594e-03  2.10914436e-02  2.64380684e+00]
[-796.54968101 -875.69089944   48.51120791],[-0.06544384  0.02810109 -2.22775126],[ -533.18305535 -1068.95320757   151.48620406],[2.99076795e-05 2.14069225e-02 2.64442599e+00]
[-796.47447418 -875.72592042   48.46338148],[-0.06744435  0.02833589 -2.22844092],[ -533.19408628 -1069.31770521   151.27943344],[-0.00305334  0.02039478  2.64563063]
[-796.62802028 -876.12042362   48.71969183],[-0.06355563  0.0328829  -2.22716736],[ -533.17604326 -1069.31121485   151.28659256],[-0.0031094   0.02058869  2.6453275 ]
[-796.39637368 -875.6966502    48.59387345],[-0.06549223  0.02496624 -2.22927867],[ -533.18945957 -1069.34326779   151.28033024],[-0.00311803  0.02047045  2.64552428]
[-796.42128843 -875.79310096   48.57650987],[-0.06443821  0.02643619 -2.22992523],[ -533.17433059 -1069.37088396   151.28105258],[-0.0032873   0.02039251  2.64553475]
[-796.4716702  -876.10193469   48.79894487],[-0.06872034  0.0225044  -2.23065085],[ -533.1818819  -1069.32654193   151.27744471],[-0.00312957  0.02044775  2.64561228]
[-796.19901994 -876.05237354   48.77312596],[-0.0681064   0.0267839  -2.23043324],[ -533.18121145 -1069.3552306    151.25075906],[-0.00326617  0.02049508  2.64567477]
[-796.34996037 -876.0878669    48.49516451],[-0.06391606  0.03654942 -2.22803277],[ -533.14528835 -1069.34200178   151.28684985],[-0.00312558  0.02012313  2.64551063]
[-796.628916   -876.22008746   48.53890296],[-0.06184311  0.03960161 -2.22693465],[ -533.21858138 -1069.33229324   151.26360251],[-0.00312095  0.02071617  2.64552628]
[-796.628916   -876.22008746   48.53890296],[-0.06184311  0.03960161 -2.22693465],[ -533.21858138 -1069.33229324   151.26360251],[-0.00312095  0.02071617  2.64552628]
[-796.69018317 -876.28224997   48.62558404],[-0.06346235  0.04127609 -2.22712887],[ -533.19548489 -1069.34838028   151.28063807],[-0.00316087  0.02038178  2.64570853]
[-796.69018317 -876.28224997   48.62558404],[-0.06346235  0.04127609 -2.22712887],[ -533.19548489 -1069.34838028   151.28063807],[-0.00316087  0.02038178  2.64570853]
[-796.69018317 -876.28224997   48.62558404],[-0.06346235  0.04127609 -2.22712887],[ -533.19548489 -1069.34838028   151.28063807],[-0.00316087  0.02038178  2.64570853]
[-796.69018317 -876.28224997   48.62558404],[-0.06346235  0.04127609 -2.22712887],[ -533.19548489 -1069.34838028   151.28063807],[-0.00316087  0.02038178  2.64570853]
[-796.62984376 -876.03248405   48.72953562],[-0.06324311  0.03357548 -2.22701743],[ -533.15884941 -1069.34629443   151.29001367],[-0.00321263  0.02024187  2.64567588]
[-796.62984376 -876.03248405   48.72953562],[-0.06324311  0.03357548 -2.22701743],[ -533.15884941 -1069.34629443   151.29001367],[-0.00321263  0.02024187  2.64567588]
[-796.62984376 -876.03248405   48.72953562],[-0.06324311  0.03357548 -2.22701743],[ -533.15884941 -1069.34629443   151.29001367],[-0.00321263  0.02024187  2.64567588]
[-796.62984376 -876.03248405   48.72953562],[-0.06324311  0.03357548 -2.22701743],[ -533.15884941 -1069.34629443   151.29001367],[-0.00321263  0.02024187  2.64567588]
[-796.60498334 -876.07800015   48.76328166],[-0.06412186  0.03240334 -2.22745017],[ -533.19360278 -1069.35153332   151.2694085 ],[-0.0031839   0.02044784  2.64566328]
[-796.60498334 -876.07800015   48.76328166],[-0.06412186  0.03240334 -2.22745017],[ -533.19360278 -1069.35153332   151.2694085 ],[-0.0031839   0.02044784  2.64566328]
[-796.60498334 -876.07800015   48.76328166],[-0.06412186  0.03240334 -2.22745017],[ -533.19360278 -1069.35153332   151.2694085 ],[-0.0031839   0.02044784  2.64566328]
[-796.60498334 -876.07800015   48.76328166],[-0.06412186  0.03240334 -2.22745017],[ -533.19360278 -1069.35153332   151.2694085 ],[-0.0031839   0.02044784  2.64566328]
[-796.2684921  -875.77745554   48.54329833],[-0.06532973  0.02796596 -2.22935279],[ -533.17724516 -1069.31943818   151.27882634],[-0.00327019  0.02031316  2.6457473 ]
[-796.2684921  -875.77745554   48.54329833],[-0.06532973  0.02796596 -2.22935279],[ -533.17724516 -1069.31943818   151.27882634],[-0.00327019  0.02031316  2.6457473 ]
[-796.2684921  -875.77745554   48.54329833],[-0.06532973  0.02796596 -2.22935279],[ -533.17724516 -1069.31943818   151.27882634],[-0.00327019  0.02031316  2.6457473 ]
[-796.2684921  -875.77745554   48.54329833],[-0.06532973  0.02796596 -2.22935279],[ -533.17724516 -1069.31943818   151.27882634],[-0.00327019  0.02031316  2.6457473 ]
[-796.50401722 -875.73164318   48.6578998 ],[-0.06634503  0.03367247 -2.23046709],[ -533.14953485 -1069.33028514   151.30513419],[-0.00306451  0.02027703  2.64558908]
[-796.50401722 -875.73164318   48.6578998 ],[-0.06634503  0.03367247 -2.23046709],[ -533.14953485 -1069.33028514   151.30513419],[-0.00306451  0.02027703  2.64558908]
[-796.50401722 -875.73164318   48.6578998 ],[-0.06634503  0.03367247 -2.23046709],[ -533.14953485 -1069.33028514   151.30513419],[-0.00306451  0.02027703  2.64558908]
[-796.50401722 -875.73164318   48.6578998 ],[-0.06634503  0.03367247 -2.23046709],[ -533.14953485 -1069.33028514   151.30513419],[-0.00306451  0.02027703  2.64558908]
[-796.49968821 -875.72382738   48.68733968],[-0.06604352  0.03367786 -2.23140411],[ -533.15724107 -1068.90075284   151.52898592],[2.59595002e-04 2.12348792e-02 2.64430768e+00]
[-796.49968821 -875.72382738   48.68733968],[-0.06604352  0.03367786 -2.23140411],[ -533.15724107 -1068.90075284   151.52898592],[2.59595002e-04 2.12348792e-02 2.64430768e+00]
[-796.49968821 -875.72382738   48.68733968],[-0.06604352  0.03367786 -2.23140411],[ -533.15724107 -1068.90075284   151.52898592],[2.59595002e-04 2.12348792e-02 2.64430768e+00]
[-796.49968821 -875.72382738   48.68733968],[-0.06604352  0.03367786 -2.23140411],[ -533.15724107 -1068.90075284   151.52898592],[2.59595002e-04 2.12348792e-02 2.64430768e+00]
[-796.78045574 -876.10304511   48.81083287],[-0.06334732  0.03388723 -2.22759816],[ -533.19298661 -1069.34827266   151.28650874],[-0.00323244  0.02050015  2.64566707]
[-796.78045574 -876.10304511   48.81083287],[-0.06334732  0.03388723 -2.22759816],[ -533.19298661 -1069.34827266   151.28650874],[-0.00323244  0.02050015  2.64566707]
[-796.78045574 -876.10304511   48.81083287],[-0.06334732  0.03388723 -2.22759816],[ -533.19298661 -1069.34827266   151.28650874],[-0.00323244  0.02050015  2.64566707]
[-796.78045574 -876.10304511   48.81083287],[-0.06334732  0.03388723 -2.22759816],[ -533.19298661 -1069.34827266   151.28650874],[-0.00323244  0.02050015  2.64566707]
[-797.34317426 -876.16553088   49.65442092],[-0.07114877  0.03609808 -2.23359759],[ -533.16708141 -1069.34947945   151.26218736],[-0.003224    0.02036915  2.64559797]
[-797.34317426 -876.16553088   49.65442092],[-0.07114877  0.03609808 -2.23359759],[ -533.16708141 -1069.34947945   151.26218736],[-0.003224    0.02036915  2.64559797]
[-797.34317426 -876.16553088   49.65442092],[-0.07114877  0.03609808 -2.23359759],[ -533.16708141 -1069.34947945   151.26218736],[-0.003224    0.02036915  2.64559797]
[-797.34317426 -876.16553088   49.65442092],[-0.07114877  0.03609808 -2.23359759],[ -533.16708141 -1069.34947945   151.26218736],[-0.003224    0.02036915  2.64559797]
[-797.29678552 -876.23868596   49.64844981],[-0.07114216  0.03587371 -2.23382943],[ -533.20092975 -1069.34293583   151.28725876],[-0.00321136  0.02066332  2.64549784]
[-797.29678552 -876.23868596   49.64844981],[-0.07114216  0.03587371 -2.23382943],[ -533.20092975 -1069.34293583   151.28725876],[-0.00321136  0.02066332  2.64549784]
[-797.29678552 -876.23868596   49.64844981],[-0.07114216  0.03587371 -2.23382943],[ -533.20092975 -1069.34293583   151.28725876],[-0.00321136  0.02066332  2.64549784]
[-797.29678552 -876.23868596   49.64844981],[-0.07114216  0.03587371 -2.23382943],[ -533.20092975 -1069.34293583   151.28725876],[-0.00321136  0.02066332  2.64549784]
[-797.21885634 -876.29906861   49.60906915],[-0.07072202  0.03804829 -2.23513019],[ -533.41606989 -1069.90341136   151.2966456 ],[-0.00616104  0.02219292  2.64743931]
[-797.21885634 -876.29906861   49.60906915],[-0.07072202  0.03804829 -2.23513019],[ -533.41606989 -1069.90341136   151.2966456 ],[-0.00616104  0.02219292  2.64743931]
[-797.21885634 -876.29906861   49.60906915],[-0.07072202  0.03804829 -2.23513019],[ -533.41606989 -1069.90341136   151.2966456 ],[-0.00616104  0.02219292  2.64743931]
[-797.21885634 -876.29906861   49.60906915],[-0.07072202  0.03804829 -2.23513019],[ -533.41606989 -1069.90341136   151.2966456 ],[-0.00616104  0.02219292  2.64743931]
[-797.17385796 -876.61337012   49.52046974],[-0.07296008  0.03994736 -2.2384658 ],[ -533.35742457 -1069.80286521   151.33247999],[-0.00553897  0.02188755  2.64720097]
[-797.17385796 -876.61337012   49.52046974],[-0.07296008  0.03994736 -2.2384658 ],[ -533.35742457 -1069.80286521   151.33247999],[-0.00553897  0.02188755  2.64720097]
[-797.17385796 -876.61337012   49.52046974],[-0.07296008  0.03994736 -2.2384658 ],[ -533.35742457 -1069.80286521   151.33247999],[-0.00553897  0.02188755  2.64720097]
[-797.17385796 -876.61337012   49.52046974],[-0.07296008  0.03994736 -2.2384658 ],[ -533.35742457 -1069.80286521   151.33247999],[-0.00553897  0.02188755  2.64720097]
[-797.17098035 -876.46504566   49.64638607],[-0.07134054  0.03873962 -2.2362316 ],[ -533.249734   -1069.75462198   151.35575302],[-0.00535194  0.021246    2.64690672]
[-797.17098035 -876.46504566   49.64638607],[-0.07134054  0.03873962 -2.2362316 ],[ -533.249734   -1069.75462198   151.35575302],[-0.00535194  0.021246    2.64690672]
[-797.17098035 -876.46504566   49.64638607],[-0.07134054  0.03873962 -2.2362316 ],[ -533.249734   -1069.75462198   151.35575302],[-0.00535194  0.021246    2.64690672]
[-797.17098035 -876.46504566   49.64638607],[-0.07134054  0.03873962 -2.2362316 ],[ -533.249734   -1069.75462198   151.35575302],[-0.00535194  0.021246    2.64690672]
[-797.17582097 -876.49374889   49.61712386],[-0.071735    0.03827096 -2.235978  ],[ -533.21816382 -1069.68407889   151.36803906],[-0.00491957  0.02092688  2.64657679]
[-797.17582097 -876.49374889   49.61712386],[-0.071735    0.03827096 -2.235978  ],[ -533.21816382 -1069.68407889   151.36803906],[-0.00491957  0.02092688  2.64657679]
[-797.28346283 -876.08840015   49.71080154],[-0.06908137  0.0360144  -2.23151   ],[ -533.22038431 -1069.62540328   151.36570227],[-0.00434952  0.02103631  2.64621389]
[-797.25181454 -876.24929185   49.64953041],[-0.07076286  0.03718428 -2.23290634],[ -533.16794178 -1069.39910074   151.28276653],[-0.00348975  0.02037926  2.6456661 ]
[-797.2770254  -876.27398993   49.60025754],[-0.07145625  0.0379346  -2.23474403],[ -533.16117639 -1069.36212279   151.2636842 ],[-0.00324378  0.02043099  2.64556859]
[-797.2770254  -876.27398993   49.60025754],[-0.07145625  0.0379346  -2.23474403],[ -533.16117639 -1069.36212279   151.2636842 ],[-0.00324378  0.02043099  2.64556859]
[-796.76343566 -875.85294232   49.33853034],[-0.07483262  0.02913233 -2.23922267],[ -533.20550574 -1069.31566686   151.27048106],[-0.00279964  0.02048194  2.64542838]
[-796.76343566 -875.85294232   49.33853034],[-0.07483262  0.02913233 -2.23922267],[ -533.20550574 -1069.31566686   151.27048106],[-0.00279964  0.02048194  2.64542838]
[-796.76343566 -875.85294232   49.33853034],[-0.07483262  0.02913233 -2.23922267],[ -533.20550574 -1069.31566686   151.27048106],[-0.00279964  0.02048194  2.64542838]
[-796.76343566 -875.85294232   49.33853034],[-0.07483262  0.02913233 -2.23922267],[ -533.20550574 -1069.31566686   151.27048106],[-0.00279964  0.02048194  2.64542838]
[-796.84963755 -876.00473769   49.26037385],[-0.07549015  0.03021266 -2.23940168],[ -533.18272167 -1069.35443095   151.28517325],[-0.00319304  0.02041973  2.64579208]
[-796.84963755 -876.00473769   49.26037385],[-0.07549015  0.03021266 -2.23940168],[ -533.18272167 -1069.35443095   151.28517325],[-0.00319304  0.02041973  2.64579208]
[-796.84963755 -876.00473769   49.26037385],[-0.07549015  0.03021266 -2.23940168],[ -533.18272167 -1069.35443095   151.28517325],[-0.00319304  0.02041973  2.64579208]
[-796.84963755 -876.00473769   49.26037385],[-0.07549015  0.03021266 -2.23940168],[ -533.18272167 -1069.35443095   151.28517325],[-0.00319304  0.02041973  2.64579208]
[-796.56013244 -876.0471859    48.96206054],[-0.07703509  0.03558608 -2.24244512],[ -533.1635927  -1069.37632776   151.28095516],[-0.00329096  0.02025894  2.64564076]
[-796.56013244 -876.0471859    48.96206054],[-0.07703509  0.03558608 -2.24244512],[ -533.1635927  -1069.37632776   151.28095516],[-0.00329096  0.02025894  2.64564076]
[-796.56013244 -876.0471859    48.96206054],[-0.07703509  0.03558608 -2.24244512],[ -533.1635927  -1069.37632776   151.28095516],[-0.00329096  0.02025894  2.64564076]
[-796.56013244 -876.0471859    48.96206054],[-0.07703509  0.03558608 -2.24244512],[ -533.1635927  -1069.37632776   151.28095516],[-0.00329096  0.02025894  2.64564076]
[-796.9923554  -875.82013541   48.72436359],[-0.07291892  0.0439534  -2.2409345 ],[ -533.18331109 -1069.33671298   151.27427603],[-0.00313516  0.02045823  2.64572711]
[-796.9923554  -875.82013541   48.72436359],[-0.07291892  0.0439534  -2.2409345 ],[ -533.18331109 -1069.33671298   151.27427603],[-0.00313516  0.02045823  2.64572711]
[-796.9923554  -875.82013541   48.72436359],[-0.07291892  0.0439534  -2.2409345 ],[ -533.18331109 -1069.33671298   151.27427603],[-0.00313516  0.02045823  2.64572711]
[-796.9923554  -875.82013541   48.72436359],[-0.07291892  0.0439534  -2.2409345 ],[ -533.18331109 -1069.33671298   151.27427603],[-0.00313516  0.02045823  2.64572711]
[-796.89109657 -875.53465842   49.11424202],[-0.07037751  0.03846878 -2.23639515],[ -533.17546826 -1069.31948988   151.27765295],[-0.00305215  0.02033188  2.64535545]
[-796.89109657 -875.53465842   49.11424202],[-0.07037751  0.03846878 -2.23639515],[ -533.17546826 -1069.31948988   151.27765295],[-0.00305215  0.02033188  2.64535545]
[-796.89109657 -875.53465842   49.11424202],[-0.07037751  0.03846878 -2.23639515],[ -533.17546826 -1069.31948988   151.27765295],[-0.00305215  0.02033188  2.64535545]
[-796.89109657 -875.53465842   49.11424202],[-0.07037751  0.03846878 -2.23639515],[ -533.17546826 -1069.31948988   151.27765295],[-0.00305215  0.02033188  2.64535545]
[-796.81009461 -875.59795682   49.01225406],[-0.06954081  0.03875657 -2.23512646],[ -533.17295201 -1069.33674534   151.27235626],[-0.00304517  0.02046402  2.64561944]
[-796.81009461 -875.59795682   49.01225406],[-0.06954081  0.03875657 -2.23512646],[ -533.17295201 -1069.33674534   151.27235626],[-0.00304517  0.02046402  2.64561944]
[-796.81009461 -875.59795682   49.01225406],[-0.06954081  0.03875657 -2.23512646],[ -533.17295201 -1069.33674534   151.27235626],[-0.00304517  0.02046402  2.64561944]
[-796.81009461 -875.59795682   49.01225406],[-0.06954081  0.03875657 -2.23512646],[ -533.17295201 -1069.33674534   151.27235626],[-0.00304517  0.02046402  2.64561944]
[-796.85807482 -875.60716153   49.04281363],[-0.06918138  0.03930093 -2.23400279],[ -533.16700489 -1069.38121107   151.26777003],[-0.00335624  0.02027991  2.64563286]
[-796.85807482 -875.60716153   49.04281363],[-0.06918138  0.03930093 -2.23400279],[ -533.16700489 -1069.38121107   151.26777003],[-0.00335624  0.02027991  2.64563286]
[-796.85807482 -875.60716153   49.04281363],[-0.06918138  0.03930093 -2.23400279],[ -533.16700489 -1069.38121107   151.26777003],[-0.00335624  0.02027991  2.64563286]
[-796.85807482 -875.60716153   49.04281363],[-0.06918138  0.03930093 -2.23400279],[ -533.16700489 -1069.38121107   151.26777003],[-0.00335624  0.02027991  2.64563286]
[-796.82321161 -875.61986223   49.09207611],[-0.06920455  0.03883654 -2.23442747],[ -533.18443794 -1069.35887874   151.26860372],[-0.00335594  0.02044377  2.64572331]
[-796.82321161 -875.61986223   49.09207611],[-0.06920455  0.03883654 -2.23442747],[ -533.18443794 -1069.35887874   151.26860372],[-0.00335594  0.02044377  2.64572331]
[-796.82321161 -875.61986223   49.09207611],[-0.06920455  0.03883654 -2.23442747],[ -533.18443794 -1069.35887874   151.26860372],[-0.00335594  0.02044377  2.64572331]
[-796.82321161 -875.61986223   49.09207611],[-0.06920455  0.03883654 -2.23442747],[ -533.18443794 -1069.35887874   151.26860372],[-0.00335594  0.02044377  2.64572331]
[-796.96982901 -875.52635659   49.13599945],[-0.0678158   0.04077452 -2.23353128],[ -533.13439775 -1068.96885337   151.51629451],[-9.61458501e-05  2.10865546e-02  2.64452074e+00]
[-796.96982901 -875.52635659   49.13599945],[-0.0678158   0.04077452 -2.23353128],[ -533.13439775 -1068.96885337   151.51629451],[-9.61458501e-05  2.10865546e-02  2.64452074e+00]
