time,phase,foot_x,foot_y,foot_z,parkour_x
0.0,REPOSITION,-0.012295251112980535,-1.1246494518858012,0.01870875817329956,-0.01252724449812723
0.005000114440917969,REPOSITION,-0.011734580633176811,-1.1244098795575974,0.01949413216814161,-0.011958584661785959
0.029111623764038086,REPOSITION,-0.011625353408753772,-1.124429693401469,0.019883726742205184,-0.011847071594731817
0.034111738204956055,REPOSITION,-0.011931241729955078,-1.1243754440035278,0.02006626492893246,-0.012159357305413208
0.03911185264587402,REPOSITION,-0.01280677696354622,-1.1244207303160514,0.020434398755468833,-0.013051031920049338
0.04411196708679199,REPOSITION,-0.01353228957729151,-1.1241518581156558,0.019881011181951014,-0.013793610292550475
0.04911208152770996,REPOSITION,-0.01421642224969065,-1.1238171280115372,0.019085053779206877,-0.014495197295514467
0.05411219596862793,REPOSITION,-0.015257700158933962,-1.1235006572027195,0.018310293367277734,-0.015561149546650065
0.0591123104095459,REPOSITION,-0.01627099886438571,-1.1231704382493795,0.017513733623412117,-0.01659933922895938
0.06411266326904297,REPOSITION,-0.016851596222962534,-1.1230130822998856,0.017209198125153105,-0.01719397391187209
0.06911277770996094,REPOSITION,-0.017100568715009964,-1.1229418308276882,0.017181133544532143,-0.017449072774156603
0.0741128921508789,REPOSITION,-0.017287447527819896,-1.122790816090449,0.016997910139811293,-0.01764210231615022
0.07911300659179688,REPOSITION,-0.017265683077450467,-1.1228257634563628,0.017350639623178753,-0.017619346543873836
0.08411312103271484,REPOSITION,-0.017021813709106506,-1.1229268021715832,0.01787066617914264,-0.01736895752056763
0.08911323547363281,REPOSITION,-0.01676487087263033,-1.1229892152994776,0.018255841246541123,-0.017105863212137758
0.09411334991455078,REPOSITION,-0.016610697178797318,-1.1229530711290314,0.018328693621835077,-0.016949122159140035
0.09911346435546875,REPOSITION,-0.016694316871837284,-1.1229670411333341,0.01849940909031434,-0.01703422109361902
0.10411357879638672,REPOSITION,-0.016793218007863056,-1.122727183529879,0.01796066221623277,-0.017138781079202813
0.10911369323730469,REPOSITION,-0.016776874277797893,-1.122753592180076,0.01811275654577567,-0.017121700844571937
0.11411380767822266,REPOSITION,-0.01676604514388895,-1.1227081207969039,0.01804779142131189,-0.017111343679577156
0.11911392211914062,REPOSITION,-0.016752420194311238,-1.1226513217681273,0.017929658321983538,-0.017098305080686813
0.1241142749786377,REPOSITION,-0.016840009493416644,-1.122495142128396,0.017539046100165087,-0.017190080521294834
0.12911438941955566,REPOSITION,-0.016955876671039843,-1.1225407506458764,0.01768965203643584,-0.017307635299190674
0.13411450386047363,REPOSITION,-0.017015444872002905,-1.1224964831136341,0.017611670987338984,-0.017369114826690006
0.1391146183013916,REPOSITION,-0.016921421546888554,-1.1225586426808956,0.017820769851114124,-0.017272195459818188
0.14411473274230957,REPOSITION,-0.016705069834415928,-1.1226755052215849,0.018172539765356738,-0.017049617008938173
0.14911484718322754,REPOSITION,-0.016499132754108053,-1.122758074191957,0.018411488174645496,-0.016838224644324672
0.1541149616241455,REPOSITION,-0.016284933364544035,-1.1227108582382623,0.018279121551550967,-0.016620352708570905
0.15911507606506348,REPOSITION,-0.016069682179171388,-1.1226872287371414,0.018182346756982062,-0.016401043356304816
0.16411519050598145,REPOSITION,-0.015815209922912743,-1.1226709479741446,0.01809094365116576,-0.01614159249135195
0.16911530494689941,REPOSITION,-0.015703395250293073,-1.1226371748959099,0.017942862015327493,-0.01602796730949949
0.17411541938781738,REPOSITION,-0.01565290624947599,-1.1226783466612795,0.017993886974795426,-0.015975855619549405
0.17911553382873535,REPOSITION,-0.01568721321512187,-1.1227155347044513,0.018035757580183248,-0.016010335587868182
