obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-939.64207624 -723.00372465   53.01043905],[-0.06190492 -0.0067197  -2.44545727],[  -78.78051584 -1153.43259306   149.18086907],[-0.07441726  0.01573191 -1.64534292]
[-939.95822382 -723.08950124   52.79555109],[-6.03470968e-02  1.40562201e-04 -2.44861288e+00],[  -78.8048771  -1153.52432993   149.26925311],[-0.0751522   0.01641389 -1.64514866]
[-939.66573702 -722.97190582   53.03809021],[-0.06142872 -0.00669416 -2.44545902],[  -78.81166011 -1153.48368751   149.23975944],[-0.07472525  0.01643725 -1.64537346]
[-939.98238837 -723.03265206   52.78896448],[-6.00786332e-02  7.18671089e-04 -2.44840210e+00],[  -78.781339   -1153.47737774   149.18615612],[-0.07466547  0.01593027 -1.64525814]
[-939.6556234  -722.95249042   53.03301042],[-0.06146464 -0.00647165 -2.44527643],[  -78.78952762 -1153.51207307   149.23122855],[-0.0746672   0.01626245 -1.64490569]
[-939.62086689 -723.00808594   53.02452161],[-0.06152293 -0.00668923 -2.44552685],[  -78.7572044  -1153.57877562   149.25127662],[-0.0751163   0.01616263 -1.64461096]
[-939.65575838 -722.97954887   53.01753464],[-0.06120361 -0.0065092  -2.44542841],[  -78.77435163 -1153.58384563   149.28811189],[-0.07514256  0.01641015 -1.64435607]
[-939.65607436 -723.00457318   53.02737341],[-0.062132   -0.00662417 -2.44487753],[  -78.80124794 -1153.50867168   149.29073994],[-0.07496995  0.01644577 -1.64516121]
[-939.66002898 -722.99056339   53.01227669],[-0.06168318 -0.00653241 -2.44525106],[  -78.76851723 -1153.50473313   149.18646661],[-0.07472727  0.01580148 -1.64513241]
[-939.64147043 -723.01999251   53.02930998],[-0.06188728 -0.00676681 -2.44549157],[  -78.79468866 -1153.47566665   149.21259574],[-0.07468322  0.0161366  -1.64528132]
[-939.61647665 -723.00764411   53.06327084],[-0.06140872 -0.00632343 -2.44563904],[  -78.78130257 -1153.52462512   149.2283931 ],[-0.07506197  0.01616056 -1.64521946]
[-939.64845549 -722.97084806   53.02498151],[-0.06171456 -0.00631416 -2.44536897],[  -78.80496922 -1153.10538135   149.02465749],[-0.07281267  0.01530691 -1.64742697]
[-939.64646172 -722.99711358   53.02414316],[-0.06149272 -0.00637729 -2.4452681 ],[  -78.80550312 -1153.49113686   149.24415361],[-0.07477428  0.01633662 -1.64536026]
[-939.65848874 -722.94527249   53.03391849],[-0.06114627 -0.006044   -2.44537989],[  -78.82120798 -1153.02816281   149.01019593],[-0.07252935  0.01517848 -1.64777064]
[-939.91838532 -723.07070479   52.78448236],[-6.05170794e-02  4.83035208e-04 -2.44766734e+00],[  -78.77367337 -1153.46881083   149.2018021 ],[-0.0744538   0.01589933 -1.64522659]
[-939.63905993 -723.00758603   53.02916684],[-0.06225263 -0.00682437 -2.44561907],[  -78.79162513 -1153.49092093   149.21605363],[-0.07475206  0.01599551 -1.64521854]
[-939.6328806  -723.00225427   53.05304871],[-0.06102831 -0.00654168 -2.44582054],[  -78.78329122 -1153.56434244   149.23880638],[-0.07524516  0.0160859  -1.64513388]
[-939.6410245  -722.97158496   53.032807  ],[-0.06111762 -0.0064514  -2.44533795],[  -78.75446702 -1153.51776767   149.19753588],[-0.07454885  0.01578658 -1.64458882]
[-939.63941005 -722.98824034   53.04403015],[-0.06151416 -0.00661692 -2.44534712],[  -78.79102099 -1153.50650883   149.24458735],[-0.07472174  0.01627985 -1.64493875]
[-939.6637613  -723.005822     52.99550896],[-0.06167957 -0.00660585 -2.44541146],[  -78.74255167 -1153.75689033   149.26934849],[-0.07615991  0.01619714 -1.64395856]
[-939.63196041 -722.99251808   53.03033102],[-0.06172123 -0.00655372 -2.44557935],[  -78.73183941 -1153.61659966   149.23736474],[-0.07501625  0.01586985 -1.64418099]
[-939.90266774 -723.1144468    52.8225659 ],[-6.04957604e-02  1.61790964e-04 -2.44812746e+00],[  -78.76221029 -1153.53896438   149.20922451],[-0.0751031   0.01585095 -1.64516771]
[-939.62666785 -723.01246066   53.01895575],[-0.06132902 -0.00684531 -2.44579812],[  -78.81838754 -1153.0342221    149.0645012 ],[-0.07241296  0.01540855 -1.64770134]
[-939.65733906 -722.97117045   53.05313806],[-0.06111402 -0.00649777 -2.44555059],[  -78.76140675 -1153.52122243   149.18798901],[-0.07475279  0.01584357 -1.64498899]
[-939.66016155 -722.99694376   53.01964529],[-0.06173414 -0.00655612 -2.44536436],[  -78.74426519 -1153.53989583   149.15748937],[-0.0750623   0.01567454 -1.64513202]
[-939.65717134 -722.97290965   53.0167711 ],[-0.06132383 -0.00608937 -2.44520473],[  -78.77035757 -1153.50577349   149.22197501],[-0.07473281  0.01594934 -1.64509019]
[-939.64531076 -722.99199711   53.05168198],[-0.06181767 -0.00637609 -2.44535305],[  -78.74177648 -1153.53127687   149.21529987],[-0.07481316  0.01574551 -1.64491416]
[-939.66838822 -722.99433852   53.0210763 ],[-0.06195764 -0.0066897  -2.44548381],[  -78.77833638 -1153.53774247   149.23854223],[-0.07520597  0.01606978 -1.64510813]
[-939.68947138 -722.97145607   53.21672751],[-0.06295362 -0.00944255 -2.44557406],[  -78.80088889 -1153.55750629   149.25669063],[-0.07517975  0.01643721 -1.64504008]
[-939.9303096  -723.07989539   52.78679221],[-6.05722597e-02  1.55806138e-04 -2.44765540e+00],[  -78.7651632  -1153.48336261   149.21762682],[-0.07464927  0.01597213 -1.64519495]
[-939.62624085 -723.00048797   53.04250086],[-0.0615943  -0.00671943 -2.44562405],[  -78.79246267 -1153.58787075   149.27440421],[-0.07535529  0.01638824 -1.64494092]
[-939.66258207 -722.9950971    53.03301508],[-0.06161997 -0.00643094 -2.44592319],[  -78.77448963 -1153.52491325   149.21277615],[-0.07493479  0.01598294 -1.64508208]
[-939.68512658 -722.95569093   53.01072317],[-0.06150435 -0.0062662  -2.44554764],[  -78.77343265 -1153.50752466   149.22255059],[-0.07489427  0.01597764 -1.64531095]
[-939.62404672 -722.97704283   53.05041118],[-0.06186447 -0.00682716 -2.44510641],[  -78.80169201 -1153.50313446   149.22712698],[-0.07474898  0.01623714 -1.64515525]
[-939.65907407 -722.97113645   53.03125369],[-0.06109317 -0.00639634 -2.44553009],[  -78.77815582 -1153.57752248   149.24466585],[-0.07545318  0.01614306 -1.64506444]
[-939.6317585  -723.00436516   53.05114483],[-0.06195124 -0.00656464 -2.4453408 ],[  -78.7465171  -1153.57610136   149.21095704],[-0.0750327   0.01588143 -1.6446143 ]
[-939.755391   -722.94535006   53.19963333],[-0.06270481 -0.00879815 -2.44565569],[  -78.76996559 -1153.51240716   149.18564362],[-0.07490108  0.01579619 -1.64533053]
[-939.66203113 -722.97201369   53.04330015],[-0.06147759 -0.00640073 -2.44551512],[  -78.8022886  -1153.55042075   149.26125455],[-0.07538466  0.01641147 -1.64512593]
[-939.62086391 -722.99267211   53.06044093],[-0.06174994 -0.00657929 -2.44516084],[  -78.77695632 -1153.48395668   149.17931014],[-0.07463436  0.01575811 -1.64517012]
[-939.66138117 -722.99058444   53.03801447],[-0.0615215  -0.00652097 -2.44521347],[  -78.74290639 -1153.62325718   149.20920615],[-0.07540174  0.01580271 -1.64458663]
[-939.6559338  -722.99864095   53.03006447],[-0.06168475 -0.00656104 -2.44594248],[  -78.75463348 -1153.55155797   149.20502332],[-0.07508143  0.01587899 -1.64504364]
[-939.62757196 -722.98936133   53.03173716],[-0.06165962 -0.00664333 -2.44577039],[  -78.76741656 -1153.55504923   149.26328673],[-0.07492652  0.0161899  -1.64460545]
[-939.65911848 -722.97043303   53.02867757],[-0.06144136 -0.00646561 -2.44550671],[  -78.8220307  -1153.43851642   149.21910362],[-0.07461389  0.01633808 -1.64557503]
[-939.64064268 -723.01050048   53.03355926],[-0.06214075 -0.00667753 -2.44572625],[  -78.75863403 -1153.3987836    149.14828197],[-0.07412739  0.01563322 -1.64546406]
[-939.68714251 -722.98158956   53.02628772],[-0.06131142 -0.00636599 -2.44562075],[  -78.77388734 -1153.48398682   149.20769952],[-0.07470342  0.01587994 -1.64518135]
[-939.67172722 -722.97531514   53.03706597],[-0.0612673  -0.00641337 -2.44528513],[  -78.78966114 -1153.58906661   149.25426833],[-0.07502808  0.01643742 -1.64470952]
[-939.66171869 -722.96685151   53.02799757],[-0.06129431 -0.00652794 -2.44561197],[  -78.76133087 -1153.56903276   149.23007996],[-0.07490861  0.01604519 -1.64468031]
[-939.77590579 -722.90417944   53.17763726],[-0.06245025 -0.00876692 -2.44563252],[  -78.77496852 -1153.59067835   149.25381086],[-0.07530129  0.01621546 -1.64480474]
[-939.62380487 -723.01842824   53.05272256],[-0.06190398 -0.00652914 -2.44546172],[  -78.77458794 -1153.54267421   149.19406864],[-0.07504042  0.01595317 -1.64504993]
[-939.65730313 -722.99133575   53.03620308],[-0.06175996 -0.00637978 -2.44543636],[  -78.78454265 -1153.51423223   149.22578791],[-0.0746512   0.01605575 -1.64491756]
[-939.75440624 -722.90141603   53.21448263],[-0.06185108 -0.00844964 -2.44548665],[  -78.75812591 -1153.45705536   149.19353863],[-0.07438558  0.01573326 -1.64513886]
[-939.92971029 -723.09864498   52.79912673],[-6.06058272e-02  5.19531920e-04 -2.44758271e+00],[  -78.78754247 -1153.5160916    149.2459265 ],[-0.07485788  0.01633811 -1.64495073]
[-939.63449842 -722.99359754   53.0596703 ],[-0.06151301 -0.00667425 -2.445556  ],[  -78.77167323 -1153.50231116   149.1901871 ],[-0.07466591  0.01584483 -1.64508215]
[-940.05405538 -722.96504981   52.97795229],[-6.10864795e-02 -2.08386400e-03 -2.44788539e+00],[  -78.77250256 -1153.56534124   149.25692864],[-0.07517528  0.01613257 -1.64480779]
[-939.63787396 -722.99550898   53.05128707],[-0.06121002 -0.00639529 -2.44562977],[  -78.76800423 -1153.52449384   149.20144849],[-0.07494961  0.01590955 -1.64524968]
[-939.656992   -722.94961405   53.02792697],[-0.06120765 -0.00638798 -2.44505839],[  -78.72726882 -1153.65015399   149.20529796],[-0.07533354  0.01568813 -1.64435136]
[-939.65459542 -722.99406677   53.03992517],[-0.06137919 -0.00647783 -2.44534999],[  -78.77577489 -1153.52757666   149.21725844],[-0.07488512  0.01612668 -1.64497908]
[-939.94134814 -723.08126682   52.79354935],[-6.04779609e-02 -2.77961889e-04 -2.44785881e+00],[  -78.76308596 -1153.56928365   149.24829327],[-0.0751802   0.01612256 -1.64473559]
[-939.6378895  -722.9804289    53.02121092],[-0.06158708 -0.00650097 -2.4454604 ],[  -78.77942112 -1153.57569416   149.2625795 ],[-0.07511076  0.01623948 -1.64466658]
[-939.62529569 -723.02231738   53.04535613],[-0.06181665 -0.0069232  -2.44566039],[  -78.76419512 -1153.63244732   149.25510258],[-0.07572244  0.01611512 -1.64478967]
[-939.95360661 -723.06691289   52.76112542],[-5.99207451e-02  9.13502315e-04 -2.44808069e+00],[  -78.75875345 -1153.55527023   149.19260774],[-0.0753226   0.01578547 -1.64518838]
[-939.92181145 -723.08133712   52.81352088],[-6.02646101e-02  2.35571808e-04 -2.44792954e+00],[  -78.78347965 -1153.56281929   149.2532891 ],[-0.0751745   0.01617462 -1.64478348]
[-939.66151244 -723.00358236   53.03066439],[-0.06198196 -0.00678842 -2.44545224],[  -78.79163462 -1153.55602246   149.23555084],[-0.07484356  0.01626027 -1.64467465]
[-939.65845581 -722.98196524   53.03063011],[-0.06167468 -0.00599936 -2.4456255 ],[  -78.76136928 -1153.5253352    149.18296416],[-0.07479654  0.01578446 -1.64490207]
[-939.6742301  -722.94831747   53.03149147],[-0.06157393 -0.00656132 -2.44474745],[  -78.77430608 -1153.45229686   149.18414626],[-0.07480828  0.01584157 -1.64574046]
[-939.61865963 -723.00681036   53.04793888],[-0.06234395 -0.00686693 -2.44509612],[  -78.76700074 -1153.47216821   149.18016372],[-0.07455237  0.01587574 -1.64526171]
[-939.63331832 -722.98498115   53.0385387 ],[-0.06191018 -0.00692285 -2.44521001],[  -78.76432202 -1153.57983103   149.23069823],[-0.07494494  0.01601982 -1.64468934]
[-939.94698178 -723.09169708   52.80592455],[-6.04747658e-02  2.62939148e-04 -2.44788846e+00],[  -78.78759565 -1153.52410115   149.22654402],[-0.07504997  0.01609941 -1.64518225]
[-939.64993782 -722.98109408   53.02380305],[-0.06135723 -0.00645484 -2.44549795],[  -78.75355053 -1153.54822418   149.21415088],[-0.07485991  0.01585975 -1.64490599]
[-939.90466787 -723.08930173   52.80072829],[-6.01218941e-02  1.49886285e-04 -2.44832964e+00],[  -78.77762205 -1153.58240014   149.23350246],[-0.0755278   0.01618478 -1.64504875]
[-939.63169522 -722.98682463   53.01891929],[-0.06144723 -0.00683392 -2.44543765],[  -78.78930665 -1153.46539118   149.19659494],[-0.07475454  0.01594451 -1.64548323]
[-939.62240099 -723.00084589   53.03712894],[-0.06166912 -0.00668056 -2.44543228],[  -78.71926333 -1153.78232222   149.26742147],[-0.07613632  0.01602483 -1.64391914]
[-939.64577505 -722.97027209   53.06764431],[-0.06138113 -0.00683826 -2.44573669],[  -78.7797847  -1153.57260823   149.24287931],[-0.07518821  0.01614839 -1.64476736]
[-939.93761402 -723.06692212   52.80578767],[-6.00705875e-02  2.79862288e-04 -2.44826639e+00],[  -78.74357286 -1153.53192403   149.19219086],[-0.07473453  0.01577113 -1.64488368]
[-939.62015356 -723.01951923   53.04186671],[-0.06173679 -0.00665768 -2.44550451],[  -78.75947952 -1153.65576965   149.26689347],[-0.0754885   0.01614815 -1.6443624 ]
[-939.933116   -723.06518756   52.81572261],[-5.98726722e-02  1.89353519e-04 -2.44823006e+00],[  -78.75743576 -1153.50391429   149.21768268],[-0.07473107  0.0158962  -1.64497919]
[-939.95746632 -723.05908144   52.76961777],[-5.99551226e-02  9.58201349e-04 -2.44831749e+00],[  -78.75884702 -1153.51146548   149.20597437],[-0.07480464  0.01601284 -1.64513423]
[-939.63690985 -723.00132149   53.04434962],[-0.06157722 -0.00666143 -2.44573679],[  -78.77038959 -1153.4785837    149.20650133],[-0.07463702  0.01590318 -1.64521636]
[-939.65423366 -722.9909699    53.04079548],[-0.06192427 -0.00646404 -2.44533677],[  -78.76005965 -1153.53467415   149.20701234],[-0.07495203  0.01580214 -1.64495516]
[-939.62594782 -722.99607738   53.03329174],[-0.06184085 -0.00662774 -2.44533407],[  -78.78840676 -1153.59583824   149.24833602],[-0.0748951   0.0163726  -1.64448406]
[-939.65168392 -722.99403295   53.04614022],[-0.06175643 -0.00655743 -2.44536449],[  -78.75877534 -1153.47870001   149.16048841],[-0.07451353  0.01568569 -1.6452625 ]
[-939.66426881 -722.99324029   53.0137015 ],[-0.06222096 -0.00641278 -2.44507236],[  -78.76091562 -1153.57880083   149.25699165],[-0.07536062  0.01617144 -1.64475798]
[-939.96555097 -723.07193096   52.76654028],[-6.04288392e-02  6.60434676e-04 -2.44807297e+00],[  -78.77135879 -1153.56005505   149.22900105],[-0.07531515  0.01605742 -1.64513577]
[-939.64630163 -723.01061581   53.04887996],[-0.06170711 -0.00644829 -2.44558743],[  -78.78185532 -1153.56892799   149.26331502],[-0.07517835  0.01617242 -1.64478838]
[-939.65224938 -722.98548532   53.05570991],[-0.06173804 -0.00670329 -2.44534252],[  -78.77501356 -1153.52529516   149.20799741],[-0.07492224  0.0158841  -1.64495338]
[-939.61565054 -723.01203818   53.05931368],[-0.06125864 -0.00717986 -2.44570205],[  -78.79680265 -1153.56245699   149.28723182],[-0.07517128  0.01645632 -1.64480672]
[-939.6483407  -722.98024745   53.0234503 ],[-0.06193707 -0.00656573 -2.44538517],[  -78.75380518 -1153.55551293   149.22480145],[-0.07524611  0.01594872 -1.64503058]
[-939.65832465 -722.99716881   53.0216686 ],[-0.06182384 -0.00635441 -2.44560073],[  -78.77101852 -1153.63687609   149.2518029 ],[-0.07567716  0.01616829 -1.64465972]
[-936.65722309 -722.44251887   52.82742172],[-0.07292552 -0.04825924 -2.47930014],[  -78.77359665 -1153.62678258   149.25581237],[-0.07547125  0.0161674  -1.64462536]
[-936.49688818 -722.32504667   52.59252349],[-0.07520841 -0.04865268 -2.48297215],[  -78.74715355 -1153.51635721   149.14446523],[-0.07484911  0.01547766 -1.64515284]
[-936.52100053 -722.36246683   52.59839001],[-0.07560582 -0.04868049 -2.48272839],[  -78.77965656 -1153.46479236   149.19555858],[-0.07469452  0.01594893 -1.64545543]
[-936.53845472 -722.44437224   52.7629706 ],[-0.07781481 -0.05221159 -2.48396273],[  -78.80218467 -1153.55084782   149.25103501],[-0.07493245  0.01641946 -1.64475726]
[-939.9487134  -723.06813924   52.78723629],[-5.99937277e-02  6.08296037e-04 -2.44773127e+00],[  -78.7945398  -1153.47471962   149.22205352],[-0.07464975  0.0162299  -1.6451764 ]
[-939.73104574 -722.87669863   53.19556838],[-0.06190127 -0.00885454 -2.44511737],[  -78.77057436 -1153.55276719   149.23363071],[-0.07523957  0.01610692 -1.64525446]
[-939.65897265 -722.99120054   53.01633273],[-0.06150751 -0.00675239 -2.44531413],[  -78.77374715 -1153.50119305   149.21672705],[-0.07467561  0.01594305 -1.64517495]
[-939.68563177 -722.96461843   53.0391215 ],[-0.06125164 -0.00617243 -2.44558616],[  -78.75228743 -1153.58572116   149.21674576],[-0.0753088   0.01580144 -1.6448507 ]
[-939.64420639 -722.97901971   53.02483683],[-0.06114733 -0.00648383 -2.445561  ],[  -78.76695138 -1153.51672135   149.19551519],[-0.07490972  0.01586706 -1.6453078 ]
[-939.97540367 -723.07433658   52.81072455],[-6.02928179e-02  6.69524261e-04 -2.44810582e+00],[  -78.76578678 -1153.45550281   149.17308627],[-0.07453209  0.01573505 -1.64542221]
[-939.66033145 -722.98722054   53.01904534],[-0.06171747 -0.00653677 -2.44536724],[  -78.7705836  -1153.56976568   149.24897768],[-0.07518331  0.01617919 -1.64487394]
[-939.65012224 -723.00365448   53.0189703 ],[-0.06190474 -0.00659984 -2.44543341],[  -78.7882941  -1153.50491918   149.21971725],[-0.07468286  0.01606388 -1.64498907]
[-939.63008885 -723.01848884   53.02666461],[-0.06204001 -0.00683736 -2.44548853],[  -78.75112963 -1153.49176999   149.18930545],[-0.0747255   0.01574853 -1.64508496]
[-939.65634425 -722.97864617   53.02951478],[-0.06114576 -0.00646917 -2.44566164],[  -78.78498222 -1153.47969808   149.23365567],[-0.07484391  0.01622614 -1.64528086]
[-939.63982251 -722.98478127   53.04034271],[-0.06187374 -0.00696373 -2.44550626],[  -78.76653016 -1153.59212703   149.25275396],[-0.07529268  0.01606648 -1.64456374]
[-939.6307148  -723.00839179   53.03243454],[-0.06187139 -0.00637111 -2.44545877],[  -78.77895793 -1153.18295701   149.05209866],[-0.0731875   0.01516455 -1.6469852 ]
[-939.74474034 -722.93023486   53.17139083],[-0.06214157 -0.00875337 -2.44586942],[  -78.76250214 -1153.48933473   149.23685308],[-0.07472682  0.01593872 -1.6451248 ]
[-939.6338375  -722.99575166   53.03992807],[-0.06191943 -0.00648354 -2.44514318],[  -78.76040009 -1153.51182575   149.22079101],[-0.07464521  0.01571589 -1.64512493]
[-939.67831226 -722.98815292   53.02021233],[-0.06182877 -0.00623663 -2.44543687],[  -78.76721666 -1153.56749869   149.20249039],[-0.07522778  0.01592188 -1.64496033]
[-939.66808517 -722.98207803   53.01721579],[-0.06223791 -0.00648966 -2.4453717 ],[  -78.76174142 -1153.48520621   149.18065079],[-0.07442888  0.01575572 -1.64498379]
[-939.75030438 -722.90305294   53.180216  ],[-0.06192749 -0.00868386 -2.44564314],[  -78.77246121 -1153.51200546   149.19648537],[-0.07483927  0.01595224 -1.64515286]
[-939.95167336 -723.08986639   52.78362434],[-6.02972921e-02  5.92553128e-04 -2.44796902e+00],[  -78.79847147 -1153.49763516   149.20435458],[-0.07492405  0.01610501 -1.64520377]
[-939.65494929 -722.98112568   53.04496831],[-0.0611604  -0.00688148 -2.44577269],[  -78.79584548 -1153.49348279   149.2348167 ],[-0.07451337  0.01636256 -1.64493367]
[-939.63140864 -722.99530495   53.04710085],[-0.06139796 -0.00671916 -2.44529273],[  -78.75156198 -1153.64848196   149.23348343],[-0.07549734  0.01602883 -1.64439919]
[-939.64660096 -722.99539572   53.03193884],[-0.06132748 -0.0065365  -2.44562412],[  -78.78175801 -1153.48239435   149.21554523],[-0.07476884  0.01601809 -1.6452792 ]
[-939.91089766 -723.09270166   52.80635569],[-6.03017051e-02 -1.35758891e-04 -2.44823781e+00],[  -78.76572805 -1153.56028545   149.21541296],[-0.07522975  0.01598136 -1.64474904]
[-939.36877577 -722.76045119   53.32646738],[-0.06225158 -0.01476842 -2.44152973],[  -78.7819554  -1153.55578846   149.24398429],[-0.07506778  0.01618625 -1.64495935]
[-939.36694851 -722.76672181   53.33568214],[-0.06275025 -0.01486669 -2.44145503],[  -78.7822221  -1153.45837353   149.19605463],[-0.07449325  0.01584698 -1.64523062]
[-939.39373604 -722.75753482   53.32310851],[-0.06263228 -0.01472659 -2.44154848],[  -78.79106831 -1153.52787252   149.22299098],[-0.0750475   0.01616975 -1.64518881]
[-940.04054029 -722.98805885   52.93350899],[-6.05232590e-02 -1.67867933e-03 -2.44821806e+00],[  -78.76661348 -1153.62415047   149.23255843],[-0.07546997  0.0160505  -1.64479859]
[-939.63270418 -723.01327487   53.05861128],[-0.06186116 -0.00663596 -2.44546249],[  -78.77486362 -1153.46566981   149.22383341],[-0.07437834  0.01593728 -1.64517647]
[-939.90499405 -723.10225      52.81595802],[-6.04530781e-02 -2.50155857e-04 -2.44765191e+00],[  -78.76638233 -1153.62081353   149.25565409],[-0.07523251  0.0162107  -1.64442378]
[-939.62330446 -723.00078781   53.03262675],[-0.06166301 -0.00682425 -2.44531865],[  -78.84474181 -1153.03597521   149.05468844],[-0.07242468  0.01553676 -1.64768439]
[-939.62928855 -723.00375624   53.02785308],[-0.06185527 -0.00669344 -2.44539727],[  -78.7859615  -1153.55544175   149.23723067],[-0.0749978   0.0162322  -1.64484531]
[-939.66531618 -722.9732202    53.02731618],[-0.06127997 -0.00633068 -2.44558542],[  -78.74147981 -1153.53731395   149.18857908],[-0.07485881  0.01566228 -1.64484546]
[-939.62953218 -723.01899625   53.03545126],[-0.06185547 -0.00645216 -2.44545306],[  -78.80445927 -1153.03288484   149.02512011],[-0.07246394  0.0150655  -1.64765847]
[-939.65340864 -722.99399525   53.04515573],[-0.0612046  -0.00649055 -2.4455467 ],[  -78.80161771 -1153.50360059   149.26210706],[-0.07474326  0.01638323 -1.64495052]
[-939.62453329 -723.02620011   53.06211116],[-0.06165188 -0.00702922 -2.44586069],[  -78.79460513 -1153.5877583    149.23614259],[-0.07537086  0.01626931 -1.64491372]
[-939.68104726 -723.15775839   53.16917766],[-0.06007193 -0.00731464 -2.44499273],[  -78.76854446 -1153.48141783   149.20122423],[-0.07461652  0.01595641 -1.64512734]
[-939.05364881 -723.05735182   53.12529637],[-0.05556583 -0.01036988 -2.45982647],[  -78.78158193 -1153.47013899   149.20842534],[-0.07463842  0.01602488 -1.64531835]
[-935.65765353 -722.51331605   54.97304597],[-0.02742633 -0.07238882 -2.499983  ],[  -78.78061993 -1153.57338749   149.27449276],[-0.07521044  0.01627809 -1.64472411]
[-935.33464173 -722.46002976   55.16792367],[-0.02311903 -0.07597944 -2.50510857],[  -78.77545821 -1153.4630865    149.20871645],[-0.07471227  0.01586971 -1.64528964]
[-934.35970058 -723.31362814   56.14188355],[-0.02317233 -0.09150148 -2.51875688],[  -78.78634652 -1153.53232062   149.22829185],[-0.07491379  0.01618429 -1.64501064]
[-936.36531924 -721.9711179    52.55662346],[-0.07386561 -0.04639285 -2.48470762],[  -78.76705518 -1153.50617915   149.20339366],[-0.07466598  0.01588838 -1.64507097]
[-936.61546326 -722.6466993    52.97203615],[-0.06870392 -0.03800811 -2.47841206],[  -78.76468853 -1153.50337      149.2276314 ],[-0.07470412  0.01595152 -1.64503244]
[-936.89225615 -722.50944984   52.98770695],[-0.07296665 -0.04636228 -2.47864564],[  -78.7824536  -1153.44931683   149.2214845 ],[-0.07443656  0.01610757 -1.64551802]
[-939.65817102 -722.43081598   53.70777981],[-0.05535819 -0.0173814  -2.43922767],[  -78.77102923 -1153.58203435   149.22712452],[-0.07510287  0.0160588  -1.64466106]
[-939.72622178 -723.00372358   53.15552723],[-0.06095517 -0.00537183 -2.44518264],[  -78.7802289  -1153.50699423   149.21973467],[-0.07461989  0.01615573 -1.64507443]
[-939.76079554 -722.37888216   53.82691556],[-0.05255051 -0.01591197 -2.43826691],[  -78.76740676 -1153.54538437   149.21302911],[-0.07494634  0.01608124 -1.6449617 ]
[-939.95423699 -722.38767516   53.74096442],[-0.05283456 -0.01230694 -2.43913358],[  -78.7781085  -1153.49241163   149.20667974],[-0.07486592  0.01586889 -1.64534404]
[-939.96061589 -722.43128692   53.71860805],[-0.0525743  -0.01179986 -2.43944386],[  -78.76512019 -1153.53295376   149.2028491 ],[-0.07507638  0.01589459 -1.64504205]
[-939.7226586  -722.39782423   53.87111935],[-0.05297671 -0.0154604  -2.43815385],[  -78.79556622 -1153.47204087   149.21525224],[-0.07462335  0.01600688 -1.64536613]
[-940.17129745 -722.21765094   53.90051004],[-0.05280513 -0.01347349 -2.438558  ],[  -78.77948793 -1153.53928471   149.21221056],[-0.07506014  0.0160241  -1.64501474]
[-939.742537   -722.37804688   53.85880008],[-0.05279375 -0.01568973 -2.43777784],[  -78.7983627  -1153.45948604   149.2148316 ],[-0.07464964  0.01617722 -1.64559107]
[-939.74254639 -722.38671033   53.85636765],[-0.0530801  -0.01566713 -2.43791646],[  -78.77789842 -1153.61150562   149.24444389],[-0.07553374  0.01617251 -1.64491556]
[-939.57674733 -722.39051441   53.67444174],[-0.05528725 -0.01816246 -2.439825  ],[  -78.73889328 -1153.55661007   149.21671592],[-0.07470588  0.01580549 -1.64458245]
[-939.57674733 -722.39051441   53.67444174],[-0.05528725 -0.01816246 -2.439825  ],[  -78.73889328 -1153.55661007   149.21671592],[-0.07470588  0.01580549 -1.64458245]
[-939.57674733 -722.39051441   53.67444174],[-0.05528725 -0.01816246 -2.439825  ],[  -78.73889328 -1153.55661007   149.21671592],[-0.07470588  0.01580549 -1.64458245]
[-939.69498077 -722.46212525   53.89426084],[-0.0534793  -0.01795337 -2.4382394 ],[  -78.79622201 -1153.51050349   149.21313612],[-0.07480756  0.01615203 -1.64517637]
[-939.69498077 -722.46212525   53.89426084],[-0.0534793  -0.01795337 -2.4382394 ],[  -78.79622201 -1153.51050349   149.21313612],[-0.07480756  0.01615203 -1.64517637]
[-939.69498077 -722.46212525   53.89426084],[-0.0534793  -0.01795337 -2.4382394 ],[  -78.79622201 -1153.51050349   149.21313612],[-0.07480756  0.01615203 -1.64517637]
[-939.69498077 -722.46212525   53.89426084],[-0.0534793  -0.01795337 -2.4382394 ],[  -78.79622201 -1153.51050349   149.21313612],[-0.07480756  0.01615203 -1.64517637]
[-939.82413898 -722.37593269   53.43451877],[-0.05952451 -0.01154372 -2.43763549],[  -78.75991115 -1153.6018941    149.24132182],[-0.07505192  0.01609135 -1.64438495]
[-939.82413898 -722.37593269   53.43451877],[-0.05952451 -0.01154372 -2.43763549],[  -78.75991115 -1153.6018941    149.24132182],[-0.07505192  0.01609135 -1.64438495]
[-939.82413898 -722.37593269   53.43451877],[-0.05952451 -0.01154372 -2.43763549],[  -78.75991115 -1153.6018941    149.24132182],[-0.07505192  0.01609135 -1.64438495]
[-939.82413898 -722.37593269   53.43451877],[-0.05952451 -0.01154372 -2.43763549],[  -78.75991115 -1153.6018941    149.24132182],[-0.07505192  0.01609135 -1.64438495]
[-939.90562476 -722.82640532   53.17516541],[-0.06043151 -0.00467137 -2.44333112],[  -78.73241437 -1153.64944927   149.21676951],[-0.0757238   0.01580151 -1.64450236]
