obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-901.47221821 -758.18922866   52.8358575 ],[-0.05204316 -0.00311288 -2.41431617],[-976.33802895 1824.27274105  875.58929928],[-1.07096259e-03  3.76837814e-04  1.62981729e+00]
[-901.48008453 -758.16609716   52.83769912],[-0.05174065 -0.00309481 -2.41418844],[-976.17379594 1824.04749245  875.42786644],[-2.44270542e-03 -3.67361947e-04  1.63046889e+00]
[-901.47724823 -758.19149378   52.82341799],[-0.05186257 -0.00274855 -2.4145982 ],[-976.31324989 1824.20447526  875.56064481],[-1.07483868e-03  5.18453720e-04  1.62980081e+00]
[-901.44494739 -758.19274073   52.81709021],[-0.05148674 -0.00314345 -2.41463803],[-976.33156811 1824.1777814   875.56964794],[-1.05746776e-03  6.90492555e-04  1.62977633e+00]
[-901.46938871 -758.18314716   52.81571142],[-0.05194363 -0.00253119 -2.41440171],[-976.34121856 1824.18749205  875.55946287],[-1.01301519e-03  6.40536866e-04  1.62969298e+00]
[-901.44690264 -758.18977786   52.84744107],[-0.05156793 -0.00247091 -2.41440551],[-976.3694113  1824.21971788  875.57888381],[-1.24240368e-03  6.26783359e-04  1.62955001e+00]
[-901.46098415 -758.21077843   52.82950877],[-0.05214381 -0.00298915 -2.41416054],[-976.368486   1824.24741192  875.59046773],[-1.18565600e-03  3.73373226e-04  1.62972113e+00]
[-901.47591674 -758.16794094   52.83341149],[-0.05135714 -0.00272117 -2.41450059],[-976.37171129 1824.30681978  875.6028292 ],[-9.72546362e-04  6.99236617e-04  1.62972961e+00]
[-901.46823458 -758.188215     52.84236315],[-0.05191318 -0.00322356 -2.4143133 ],[-976.3563311 1824.2354993  875.5762351],[-1.22811106e-03  5.83692313e-04  1.62952784e+00]
[-901.4691232  -758.19172888   52.86061769],[-5.17065485e-02 -2.18198635e-03 -2.41456711e+00],[-976.31818926 1824.22346638  875.55227488],[-7.41799642e-04  7.84363884e-04  1.62982503e+00]
[-901.45833335 -758.22031036   52.80696135],[-0.05136258 -0.00248618 -2.41469569],[-976.37286845 1824.24847586  875.56067404],[-5.42684161e-04  7.11427359e-04  1.62930834e+00]
[-901.49213274 -758.15899536   52.76797497],[-0.05175233 -0.00267481 -2.4146082 ],[-976.36367596 1824.21067886  875.56298762],[-1.26914976e-03  6.06956578e-04  1.62951309e+00]
[-901.45031853 -758.19709871   52.88407354],[-0.05242591 -0.00358932 -2.41438563],[-976.36156414 1824.17895813  875.59886809],[-1.46814855e-03  4.85575620e-04  1.62974688e+00]
[-901.47510856 -758.18480272   52.86562184],[-0.05197142 -0.00287179 -2.41438924],[-976.26845341 1824.04663862  875.42522582],[-2.26087481e-03 -2.75737428e-04  1.62993533e+00]
[-901.45940559 -758.22023674   52.83134235],[-5.25950647e-02 -2.38732688e-03 -2.41355281e+00],[-976.3627965  1824.265959    875.55908154],[-6.49569399e-04  7.47749310e-04  1.62961672e+00]
[-901.44115403 -758.1899064    52.82889241],[-0.05151736 -0.00266524 -2.41435209],[-976.2318117  1824.04468559  875.38983112],[-2.17687344e-03 -1.48308934e-04  1.63009801e+00]
[-901.44647898 -758.20632064   52.85005482],[-0.05236393 -0.00274665 -2.41423436],[-976.36913818 1824.24281671  875.55976149],[-7.43608689e-04  8.75749900e-04  1.62961486e+00]
[-901.45881376 -758.17895971   52.85940985],[-0.05192979 -0.0033073  -2.41437757],[-976.36820045 1824.19388699  875.54092492],[-1.08343426e-03  5.52641364e-04  1.62945625e+00]
[-901.46027612 -758.22116722   52.80327149],[-0.05226223 -0.00292547 -2.41434579],[-976.20834361 1824.00021143  875.39435415],[-2.41758551e-03 -2.84261301e-04  1.63012554e+00]
[-901.49086635 -758.17252232   52.82047107],[-0.05170161 -0.00310238 -2.41478057],[-976.42946851 1825.1215765   875.34713372],[6.66583566e-03 9.75626457e-04 1.62783448e+00]
[-901.43923373 -758.20215978   52.8557343 ],[-0.05195973 -0.00318944 -2.41464114],[-976.2111574  1824.01272749  875.41448189],[-2.20766786e-03 -3.61078630e-04  1.63046218e+00]
[-901.43371014 -758.20492959   52.81271897],[-0.05212568 -0.00300336 -2.41444324],[-976.35998497 1824.21900165  875.54375412],[-7.89698855e-04  4.85649572e-04  1.62985097e+00]
[-901.46550467 -758.21783979   52.84850257],[-0.0519692  -0.00286014 -2.41412192],[-976.36534762 1824.23883484  875.55161967],[-1.11922599e-03  3.17938433e-04  1.62992927e+00]
[-901.46065721 -758.19879696   52.85601904],[-0.05239161 -0.00327008 -2.41427906],[-976.35034708 1824.25473169  875.5681843 ],[-1.46219737e-03  6.79092817e-04  1.62976401e+00]
[-901.47356893 -758.18436014   52.84189858],[-0.05195727 -0.00278955 -2.41442707],[-976.33781651 1824.19443836  875.56008263],[-1.13233034e-03  7.38803209e-04  1.62969276e+00]
[-901.46781265 -758.19122648   52.83950239],[-0.05205806 -0.00266527 -2.41438743],[-976.19634383 1824.04701259  875.39848296],[-1.94937956e-03 -3.80429574e-04  1.62997092e+00]
[-901.44470662 -758.2070857    52.7934915 ],[-0.05186594 -0.00317085 -2.41432645],[-976.32062313 1824.19036589  875.54043374],[-9.81433588e-04  6.36189668e-04  1.62968830e+00]
[-901.45039939 -758.15820196   52.84586493],[-0.05163478 -0.00286452 -2.41462723],[-976.33248503 1824.20644357  875.60831379],[-1.25509193e-03  3.77508305e-04  1.62980880e+00]
[-901.44762161 -758.19767406   52.86974299],[-0.05229242 -0.00313453 -2.41420003],[-976.36368957 1824.25945855  875.57770576],[-1.15832454e-03  5.88460491e-04  1.62978861e+00]
[-901.44607079 -758.20293464   52.82517705],[-0.05205839 -0.00295186 -2.4138048 ],[-976.35583775 1824.23790286  875.55958232],[-1.15444195e-03  6.40686254e-04  1.62980989e+00]
[-901.45536857 -758.19775436   52.85394126],[-0.05194458 -0.00282735 -2.41421235],[-976.39299504 1824.26879345  875.59194122],[-9.55829699e-04  4.50235751e-04  1.62953042e+00]
[-901.45473228 -758.19052543   52.88123471],[-0.05198748 -0.00295817 -2.4144318 ],[-976.31247827 1824.21255214  875.57425885],[-8.95143975e-04  4.84618890e-04  1.62982839e+00]
[-901.47100343 -758.17511762   52.82538939],[-5.20499146e-02 -1.97898875e-03 -2.41409283e+00],[-976.32343607 1824.18499206  875.56041617],[-1.05561362e-03  4.48410676e-04  1.62981920e+00]
[-901.46862709 -758.17108478   52.82774141],[-0.05224452 -0.00268167 -2.41426024],[-976.31749768 1824.2168498   875.53549506],[-7.54762042e-04  2.41303490e-04  1.62972277e+00]
[-901.46218958 -758.20124886   52.82518017],[-0.05203263 -0.00302294 -2.41495182],[-976.34429833 1824.21335843  875.57494206],[-1.32574916e-03  5.78553050e-04  1.62961979e+00]
[-901.46936127 -758.15944295   52.88120484],[-0.05192181 -0.00289527 -2.41416548],[-976.33523055 1824.21037265  875.62576625],[-1.29495422e-03  4.43026909e-04  1.62966487e+00]
[-901.46844561 -758.18034455   52.89131149],[-0.05157596 -0.00278109 -2.41444446],[-976.32391072 1824.20551296  875.56400379],[-9.89162477e-04  5.84126487e-04  1.62997689e+00]
[-901.45039534 -758.1972036    52.78726747],[-0.05181504 -0.00258004 -2.41430174],[-976.33307408 1824.2483689   875.52242708],[-8.20567098e-04  4.50540298e-04  1.62963923e+00]
[-901.47503572 -758.18147431   52.83156092],[-0.05142893 -0.00243658 -2.41452574],[-976.01014731 1824.03834093  875.3377149 ],[-2.02228881e-03  1.39461390e-04  1.63257680e+00]
[-901.45982338 -758.17919094   52.82881552],[-0.05180485 -0.00248387 -2.41432196],[-976.36053095 1824.22602112  875.5722388 ],[-1.17608938e-03  6.44812976e-04  1.62972242e+00]
[-901.44581835 -758.17740742   52.85674054],[-0.05149887 -0.0026588  -2.41462702],[-976.33179769 1824.22304772  875.60958731],[-1.17448649e-03  3.48262467e-04  1.62994373e+00]
[-901.51329396 -758.17188585   52.87603963],[-0.05125582 -0.00270712 -2.41448888],[-976.33981716 1824.18067155  875.56337403],[-9.33736129e-04  4.55856805e-04  1.62951558e+00]
[-901.43244205 -758.23115192   52.86340344],[-0.0518152  -0.00254514 -2.41434691],[-976.19046766 1824.03401582  875.42083372],[-2.07686903e-03 -1.86650406e-04  1.63047110e+00]
[-901.47863948 -758.16978595   52.82639685],[-5.16932732e-02 -2.40431930e-03 -2.41432096e+00],[-976.33415642 1824.22038481  875.57610785],[-1.02391098e-03  7.94117623e-04  1.62987247e+00]
[-901.43737339 -758.1979407    52.78774954],[-0.05223368 -0.00308632 -2.41394359],[-976.35283102 1824.23495223  875.5349668 ],[-8.89891161e-04  5.56055668e-04  1.62982138e+00]
[-901.47393758 -758.17565187   52.79094682],[-0.05109536 -0.00295744 -2.41461719],[-976.38254784 1824.24657632  875.57036685],[-1.05616940e-03  5.73373307e-04  1.62966448e+00]
[-901.50522346 -758.16829489   52.85581569],[-0.05216506 -0.00309552 -2.4141762 ],[-976.33665231 1824.2418274   875.60910927],[-1.22632844e-03  3.26854640e-04  1.63007602e+00]
[-901.45498186 -758.18400199   52.87690135],[-0.05220295 -0.00304632 -2.41392366],[-976.24125296 1824.04554716  875.45255995],[-2.19393973e-03 -1.08761659e-04  1.63007234e+00]
[-901.46573989 -758.1748114    52.8589174 ],[-0.05182899 -0.00286374 -2.41446331],[-976.34007489 1824.20327591  875.5567018 ],[-8.32344711e-04  4.10097314e-04  1.62979504e+00]
[-901.45502406 -758.21353928   52.77182541],[-0.05201738 -0.00273754 -2.41412847],[-976.2936024  1824.20677504  875.54970412],[-9.98796995e-04  5.57015352e-04  1.62991840e+00]
[-901.46487135 -758.18412601   52.82019173],[-0.05182517 -0.00248934 -2.41442668],[-976.33429884 1824.20708045  875.57346056],[-1.30931840e-03  5.78343402e-04  1.62958538e+00]
[-901.44761032 -758.16780045   52.9010486 ],[-0.05200977 -0.00343612 -2.41454758],[-976.32440075 1824.22260171  875.58699216],[-1.31235938e-03  5.35231041e-04  1.62999134e+00]
[-901.47368521 -758.20515412   52.8285245 ],[-0.05156945 -0.00299272 -2.41438067],[-976.35855289 1824.24119606  875.59247714],[-8.92374159e-04  6.23103396e-04  1.62985512e+00]
[-901.47402308 -758.20611144   52.84795281],[-0.05174148 -0.00279209 -2.41409621],[-976.09094181 1824.10212548  875.45044151],[-1.50620847e-03 -9.79350658e-04  1.63147877e+00]
[-901.44187196 -758.20770344   52.81458576],[-0.05208355 -0.00304148 -2.41433225],[-975.94700983 1823.89426723  875.24066201],[-0.00243001 -0.00185693  1.63217143]
[-901.44153382 -758.18612366   52.81247443],[-0.05197595 -0.0028758  -2.41435805],[-976.27362268 1824.06008243  875.3728141 ],[-1.89561658e-03 -3.93888269e-05  1.62983910e+00]
[-901.45888404 -758.18825315   52.84763111],[-0.05186702 -0.00258415 -2.4144519 ],[-976.35755576 1824.2125003   875.56731248],[-1.03886818e-03  5.12548463e-04  1.62977953e+00]
[-901.47689264 -758.18531602   52.81486279],[-0.05184606 -0.00298748 -2.41439809],[-976.31386031 1824.22516279  875.61628216],[-1.26846868e-03  2.19673289e-04  1.63007746e+00]
[-901.44921106 -758.22316562   52.90654876],[-0.05275037 -0.00382582 -2.41399586],[-976.31491303 1824.25714764  875.61528351],[-1.08209505e-03  3.58278825e-04  1.63001532e+00]
[-901.43753121 -758.19580889   52.86370605],[-0.05197441 -0.00294159 -2.41413523],[-976.31852685 1824.22784211  875.51374249],[-7.28547234e-04  7.89664257e-04  1.62955769e+00]
[-901.44140819 -758.2245206    52.77074599],[-5.19792673e-02 -2.23670109e-03 -2.41433478e+00],[-976.34483029 1824.22522368  875.51755628],[-8.98183472e-04  4.53404563e-04  1.62980497e+00]
[-901.47780176 -758.17401487   52.81634288],[-0.05169449 -0.00289371 -2.41441888],[-976.37508642 1824.28574431  875.58173183],[-1.11027746e-03  3.80025443e-04  1.62960503e+00]
[-901.4672577  -758.16932868   52.82587262],[-0.05162838 -0.00299284 -2.41466539],[-976.38218306 1824.22600062  875.58777034],[-1.28098554e-03  5.23993817e-04  1.62974928e+00]
[-901.48183242 -758.1986661    52.88200222],[-0.05219997 -0.00317911 -2.41400768],[-976.62485634 1825.19227812  875.48942113],[0.00638192 0.00181643 1.62662663]
[-901.48168204 -758.18658013   52.86422972],[-0.05213916 -0.00256806 -2.41377313],[-976.516869  1825.0974187  875.3238334],[6.15944382e-03 1.24570122e-03 1.62685706e+00]
[-901.46587273 -758.20955482   52.80072924],[-5.16788527e-02 -2.15418993e-03 -2.41441228e+00],[-976.61277805 1825.20045956  875.455731  ],[6.66177762e-03 1.58894053e-03 1.62653544e+00]
[-901.43485755 -758.14941171   52.83871767],[-0.05180503 -0.00263654 -2.41421812],[-976.61349042 1825.19378008  875.44466761],[0.00618281 0.00163902 1.62665574]
[-901.44302464 -758.20157652   52.82531272],[-0.05228789 -0.00274532 -2.41434977],[-976.3465056  1824.22772811  875.56573431],[-8.88858791e-04  5.53000385e-04  1.62976377e+00]
[-901.46867775 -758.19581184   52.86918306],[-0.05196865 -0.00276546 -2.41402961],[-976.3606716  1824.24479122  875.59927593],[-1.17846168e-03  4.73965371e-04  1.62979526e+00]
[-901.48224029 -758.18186707   52.88486769],[-0.05141492 -0.00310403 -2.41466526],[-976.3500719  1824.25866394  875.61936756],[-9.11788073e-04  4.00950646e-04  1.62990437e+00]
[-901.46232731 -758.17829141   52.82394177],[-0.05181343 -0.00336124 -2.41404569],[-976.33342633 1824.22241876  875.56111496],[-1.01620066e-03  5.47857915e-04  1.62994582e+00]
[-901.47470856 -758.16566246   52.8386247 ],[-0.05173629 -0.00268583 -2.4148946 ],[-976.32766462 1824.19507681  875.54826363],[-9.35962248e-04  5.44695367e-04  1.62997050e+00]
[-901.46543656 -758.16286664   52.81554346],[-5.19141823e-02 -2.39184988e-03 -2.41417128e+00],[-976.33169071 1824.2156358   875.53918934],[-9.82345295e-04  5.22017805e-04  1.62978441e+00]
[-901.46482025 -758.18949243   52.80115003],[-5.19835584e-02 -2.20966313e-03 -2.41404802e+00],[-976.31898842 1824.24430039  875.59745602],[-1.04935110e-03  4.61059848e-04  1.63003563e+00]
[-901.46604253 -758.20114661   52.91018504],[-0.05212705 -0.00349153 -2.41427146],[-976.06139084 1824.12875913  875.49488986],[-1.55987199e-03 -1.01212298e-03  1.63146171e+00]
[-901.45965893 -758.20708075   52.82836011],[-0.0519631  -0.00306953 -2.41432995],[-976.31869153 1824.2426679   875.52989031],[-6.91315900e-04  6.01976825e-04  1.62972017e+00]
[-901.49106546 -758.15382433   52.81236627],[-0.0518684  -0.00284028 -2.41403543],[-976.22483047 1824.05803386  875.42135972],[-2.28903396e-03 -2.00522585e-04  1.63019165e+00]
[-901.46344172 -758.17213599   52.83548839],[-0.0517555  -0.00277665 -2.41461489],[-976.38135431 1824.23299397  875.54680625],[-8.34200352e-04  5.47917760e-04  1.62972542e+00]
[-901.4568638  -758.17501339   52.7843124 ],[-0.05187667 -0.00262123 -2.414373  ],[-976.27482548 1824.07895263  875.42069218],[-2.01062737e-03 -1.53161008e-04  1.62986367e+00]
[-901.4850197  -758.18106485   52.85815471],[-0.05192067 -0.00282339 -2.41443655],[-976.36090644 1824.22404198  875.61338303],[-9.55295340e-04  7.33547354e-04  1.62961788e+00]
[-901.45910739 -758.21306036   52.85013479],[-0.05187611 -0.00261906 -2.41435127],[-976.31729861 1824.19398104  875.54841686],[-9.53271500e-04  5.15352303e-04  1.62993827e+00]
[-901.44912463 -758.21041427   52.8301055 ],[-0.05180756 -0.00245467 -2.41444623],[-976.32405529 1824.25167826  875.5748461 ],[-1.05754576e-03  5.94192422e-04  1.62981117e+00]
[-901.47593241 -758.15452097   52.88109204],[-5.18759266e-02 -2.29330106e-03 -2.41421998e+00],[-976.33544958 1824.25349164  875.51762771],[-9.68458754e-04  5.01464340e-04  1.62962704e+00]
[-901.46048585 -758.17064519   52.75517293],[-0.05211212 -0.00321657 -2.4140126 ],[-976.34675318 1824.2195746   875.53098778],[-9.24534281e-04  5.56917469e-04  1.62960159e+00]
[-901.47195062 -758.21320953   52.80828951],[-0.05240877 -0.00298888 -2.41455555],[-976.37353653 1824.24354091  875.64767208],[-9.41392696e-04  3.28623816e-04  1.62974871e+00]
[-901.474602   -758.20928058   52.89518244],[-0.05202057 -0.00331929 -2.41432763],[-976.34573159 1824.25642092  875.60725561],[-9.50431198e-04  2.91231874e-04  1.63009191e+00]
[-901.4536307  -758.20865114   52.86888386],[-5.21839168e-02 -2.34492663e-03 -2.41427433e+00],[-976.35033327 1824.25180166  875.55529222],[-6.74525366e-04  6.52537682e-04  1.62940346e+00]
[-901.48614203 -758.16283082   52.84408444],[-0.05165206 -0.00271907 -2.41443628],[-976.35321145 1824.14648883  875.53812493],[-1.25184944e-03  6.19540661e-04  1.62976746e+00]
[-901.45489021 -758.18359505   52.80535909],[-0.05180791 -0.00329605 -2.41468766],[-976.31934574 1824.25521551  875.55265788],[-9.78341682e-04  6.76070862e-04  1.62986594e+00]
[-901.46008487 -758.18150779   52.80329227],[-0.05193676 -0.00308657 -2.41443453],[-976.07359486 1824.13149906  875.48545846],[-1.87009355e-03 -1.00196012e-03  1.63123102e+00]
[-901.47862623 -758.17591549   52.8794582 ],[-0.05180692 -0.00245135 -2.41431116],[-977.68869579 1824.7113475   875.99112293],[ 0.00819915 -0.00713118  1.62998423]
[-901.45347916 -758.20518879   52.87725956],[-0.05178749 -0.0028925  -2.41406246],[-977.7155681  1824.70274917  875.9734145 ],[ 0.00823482 -0.00700695  1.62968648]
[-901.43895892 -758.18726384   52.86386459],[-0.05173165 -0.00284306 -2.41425866],[-976.34914469 1824.24036412  875.54835027],[-1.07572767e-03  4.56905530e-04  1.62981440e+00]
[-901.46699876 -758.20970204   52.783997  ],[-0.05178822 -0.00325173 -2.41442033],[-976.34795776 1824.22347978  875.55504034],[-1.11375466e-03  5.19655165e-04  1.62977104e+00]
[-901.47072677 -758.19611376   52.79422284],[-0.05215387 -0.00299604 -2.41413278],[-976.07838993 1824.08209614  875.4260107 ],[-1.45987533e-03 -1.15822540e-03  1.63165259e+00]
[-901.46977144 -758.14902817   52.85803557],[-0.05162179 -0.00276916 -2.41419599],[-976.34008234 1824.23692136  875.59226235],[-7.80806138e-04  4.80806773e-04  1.62974742e+00]
[-901.46982314 -758.2023107    52.8531088 ],[-0.05183775 -0.0029101  -2.41428621],[-976.20561482 1824.06264586  875.42279183],[-2.11860641e-03 -2.07034105e-04  1.63012187e+00]
[-901.47618686 -758.1826861    52.84614475],[-0.05143724 -0.00267509 -2.41444403],[-976.34426185 1824.26396364  875.55540832],[-7.46920424e-04  6.18436917e-04  1.62952259e+00]
[-901.46081555 -758.19312357   52.82029081],[-0.05155891 -0.00250277 -2.4145274 ],[-976.34472736 1824.2558223   875.57627204],[-1.19859126e-03  6.20754003e-04  1.62989516e+00]
[-901.47100042 -758.16324561   52.80233828],[-0.05215117 -0.00264531 -2.41409552],[-976.35487406 1824.23086715  875.55971659],[-1.25145202e-03  5.04862421e-04  1.62992582e+00]
[-901.4417467  -758.17432628   52.83456335],[-0.05180546 -0.00296362 -2.41448232],[-976.3498057  1824.20352085  875.5425638 ],[-9.85289151e-04  3.88396204e-04  1.62992809e+00]
[-901.45787834 -758.22342059   52.86134056],[-0.05192415 -0.00264455 -2.41440054],[-976.40311997 1824.22981543  875.63162828],[-6.62000623e-04  5.56862594e-04  1.62976394e+00]
[-901.47872558 -758.18905789   52.88139336],[-0.05168419 -0.00273071 -2.41429418],[-976.34660144 1824.20990908  875.58724795],[-1.08680102e-03  6.75379451e-04  1.62967150e+00]
[-901.47207647 -758.18150458   52.81937551],[-0.0519474  -0.00263313 -2.41435626],[-976.32985269 1824.20095727  875.51254418],[-9.83598984e-04  5.81685959e-04  1.62983503e+00]
[-901.42975274 -758.21794171   52.81682382],[-0.05142372 -0.00257312 -2.4146223 ],[-976.30926649 1824.23968173  875.54568185],[-8.93937321e-04  3.36378944e-04  1.62984307e+00]
[-901.45299968 -758.1861733    52.80471964],[-0.05204389 -0.0026241  -2.4139446 ],[-976.33673449 1824.26646094  875.56012952],[-7.76841221e-04  5.85590369e-04  1.62982381e+00]
[-901.44140727 -758.17746515   52.84526346],[-0.05171112 -0.00270854 -2.41410323],[-976.35044211 1824.25593198  875.62906761],[-1.10546499e-03  5.01157859e-04  1.62984896e+00]
[-901.49304129 -758.18620638   52.86346329],[-0.05214154 -0.00288982 -2.41402499],[-976.33826932 1824.24302112  875.61491308],[-7.77485752e-04  2.85059613e-04  1.63006437e+00]
[-901.45951462 -758.20005039   52.84947748],[-0.0518169  -0.00315143 -2.41427976],[-976.34300524 1824.21700655  875.59153073],[-9.37136180e-04  1.69296735e-04  1.62989532e+00]
[-901.45569472 -758.19688693   52.82229124],[-0.0521009  -0.00264682 -2.41430844],[-976.23575887 1824.0449501   875.39054388],[-2.30204498e-03 -2.23776530e-04  1.63006892e+00]
[-901.46443555 -758.16007806   52.82843677],[-0.05189319 -0.00283876 -2.4142596 ],[-976.33745327 1824.24859008  875.54237785],[-1.16611988e-03  7.55976287e-04  1.62976399e+00]
[-901.45768005 -758.17021518   52.81731361],[-5.18348959e-02 -2.36126125e-03 -2.41464149e+00],[-976.32643038 1824.205449    875.6013018 ],[-1.27056167e-03  4.93600992e-04  1.62981797e+00]
[-901.46387134 -758.19911947   52.86543286],[-0.05204457 -0.00271648 -2.41432306],[-976.3380183  1824.22976364  875.64312385],[-1.20336545e-03  4.08786169e-04  1.62989035e+00]
[-901.47547125 -758.20902746   52.85310403],[-0.05170458 -0.00323669 -2.41392205],[-976.20485621 1824.09874614  875.39658513],[-1.83023816e-03 -4.19041162e-04  1.63013815e+00]
[-901.47781428 -758.16797505   52.83502624],[-0.05161338 -0.00328414 -2.41482381],[-976.30650046 1824.23237927  875.5715393 ],[-1.00569495e-03  4.02679863e-04  1.62988918e+00]
[-901.45238311 -758.18097492   52.85339854],[-0.0518106  -0.00261352 -2.41395776],[-976.21230473 1824.0548634   875.38306181],[-2.17782355e-03 -2.61351251e-04  1.63015897e+00]
[-901.42359932 -758.19904844   52.80904733],[-0.05233114 -0.00284435 -2.4145744 ],[-976.35324103 1824.21881261  875.50116914],[-7.62226007e-04  3.09685956e-04  1.62939663e+00]
[-901.44963077 -758.17897084   52.8041605 ],[-0.0519392  -0.00275265 -2.41432703],[-976.38526951 1824.23518193  875.59040769],[-9.60927616e-04  4.39527643e-04  1.62934126e+00]
[-901.45557219 -758.2001168    52.91257212],[-0.05188236 -0.00341181 -2.41412862],[-976.24649579 1824.05842532  875.47432853],[-2.23685959e-03 -1.05395098e-04  1.63032523e+00]
