n,pitch_pos,pitch_vel,yaw_pos,yaw_vel
0,-0.14726215557119998,0.0,0.012990899791600174,0.0
1,-0.1498747165994,0.0,0.012625380932150154,0.0
2,-0.15036606982029999,0.0,0.012517522908050083,0.0
3,-0.15091734416569996,0.0,0.012415656996400237,0.0
4,-0.1517083030091,0.0,0.012116051373900039,0.0
5,-0.1526550567762,0.0,0.011990217012450177,0.0
6,-0.15339807872,0.0,0.012044146024499991,0.0
7,-0.1544167378365,0.0,0.011972240675100387,0.0
8,-0.1551477755554,0.0,0.01191831166305013,0.0
9,-0.15619040312169996,0.0,0.012062122361850225,0.0
10,-0.1570892199892,0.0,0.01222390939800011,0.0
11,-0.15761652588479996,0.0,0.012397680659050003,0.0
12,-0.15845542162779996,0.0,0.012607404594800364,0.0
13,-0.1590186801981,0.0,0.012918994442200127,0.0
14,-0.1593302700455,0.0,0.01327252907675014,0.0
15,-0.16004932353949997,0.0,0.01363804793620016,0.0
16,-0.1604448029612,0.0,0.01398559045830039,0.0
17,-0.16079234548329996,0.0,0.0143690856551002,0.0
18,-0.1615113989773,0.0,0.014788533526600034,0.0
19,-0.16200275219819998,0.0,0.015207981398100312,0.0
20,-0.16233831049539998,0.0,0.015669374056750396,0.0
21,-0.1627817268167,0.0,0.016142750940300044,0.0
22,-0.16314125356369996,0.0,0.016628112048750143,0.0
23,-0.16342887496129999,0.0,0.017167402169250057,0.0
24,-0.16342887496129999,0.0,0.017736652852000212,0.0
25,-0.1635367329854,0.0,0.018335864097000165,0.0
26,-0.16398014930669996,0.0,0.018953051679350352,0.0
27,-0.16405205465609995,0.0,0.019552262924350305,0.0
28,-0.1639561808569,0.0,0.020193418956500064,0.0
29,-0.16431570760389996,0.0,0.020834574988650267,0.0
30,-0.16431570760389996,0.0,0.02144577045855023,0.0
31,-0.16431570760389996,0.0,0.022050973815999964,0.0
32,-0.16442356562799998,0.0,0.02266216928590037,0.0
33,-0.164543407877,0.0,0.023279356868250112,0.0
34,-0.16481904504969996,0.0,0.02391452078795009,0.0
35,-0.1647711081501,0.0,0.024537700482750058,0.0
36,-0.1648669819493,0.0,0.02519084073980027,0.0
37,-0.16489095039909996,0.0,0.02582001254705002,0.0
38,-0.16492690307379998,0.0,0.02644319224184999,0.0
39,-0.1649388872987,0.0,0.027066371936650402,0.0
40,-0.1649628557485,0.0,0.02768955163145037,0.0
41,-0.16514261912199996,0.0,0.028318723438700122,0.0
42,-0.1649388872987,0.0,0.028905950458800067,0.0
43,-0.16499880842319997,0.0,0.029475201141550222,0.0
44,-0.16498682419829996,0.0,0.03003246759940037,0.0
45,-0.16540627206979996,0.0,0.030589734057250073,0.0
46,-0.16538230362,0.0,0.03114700051510022,0.0
47,-0.16533436672039997,0.0,0.03172224331030016,0.0
48,-0.16533436672039997,0.0,0.03229149399305031,0.0
49,-0.1651905560216,0.0,0.03283677622600001,0.0
50,-0.16551413009389998,0.0,0.033334121559350116,0.0
51,-0.1653703193951,0.0,0.033777537880649966,0.0
52,-0.16516658757179997,0.0,0.03422095420195026,0.0
53,-0.1647950765999,0.0,0.0346523862983501,0.0
54,-0.1645314236521,0.0,0.03510179473210018,0.0
55,-0.1643756287284,0.0,0.035569179503200044,0.0
56,-0.16396816508179995,0.0,0.03606053272410037,0.0
57,-0.16356070143519996,0.0,0.036527917495200235,0.0
58,-0.16341689073639998,0.0,0.0369953022663001,0.0
59,-0.16299744286489998,0.0,0.03743272647515017,0.0
