obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[ -495.71729713 -1050.58070041    16.62113902],[-0.11195193  0.04141432 -0.38489736],[ -2269.20566357 -10278.28545206    297.56517536],[-2.09756907 -0.69591939 -2.4683636 ]
[ -495.71729713 -1050.58070041    16.62113902],[-0.11195193  0.04141432 -0.38489736],[ -2269.20566357 -10278.28545206    297.56517536],[-2.09756907 -0.69591939 -2.4683636 ]
[ -495.71729713 -1050.58070041    16.62113902],[-0.11195193  0.04141432 -0.38489736],[ -2269.20566357 -10278.28545206    297.56517536],[-2.09756907 -0.69591939 -2.4683636 ]
[ -495.73063408 -1050.57777578    16.59881722],[-0.1120563   0.04148199 -0.38457381],[ -2269.18922938 -10278.3621975     297.78791105],[-2.09806756 -0.69620266 -2.47062068]
[ -495.73063408 -1050.57777578    16.59881722],[-0.1120563   0.04148199 -0.38457381],[ -2269.18922938 -10278.3621975     297.78791105],[-2.09806756 -0.69620266 -2.47062068]
[ -495.73063408 -1050.57777578    16.59881722],[-0.1120563   0.04148199 -0.38457381],[ -2269.18922938 -10278.3621975     297.78791105],[-2.09806756 -0.69620266 -2.47062068]
[ -495.73063408 -1050.57777578    16.59881722],[-0.1120563   0.04148199 -0.38457381],[ -2269.18922938 -10278.3621975     297.78791105],[-2.09806756 -0.69620266 -2.47062068]
[ -495.73925942 -1050.56907041    16.60757679],[-0.111701    0.04121981 -0.38461997],[ -2269.14791926 -10277.82458438    297.59288156],[-2.09710343 -0.69715865 -2.467977  ]
[ -495.73925942 -1050.56907041    16.60757679],[-0.111701    0.04121981 -0.38461997],[ -2269.14791926 -10277.82458438    297.59288156],[-2.09710343 -0.69715865 -2.467977  ]
[ -495.73925942 -1050.56907041    16.60757679],[-0.111701    0.04121981 -0.38461997],[ -2269.14791926 -10277.82458438    297.59288156],[-2.09710343 -0.69715865 -2.467977  ]
[ -495.73925942 -1050.56907041    16.60757679],[-0.111701    0.04121981 -0.38461997],[ -2269.14791926 -10277.82458438    297.59288156],[-2.09710343 -0.69715865 -2.467977  ]
[ -495.69273713 -1050.59065676    16.63087588],[-0.1115416   0.04061804 -0.38405748],[ -2269.09387734 -10279.19169411    297.29179834],[-2.09469803 -0.69907395 -2.46677266]
[ -495.69273713 -1050.59065676    16.63087588],[-0.1115416   0.04061804 -0.38405748],[ -2269.09387734 -10279.19169411    297.29179834],[-2.09469803 -0.69907395 -2.46677266]
[ -495.69273713 -1050.59065676    16.63087588],[-0.1115416   0.04061804 -0.38405748],[ -2269.09387734 -10279.19169411    297.29179834],[-2.09469803 -0.69907395 -2.46677266]
[ -495.69273713 -1050.59065676    16.63087588],[-0.1115416   0.04061804 -0.38405748],[ -2269.09387734 -10279.19169411    297.29179834],[-2.09469803 -0.69907395 -2.46677266]
[ -495.73466769 -1050.56358295    16.61250003],[-0.11197329  0.04111322 -0.384518  ],[ -2269.27243143 -10279.38640885    297.27166327],[-2.09768687 -0.69636688 -2.46960682]
[ -495.73466769 -1050.56358295    16.61250003],[-0.11197329  0.04111322 -0.384518  ],[ -2269.27243143 -10279.38640885    297.27166327],[-2.09768687 -0.69636688 -2.46960682]
[ -495.73466769 -1050.56358295    16.61250003],[-0.11197329  0.04111322 -0.384518  ],[ -2269.27243143 -10279.38640885    297.27166327],[-2.09768687 -0.69636688 -2.46960682]
[ -495.73466769 -1050.56358295    16.61250003],[-0.11197329  0.04111322 -0.384518  ],[ -2269.27243143 -10279.38640885    297.27166327],[-2.09768687 -0.69636688 -2.46960682]
[ -495.70402119 -1050.56784071    16.63599658],[-0.11184607  0.04138994 -0.38499381],[ -2269.1297615  -10277.70132342    297.87083717],[-2.09629276 -0.69760946 -2.4681852 ]
[ -495.70402119 -1050.56784071    16.63599658],[-0.11184607  0.04138994 -0.38499381],[ -2269.1297615  -10277.70132342    297.87083717],[-2.09629276 -0.69760946 -2.4681852 ]
[ -495.70402119 -1050.56784071    16.63599658],[-0.11184607  0.04138994 -0.38499381],[ -2269.1297615  -10277.70132342    297.87083717],[-2.09629276 -0.69760946 -2.4681852 ]
[ -495.70402119 -1050.56784071    16.63599658],[-0.11184607  0.04138994 -0.38499381],[ -2269.1297615  -10277.70132342    297.87083717],[-2.09629276 -0.69760946 -2.4681852 ]
[ -495.70726332 -1050.56667464    16.62302807],[-0.11190902  0.04104683 -0.3848961 ],[ -2269.17707098 -10278.97542875    297.45398968],[-2.09790646 -0.69712024 -2.47014391]
[ -495.70726332 -1050.56667464    16.62302807],[-0.11190902  0.04104683 -0.3848961 ],[ -2269.17707098 -10278.97542875    297.45398968],[-2.09790646 -0.69712024 -2.47014391]
[ -495.70726332 -1050.56667464    16.62302807],[-0.11190902  0.04104683 -0.3848961 ],[ -2269.17707098 -10278.97542875    297.45398968],[-2.09790646 -0.69712024 -2.47014391]
[ -495.70726332 -1050.56667464    16.62302807],[-0.11190902  0.04104683 -0.3848961 ],[ -2269.17707098 -10278.97542875    297.45398968],[-2.09790646 -0.69712024 -2.47014391]
[ -495.70059482 -1050.57974942    16.63002432],[-0.1119876   0.04075057 -0.38428368],[ -2269.0769242  -10278.75288448    297.49947868],[-2.09404727 -0.69806137 -2.46561734]
[ -495.70059482 -1050.57974942    16.63002432],[-0.1119876   0.04075057 -0.38428368],[ -2269.0769242  -10278.75288448    297.49947868],[-2.09404727 -0.69806137 -2.46561734]
[ -495.70059482 -1050.57974942    16.63002432],[-0.1119876   0.04075057 -0.38428368],[ -2269.0769242  -10278.75288448    297.49947868],[-2.09404727 -0.69806137 -2.46561734]
[ -495.70059482 -1050.57974942    16.63002432],[-0.1119876   0.04075057 -0.38428368],[ -2269.0769242  -10278.75288448    297.49947868],[-2.09404727 -0.69806137 -2.46561734]
[ -495.73196011 -1050.58358655    16.61459283],[-0.11228163  0.04102122 -0.38449491],[ -2269.17507976 -10278.28002719    297.68672866],[-2.09866635 -0.69656222 -2.47077834]
[ -495.73196011 -1050.58358655    16.61459283],[-0.11228163  0.04102122 -0.38449491],[ -2269.17507976 -10278.28002719    297.68672866],[-2.09866635 -0.69656222 -2.47077834]
[ -495.73196011 -1050.58358655    16.61459283],[-0.11228163  0.04102122 -0.38449491],[ -2269.17507976 -10278.28002719    297.68672866],[-2.09866635 -0.69656222 -2.47077834]
[ -495.73196011 -1050.58358655    16.61459283],[-0.11228163  0.04102122 -0.38449491],[ -2269.17507976 -10278.28002719    297.68672866],[-2.09866635 -0.69656222 -2.47077834]
[ -495.71556827 -1050.57849268    16.59526955],[-0.11245904  0.04080576 -0.38450511],[ -2269.07401375 -10279.86565318    296.92715036],[-2.0969959  -0.69706612 -2.46779768]
[ -495.71556827 -1050.57849268    16.59526955],[-0.11245904  0.04080576 -0.38450511],[ -2269.07401375 -10279.86565318    296.92715036],[-2.0969959  -0.69706612 -2.46779768]
[ -495.71556827 -1050.57849268    16.59526955],[-0.11245904  0.04080576 -0.38450511],[ -2269.07401375 -10279.86565318    296.92715036],[-2.0969959  -0.69706612 -2.46779768]
[ -495.71556827 -1050.57849268    16.59526955],[-0.11245904  0.04080576 -0.38450511],[ -2269.07401375 -10279.86565318    296.92715036],[-2.0969959  -0.69706612 -2.46779768]
[ -495.72813945 -1050.58066728    16.63446277],[-0.11186337  0.04104916 -0.38474642],[ -2269.06700355 -10278.69661393    297.59866157],[-2.09619244 -0.69676511 -2.466444  ]
[ -495.72813945 -1050.58066728    16.63446277],[-0.11186337  0.04104916 -0.38474642],[ -2269.06700355 -10278.69661393    297.59866157],[-2.09619244 -0.69676511 -2.466444  ]
[ -495.72813945 -1050.58066728    16.63446277],[-0.11186337  0.04104916 -0.38474642],[ -2269.06700355 -10278.69661393    297.59866157],[-2.09619244 -0.69676511 -2.466444  ]
[ -495.72813945 -1050.58066728    16.63446277],[-0.11186337  0.04104916 -0.38474642],[ -2269.06700355 -10278.69661393    297.59866157],[-2.09619244 -0.69676511 -2.466444  ]
[ -495.71560761 -1050.57904582    16.62649888],[-0.11156251  0.04110745 -0.38477962],[ -2269.1923639  -10279.04154503    297.34701256],[-2.09636882 -0.69669888 -2.46795482]
[ -495.71560761 -1050.57904582    16.62649888],[-0.11156251  0.04110745 -0.38477962],[ -2269.1923639  -10279.04154503    297.34701256],[-2.09636882 -0.69669888 -2.46795482]
[ -495.71560761 -1050.57904582    16.62649888],[-0.11156251  0.04110745 -0.38477962],[ -2269.1923639  -10279.04154503    297.34701256],[-2.09636882 -0.69669888 -2.46795482]
[ -495.71560761 -1050.57904582    16.62649888],[-0.11156251  0.04110745 -0.38477962],[ -2269.1923639  -10279.04154503    297.34701256],[-2.09636882 -0.69669888 -2.46795482]
[ -495.73212306 -1050.57055575    16.59588247],[-0.11192124  0.04112639 -0.38433143],[ -2269.05898732 -10279.7921652     297.1650792 ],[-2.09668532 -0.69790999 -2.46844185]
[ -495.73212306 -1050.57055575    16.59588247],[-0.11192124  0.04112639 -0.38433143],[ -2269.05898732 -10279.7921652     297.1650792 ],[-2.09668532 -0.69790999 -2.46844185]
[ -495.73212306 -1050.57055575    16.59588247],[-0.11192124  0.04112639 -0.38433143],[ -2269.05898732 -10279.7921652     297.1650792 ],[-2.09668532 -0.69790999 -2.46844185]
[ -495.73212306 -1050.57055575    16.59588247],[-0.11192124  0.04112639 -0.38433143],[ -2269.05898732 -10279.7921652     297.1650792 ],[-2.09668532 -0.69790999 -2.46844185]
[ -495.72739648 -1050.56871705    16.60115239],[-0.11206515  0.04172285 -0.38475591],[ -2269.18639326 -10279.0998785     297.19698364],[-2.09871303 -0.69722459 -2.46920174]
[ -495.72739648 -1050.56871705    16.60115239],[-0.11206515  0.04172285 -0.38475591],[ -2269.18639326 -10279.0998785     297.19698364],[-2.09871303 -0.69722459 -2.46920174]
[ -495.72739648 -1050.56871705    16.60115239],[-0.11206515  0.04172285 -0.38475591],[ -2269.18639326 -10279.0998785     297.19698364],[-2.09871303 -0.69722459 -2.46920174]
[ -495.72739648 -1050.56871705    16.60115239],[-0.11206515  0.04172285 -0.38475591],[ -2269.18639326 -10279.0998785     297.19698364],[-2.09871303 -0.69722459 -2.46920174]
[ -495.735085   -1050.59464797    16.60034541],[-0.11205291  0.04104663 -0.38463192],[ -2269.1610725 -10279.5329815    297.3806744],[-2.09593026 -0.69771072 -2.46853018]
[ -495.735085   -1050.59464797    16.60034541],[-0.11205291  0.04104663 -0.38463192],[ -2269.1610725 -10279.5329815    297.3806744],[-2.09593026 -0.69771072 -2.46853018]
[ -495.735085   -1050.59464797    16.60034541],[-0.11205291  0.04104663 -0.38463192],[ -2269.1610725 -10279.5329815    297.3806744],[-2.09593026 -0.69771072 -2.46853018]
[ -495.735085   -1050.59464797    16.60034541],[-0.11205291  0.04104663 -0.38463192],[ -2269.1610725 -10279.5329815    297.3806744],[-2.09593026 -0.69771072 -2.46853018]
[ -495.72820384 -1050.57858779    16.62611183],[-0.11185354  0.0408349  -0.38452541],[ -2269.28253466 -10278.41007181    297.50649807],[-2.10017308 -0.69585728 -2.47095994]
[ -495.72820384 -1050.57858779    16.62611183],[-0.11185354  0.0408349  -0.38452541],[ -2269.28253466 -10278.41007181    297.50649807],[-2.10017308 -0.69585728 -2.47095994]
[ -495.72820384 -1050.57858779    16.62611183],[-0.11185354  0.0408349  -0.38452541],[ -2269.28253466 -10278.41007181    297.50649807],[-2.10017308 -0.69585728 -2.47095994]
[ -495.72820384 -1050.57858779    16.62611183],[-0.11185354  0.0408349  -0.38452541],[ -2269.28253466 -10278.41007181    297.50649807],[-2.10017308 -0.69585728 -2.47095994]
[ -495.70276525 -1050.58492825    16.60917574],[-0.111612    0.04163837 -0.38487733],[ -2269.16402956 -10278.96168806    297.25314875],[-2.09692341 -0.69744507 -2.46903136]
[ -495.70276525 -1050.58492825    16.60917574],[-0.111612    0.04163837 -0.38487733],[ -2269.16402956 -10278.96168806    297.25314875],[-2.09692341 -0.69744507 -2.46903136]
[ -495.70276525 -1050.58492825    16.60917574],[-0.111612    0.04163837 -0.38487733],[ -2269.16402956 -10278.96168806    297.25314875],[-2.09692341 -0.69744507 -2.46903136]
[ -495.70276525 -1050.58492825    16.60917574],[-0.111612    0.04163837 -0.38487733],[ -2269.16402956 -10278.96168806    297.25314875],[-2.09692341 -0.69744507 -2.46903136]
[ -495.71181985 -1050.56284206    16.63450042],[-0.1119312   0.0415775  -0.38493726],[ -2269.1789242  -10278.47168802    297.5039506 ],[-2.09745862 -0.69599133 -2.46935876]
[ -495.71181985 -1050.56284206    16.63450042],[-0.1119312   0.0415775  -0.38493726],[ -2269.1789242  -10278.47168802    297.5039506 ],[-2.09745862 -0.69599133 -2.46935876]
[ -495.71181985 -1050.56284206    16.63450042],[-0.1119312   0.0415775  -0.38493726],[ -2269.1789242  -10278.47168802    297.5039506 ],[-2.09745862 -0.69599133 -2.46935876]
[ -495.71181985 -1050.56284206    16.63450042],[-0.1119312   0.0415775  -0.38493726],[ -2269.1789242  -10278.47168802    297.5039506 ],[-2.09745862 -0.69599133 -2.46935876]
[ -495.72883975 -1050.56162576    16.60155974],[-0.11175127  0.04124614 -0.3845344 ],[ -2269.13770786 -10278.01091826    297.72970057],[-2.09507658 -0.69748138 -2.46700299]
[ -495.72883975 -1050.56162576    16.60155974],[-0.11175127  0.04124614 -0.3845344 ],[ -2269.13770786 -10278.01091826    297.72970057],[-2.09507658 -0.69748138 -2.46700299]
[ -495.72883975 -1050.56162576    16.60155974],[-0.11175127  0.04124614 -0.3845344 ],[ -2269.13770786 -10278.01091826    297.72970057],[-2.09507658 -0.69748138 -2.46700299]
[ -495.72883975 -1050.56162576    16.60155974],[-0.11175127  0.04124614 -0.3845344 ],[ -2269.13770786 -10278.01091826    297.72970057],[-2.09507658 -0.69748138 -2.46700299]
[ -495.71769175 -1050.5644413     16.61340184],[-0.11205718  0.0411796  -0.38459468],[ -2269.28572272 -10278.51218443    297.3803301 ],[-2.10029299 -0.69511729 -2.47169344]
[ -495.71769175 -1050.5644413     16.61340184],[-0.11205718  0.0411796  -0.38459468],[ -2269.28572272 -10278.51218443    297.3803301 ],[-2.10029299 -0.69511729 -2.47169344]
[ -495.71769175 -1050.5644413     16.61340184],[-0.11205718  0.0411796  -0.38459468],[ -2269.28572272 -10278.51218443    297.3803301 ],[-2.10029299 -0.69511729 -2.47169344]
[ -495.71769175 -1050.5644413     16.61340184],[-0.11205718  0.0411796  -0.38459468],[ -2269.28572272 -10278.51218443    297.3803301 ],[-2.10029299 -0.69511729 -2.47169344]
[ -495.71583149 -1050.57219532    16.60565883],[-0.1122628   0.04107431 -0.38468583],[ -2269.14942896 -10279.69153941    297.05316737],[-2.09535812 -0.69771077 -2.46674921]
[ -495.71583149 -1050.57219532    16.60565883],[-0.1122628   0.04107431 -0.38468583],[ -2269.14942896 -10279.69153941    297.05316737],[-2.09535812 -0.69771077 -2.46674921]
[ -495.71583149 -1050.57219532    16.60565883],[-0.1122628   0.04107431 -0.38468583],[ -2269.14942896 -10279.69153941    297.05316737],[-2.09535812 -0.69771077 -2.46674921]
[ -495.71583149 -1050.57219532    16.60565883],[-0.1122628   0.04107431 -0.38468583],[ -2269.14942896 -10279.69153941    297.05316737],[-2.09535812 -0.69771077 -2.46674921]
[ -495.72433458 -1050.58069586    16.61337269],[-0.11190526  0.04160897 -0.38515844],[ -2269.20892492 -10279.13716479    297.28605895],[-2.09840682 -0.69734549 -2.47085523]
[ -495.72433458 -1050.58069586    16.61337269],[-0.11190526  0.04160897 -0.38515844],[ -2269.20892492 -10279.13716479    297.28605895],[-2.09840682 -0.69734549 -2.47085523]
[ -495.72433458 -1050.58069586    16.61337269],[-0.11190526  0.04160897 -0.38515844],[ -2269.20892492 -10279.13716479    297.28605895],[-2.09840682 -0.69734549 -2.47085523]
[ -495.72433458 -1050.58069586    16.61337269],[-0.11190526  0.04160897 -0.38515844],[ -2269.20892492 -10279.13716479    297.28605895],[-2.09840682 -0.69734549 -2.47085523]
[ -495.72576756 -1050.57462997    16.60714172],[-0.112013    0.04120471 -0.38447375],[ -2269.22086886 -10278.84544597    297.50802296],[-2.09814977 -0.69708652 -2.47032948]
[ -495.72576756 -1050.57462997    16.60714172],[-0.112013    0.04120471 -0.38447375],[ -2269.22086886 -10278.84544597    297.50802296],[-2.09814977 -0.69708652 -2.47032948]
[ -495.72576756 -1050.57462997    16.60714172],[-0.112013    0.04120471 -0.38447375],[ -2269.22086886 -10278.84544597    297.50802296],[-2.09814977 -0.69708652 -2.47032948]
[ -495.72576756 -1050.57462997    16.60714172],[-0.112013    0.04120471 -0.38447375],[ -2269.22086886 -10278.84544597    297.50802296],[-2.09814977 -0.69708652 -2.47032948]
[ -495.74149466 -1050.58077421    16.60678444],[-0.11155669  0.04154001 -0.38539394],[ -2269.1160417  -10278.52814675    297.74192538],[-2.0953036  -0.69706926 -2.46848406]
[ -495.74149466 -1050.58077421    16.60678444],[-0.11155669  0.04154001 -0.38539394],[ -2269.1160417  -10278.52814675    297.74192538],[-2.0953036  -0.69706926 -2.46848406]
[ -495.74149466 -1050.58077421    16.60678444],[-0.11155669  0.04154001 -0.38539394],[ -2269.1160417  -10278.52814675    297.74192538],[-2.0953036  -0.69706926 -2.46848406]
[ -495.74149466 -1050.58077421    16.60678444],[-0.11155669  0.04154001 -0.38539394],[ -2269.1160417  -10278.52814675    297.74192538],[-2.0953036  -0.69706926 -2.46848406]
[ -495.73529902 -1050.56914452    16.63027076],[-0.11183109  0.04119035 -0.38478376],[ -2269.00600075 -10278.61780757    297.53670572],[-2.09462541 -0.6989958  -2.46624122]
[ -495.73529902 -1050.56914452    16.63027076],[-0.11183109  0.04119035 -0.38478376],[ -2269.00600075 -10278.61780757    297.53670572],[-2.09462541 -0.6989958  -2.46624122]
[ -495.73529902 -1050.56914452    16.63027076],[-0.11183109  0.04119035 -0.38478376],[ -2269.00600075 -10278.61780757    297.53670572],[-2.09462541 -0.6989958  -2.46624122]
[ -495.73529902 -1050.56914452    16.63027076],[-0.11183109  0.04119035 -0.38478376],[ -2269.00600075 -10278.61780757    297.53670572],[-2.09462541 -0.6989958  -2.46624122]
[ -495.72591921 -1050.56745322    16.59626448],[-0.11229042  0.04150372 -0.3845554 ],[ -2269.07255515 -10279.08963423    297.45406748],[-2.09503561 -0.69807363 -2.46782537]
[ -495.72591921 -1050.56745322    16.59626448],[-0.11229042  0.04150372 -0.3845554 ],[ -2269.07255515 -10279.08963423    297.45406748],[-2.09503561 -0.69807363 -2.46782537]
[ -495.72591921 -1050.56745322    16.59626448],[-0.11229042  0.04150372 -0.3845554 ],[ -2269.07255515 -10279.08963423    297.45406748],[-2.09503561 -0.69807363 -2.46782537]
[ -495.72591921 -1050.56745322    16.59626448],[-0.11229042  0.04150372 -0.3845554 ],[ -2269.07255515 -10279.08963423    297.45406748],[-2.09503561 -0.69807363 -2.46782537]
[ -495.70631232 -1050.57127391    16.61907611],[-0.11224678  0.04111805 -0.38456449],[ -2269.22313055 -10278.21436974    297.66199531],[-2.09801604 -0.69571063 -2.47195251]
[ -495.70631232 -1050.57127391    16.61907611],[-0.11224678  0.04111805 -0.38456449],[ -2269.22313055 -10278.21436974    297.66199531],[-2.09801604 -0.69571063 -2.47195251]
[ -495.70631232 -1050.57127391    16.61907611],[-0.11224678  0.04111805 -0.38456449],[ -2269.22313055 -10278.21436974    297.66199531],[-2.09801604 -0.69571063 -2.47195251]
[ -495.70631232 -1050.57127391    16.61907611],[-0.11224678  0.04111805 -0.38456449],[ -2269.22313055 -10278.21436974    297.66199531],[-2.09801604 -0.69571063 -2.47195251]
[ -495.71326083 -1050.60077873    16.60368222],[-0.11204049  0.04078038 -0.38439004],[ -2269.31782442 -10277.791904      297.75236404],[-2.09973576 -0.69595334 -2.47240496]
[ -495.71326083 -1050.60077873    16.60368222],[-0.11204049  0.04078038 -0.38439004],[ -2269.31782442 -10277.791904      297.75236404],[-2.09973576 -0.69595334 -2.47240496]
[ -495.71326083 -1050.60077873    16.60368222],[-0.11204049  0.04078038 -0.38439004],[ -2269.31782442 -10277.791904      297.75236404],[-2.09973576 -0.69595334 -2.47240496]
[ -495.71326083 -1050.60077873    16.60368222],[-0.11204049  0.04078038 -0.38439004],[ -2269.31782442 -10277.791904      297.75236404],[-2.09973576 -0.69595334 -2.47240496]
[ -495.71158094 -1050.5792286     16.61816047],[-0.11185642  0.04135952 -0.38463104],[ -2269.21969618 -10277.86194437    297.67122311],[-2.10051009 -0.69640015 -2.47152271]
[ -495.71158094 -1050.5792286     16.61816047],[-0.11185642  0.04135952 -0.38463104],[ -2269.21969618 -10277.86194437    297.67122311],[-2.10051009 -0.69640015 -2.47152271]
[ -495.71158094 -1050.5792286     16.61816047],[-0.11185642  0.04135952 -0.38463104],[ -2269.21969618 -10277.86194437    297.67122311],[-2.10051009 -0.69640015 -2.47152271]
[ -495.71158094 -1050.5792286     16.61816047],[-0.11185642  0.04135952 -0.38463104],[ -2269.21969618 -10277.86194437    297.67122311],[-2.10051009 -0.69640015 -2.47152271]
[ -495.71840277 -1050.57741218    16.60442189],[-0.11190033  0.0412703  -0.38500328],[ -2269.18038678 -10278.84040835    297.50934479],[-2.09804308 -0.69701459 -2.46992777]
[ -495.71840277 -1050.57741218    16.60442189],[-0.11190033  0.0412703  -0.38500328],[ -2269.18038678 -10278.84040835    297.50934479],[-2.09804308 -0.69701459 -2.46992777]
[ -495.71840277 -1050.57741218    16.60442189],[-0.11190033  0.0412703  -0.38500328],[ -2269.18038678 -10278.84040835    297.50934479],[-2.09804308 -0.69701459 -2.46992777]
[ -495.71840277 -1050.57741218    16.60442189],[-0.11190033  0.0412703  -0.38500328],[ -2269.18038678 -10278.84040835    297.50934479],[-2.09804308 -0.69701459 -2.46992777]
[ -495.7316795  -1050.56732764    16.59498028],[-0.11242029  0.04132911 -0.38466913],[ -2269.14963273 -10278.950411      297.71365462],[-2.09661649 -0.69597098 -2.46885992]
[ -495.7316795  -1050.56732764    16.59498028],[-0.11242029  0.04132911 -0.38466913],[ -2269.14963273 -10278.950411      297.71365462],[-2.09661649 -0.69597098 -2.46885992]
[ -495.7316795  -1050.56732764    16.59498028],[-0.11242029  0.04132911 -0.38466913],[ -2269.14963273 -10278.950411      297.71365462],[-2.09661649 -0.69597098 -2.46885992]
[ -495.7316795  -1050.56732764    16.59498028],[-0.11242029  0.04132911 -0.38466913],[ -2269.14963273 -10278.950411      297.71365462],[-2.09661649 -0.69597098 -2.46885992]
[ -495.79139829 -1050.42054753    16.52154616],[-0.11197192  0.04190653 -0.38185691],[ -2269.03094904 -10279.50247757    297.04399126],[-2.09592055 -0.69819857 -2.46821853]
[ -495.79139829 -1050.42054753    16.52154616],[-0.11197192  0.04190653 -0.38185691],[ -2269.03094904 -10279.50247757    297.04399126],[-2.09592055 -0.69819857 -2.46821853]
[ -495.79139829 -1050.42054753    16.52154616],[-0.11197192  0.04190653 -0.38185691],[ -2269.03094904 -10279.50247757    297.04399126],[-2.09592055 -0.69819857 -2.46821853]
[ -495.79139829 -1050.42054753    16.52154616],[-0.11197192  0.04190653 -0.38185691],[ -2269.03094904 -10279.50247757    297.04399126],[-2.09592055 -0.69819857 -2.46821853]
[ -495.44491683 -1050.40670372    17.40575514],[-0.11540964  0.02449317 -0.37844187],[ -2269.30567075 -10278.40314929    297.64842213],[-2.09969653 -0.69566677 -2.47187172]
[ -495.44491683 -1050.40670372    17.40575514],[-0.11540964  0.02449317 -0.37844187],[ -2269.30567075 -10278.40314929    297.64842213],[-2.09969653 -0.69566677 -2.47187172]
[ -495.44491683 -1050.40670372    17.40575514],[-0.11540964  0.02449317 -0.37844187],[ -2269.30567075 -10278.40314929    297.64842213],[-2.09969653 -0.69566677 -2.47187172]
[ -495.44491683 -1050.40670372    17.40575514],[-0.11540964  0.02449317 -0.37844187],[ -2269.30567075 -10278.40314929    297.64842213],[-2.09969653 -0.69566677 -2.47187172]
[ -495.81665312 -1050.41437408    16.52890887],[-0.11189779  0.04253909 -0.38215837],[ -2269.01152477 -10279.29905885    297.31117559],[-2.09619975 -0.69796319 -2.46770518]
[ -495.81665312 -1050.41437408    16.52890887],[-0.11189779  0.04253909 -0.38215837],[ -2269.01152477 -10279.29905885    297.31117559],[-2.09619975 -0.69796319 -2.46770518]
[ -495.81665312 -1050.41437408    16.52890887],[-0.11189779  0.04253909 -0.38215837],[ -2269.01152477 -10279.29905885    297.31117559],[-2.09619975 -0.69796319 -2.46770518]
[ -495.81665312 -1050.41437408    16.52890887],[-0.11189779  0.04253909 -0.38215837],[ -2269.01152477 -10279.29905885    297.31117559],[-2.09619975 -0.69796319 -2.46770518]
[ -495.78834008 -1050.43495798    16.54646756],[-0.11178555  0.04229062 -0.38190732],[ -2269.12339663 -10278.60548128    297.42129833],[-2.09784364 -0.69761172 -2.46903827]
[ -495.78834008 -1050.43495798    16.54646756],[-0.11178555  0.04229062 -0.38190732],[ -2269.12339663 -10278.60548128    297.42129833],[-2.09784364 -0.69761172 -2.46903827]
[ -495.78834008 -1050.43495798    16.54646756],[-0.11178555  0.04229062 -0.38190732],[ -2269.12339663 -10278.60548128    297.42129833],[-2.09784364 -0.69761172 -2.46903827]
[ -495.78834008 -1050.43495798    16.54646756],[-0.11178555  0.04229062 -0.38190732],[ -2269.12339663 -10278.60548128    297.42129833],[-2.09784364 -0.69761172 -2.46903827]
[ -495.81391833 -1050.42217168    16.54720379],[-0.1110714   0.04214939 -0.38251462],[ -2269.21821359 -10278.90377767    297.43027379],[-2.09703021 -0.69734927 -2.46867806]
[ -495.81391833 -1050.42217168    16.54720379],[-0.1110714   0.04214939 -0.38251462],[ -2269.21821359 -10278.90377767    297.43027379],[-2.09703021 -0.69734927 -2.46867806]
[ -495.81391833 -1050.42217168    16.54720379],[-0.1110714   0.04214939 -0.38251462],[ -2269.21821359 -10278.90377767    297.43027379],[-2.09703021 -0.69734927 -2.46867806]
[ -495.81391833 -1050.42217168    16.54720379],[-0.1110714   0.04214939 -0.38251462],[ -2269.21821359 -10278.90377767    297.43027379],[-2.09703021 -0.69734927 -2.46867806]
[ -495.81424273 -1050.42526634    16.49659874],[-0.11199306  0.04260697 -0.38205715],[ -2269.21859048 -10278.67293647    297.48008058],[-2.09623391 -0.69726075 -2.46882153]
[ -495.81424273 -1050.42526634    16.49659874],[-0.11199306  0.04260697 -0.38205715],[ -2269.21859048 -10278.67293647    297.48008058],[-2.09623391 -0.69726075 -2.46882153]
[ -495.81424273 -1050.42526634    16.49659874],[-0.11199306  0.04260697 -0.38205715],[ -2269.21859048 -10278.67293647    297.48008058],[-2.09623391 -0.69726075 -2.46882153]
[ -495.81424273 -1050.42526634    16.49659874],[-0.11199306  0.04260697 -0.38205715],[ -2269.21859048 -10278.67293647    297.48008058],[-2.09623391 -0.69726075 -2.46882153]
[ -495.81921476 -1050.4095854     16.53295992],[-0.11199461  0.04208457 -0.38178264],[ -2269.27291499 -10277.99312232    297.64532822],[-2.09976795 -0.69625278 -2.47053353]
[ -495.81921476 -1050.4095854     16.53295992],[-0.11199461  0.04208457 -0.38178264],[ -2269.27291499 -10277.99312232    297.64532822],[-2.09976795 -0.69625278 -2.47053353]
[ -495.81921476 -1050.4095854     16.53295992],[-0.11199461  0.04208457 -0.38178264],[ -2269.27291499 -10277.99312232    297.64532822],[-2.09976795 -0.69625278 -2.47053353]
[ -495.81921476 -1050.4095854     16.53295992],[-0.11199461  0.04208457 -0.38178264],[ -2269.27291499 -10277.99312232    297.64532822],[-2.09976795 -0.69625278 -2.47053353]
[ -495.80964211 -1050.39451512    16.52478672],[-0.11271374  0.04240358 -0.3818383 ],[ -2268.98308176 -10278.92918463    297.35275814],[-2.09570481 -0.69927872 -2.46647909]
