obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[ -525.88119934 -1072.45041634    25.02351708],[-3.09688599 -0.4282545   0.02024294],[-1958.8397275   1850.07137552   823.90483388],[ 0.02874147 -0.01411794  0.60333156]
[ -525.88119934 -1072.45041634    25.02351708],[-3.09688599 -0.4282545   0.02024294],[-1958.8397275   1850.07137552   823.90483388],[ 0.02874147 -0.01411794  0.60333156]
[ 2063.42333992 -6386.98784362   878.07352929],[-2.70752791  0.19171658  0.30388254],[-1958.81379484  1850.05100442   823.89354834],[ 0.02877115 -0.01410448  0.603729  ]
[ 2063.42333992 -6386.98784362   878.07352929],[-2.70752791  0.19171658  0.30388254],[-1958.81379484  1850.05100442   823.89354834],[ 0.02877115 -0.01410448  0.603729  ]
[ 2063.42333992 -6386.98784362   878.07352929],[-2.70752791  0.19171658  0.30388254],[-1958.81379484  1850.05100442   823.89354834],[ 0.02877115 -0.01410448  0.603729  ]
[ 2063.42333992 -6386.98784362   878.07352929],[-2.70752791  0.19171658  0.30388254],[-1958.81379484  1850.05100442   823.89354834],[ 0.02877115 -0.01410448  0.603729  ]
[ 2063.40328471 -6386.94105502   878.00713811],[-2.70581877  0.19041773  0.30397433],[-1958.88287061  1850.11625022   824.0460148 ],[ 0.02833588 -0.01420181  0.60321036]
[ 2063.40328471 -6386.94105502   878.00713811],[-2.70581877  0.19041773  0.30397433],[-1958.88287061  1850.11625022   824.0460148 ],[ 0.02833588 -0.01420181  0.60321036]
[ 2063.40328471 -6386.94105502   878.00713811],[-2.70581877  0.19041773  0.30397433],[-1958.88287061  1850.11625022   824.0460148 ],[ 0.02833588 -0.01420181  0.60321036]
[ 2063.40328471 -6386.94105502   878.00713811],[-2.70581877  0.19041773  0.30397433],[-1958.88287061  1850.11625022   824.0460148 ],[ 0.02833588 -0.01420181  0.60321036]
[ 2063.64783927 -6386.73695947   877.95981391],[-2.71568214  0.1914838   0.3047732 ],[-1958.84278177  1850.07042471   823.9682823 ],[ 0.02851204 -0.01409087  0.60361265]
[ 2063.64783927 -6386.73695947   877.95981391],[-2.71568214  0.1914838   0.3047732 ],[-1958.84278177  1850.07042471   823.9682823 ],[ 0.02851204 -0.01409087  0.60361265]
[ 2063.64783927 -6386.73695947   877.95981391],[-2.71568214  0.1914838   0.3047732 ],[-1958.84278177  1850.07042471   823.9682823 ],[ 0.02851204 -0.01409087  0.60361265]
[ 2063.64783927 -6386.73695947   877.95981391],[-2.71568214  0.1914838   0.3047732 ],[-1958.84278177  1850.07042471   823.9682823 ],[ 0.02851204 -0.01409087  0.60361265]
[ 2063.61989735 -6386.75267187   877.94737924],[-2.71442609  0.19090278  0.30483356],[-1958.8997614   1850.13751544   824.0415422 ],[ 0.02844613 -0.01432663  0.60320409]
[ 2063.61989735 -6386.75267187   877.94737924],[-2.71442609  0.19090278  0.30483356],[-1958.8997614   1850.13751544   824.0415422 ],[ 0.02844613 -0.01432663  0.60320409]
[ 2063.61989735 -6386.75267187   877.94737924],[-2.71442609  0.19090278  0.30483356],[-1958.8997614   1850.13751544   824.0415422 ],[ 0.02844613 -0.01432663  0.60320409]
[ 2063.61989735 -6386.75267187   877.94737924],[-2.71442609  0.19090278  0.30483356],[-1958.8997614   1850.13751544   824.0415422 ],[ 0.02844613 -0.01432663  0.60320409]
[ 2063.67388135 -6386.77791422   878.05374445],[-2.71861239  0.19372002  0.30465764],[-1958.88196599  1850.12214878   823.99560492],[ 0.02859569 -0.01426882  0.60305873]
[ 2063.67388135 -6386.77791422   878.05374445],[-2.71861239  0.19372002  0.30465764],[-1958.88196599  1850.12214878   823.99560492],[ 0.02859569 -0.01426882  0.60305873]
[ 2063.67388135 -6386.77791422   878.05374445],[-2.71861239  0.19372002  0.30465764],[-1958.88196599  1850.12214878   823.99560492],[ 0.02859569 -0.01426882  0.60305873]
[ 2063.67388135 -6386.77791422   878.05374445],[-2.71861239  0.19372002  0.30465764],[-1958.88196599  1850.12214878   823.99560492],[ 0.02859569 -0.01426882  0.60305873]
[ 2063.63438838 -6386.74495726   877.95494098],[-2.71466744  0.19169684  0.30467953],[-1958.68719855  1849.91950196   823.71701045],[ 0.02916866 -0.01510352  0.60475591]
[ 2063.63438838 -6386.74495726   877.95494098],[-2.71466744  0.19169684  0.30467953],[-1958.68719855  1849.91950196   823.71701045],[ 0.02916866 -0.01510352  0.60475591]
[ 2063.63438838 -6386.74495726   877.95494098],[-2.71466744  0.19169684  0.30467953],[-1958.68719855  1849.91950196   823.71701045],[ 0.02916866 -0.01510352  0.60475591]
[ 2063.63438838 -6386.74495726   877.95494098],[-2.71466744  0.19169684  0.30467953],[-1958.68719855  1849.91950196   823.71701045],[ 0.02916866 -0.01510352  0.60475591]
[ 2062.5141439  -6386.98849716   877.14010629],[-2.70433205  0.20318211  0.31083783],[-1958.87592058  1850.11731206   823.99094182],[ 0.02853811 -0.0141922   0.60336179]
[ 2062.5141439  -6386.98849716   877.14010629],[-2.70433205  0.20318211  0.31083783],[-1958.87592058  1850.11731206   823.99094182],[ 0.02853811 -0.0141922   0.60336179]
[ 2062.5141439  -6386.98849716   877.14010629],[-2.70433205  0.20318211  0.31083783],[-1958.87592058  1850.11731206   823.99094182],[ 0.02853811 -0.0141922   0.60336179]
[ 2062.5141439  -6386.98849716   877.14010629],[-2.70433205  0.20318211  0.31083783],[-1958.87592058  1850.11731206   823.99094182],[ 0.02853811 -0.0141922   0.60336179]
[ 2062.66684633 -6386.80765296   877.01376335],[-2.71283682  0.20548728  0.31198853],[-1958.87134808  1850.09505254   823.93467558],[ 0.02878866 -0.01398024  0.60339607]
[ 2062.66684633 -6386.80765296   877.01376335],[-2.71283682  0.20548728  0.31198853],[-1958.87134808  1850.09505254   823.93467558],[ 0.02878866 -0.01398024  0.60339607]
[ 2062.66684633 -6386.80765296   877.01376335],[-2.71283682  0.20548728  0.31198853],[-1958.87134808  1850.09505254   823.93467558],[ 0.02878866 -0.01398024  0.60339607]
[ 2062.66684633 -6386.80765296   877.01376335],[-2.71283682  0.20548728  0.31198853],[-1958.87134808  1850.09505254   823.93467558],[ 0.02878866 -0.01398024  0.60339607]
[ 2062.53207741 -6386.95788235   877.08125669],[-2.70197187  0.2016201   0.31092158],[-1958.9116975   1850.13668517   823.98779394],[ 0.02861939 -0.01398568  0.60282938]
[ 2062.53207741 -6386.95788235   877.08125669],[-2.70197187  0.2016201   0.31092158],[-1958.9116975   1850.13668517   823.98779394],[ 0.02861939 -0.01398568  0.60282938]
[ 2062.53207741 -6386.95788235   877.08125669],[-2.70197187  0.2016201   0.31092158],[-1958.9116975   1850.13668517   823.98779394],[ 0.02861939 -0.01398568  0.60282938]
[ 2062.53207741 -6386.95788235   877.08125669],[-2.70197187  0.2016201   0.31092158],[-1958.9116975   1850.13668517   823.98779394],[ 0.02861939 -0.01398568  0.60282938]
[ 2063.57345388 -6386.59550302   877.86056425],[-2.72252458  0.20031185  0.30671101],[-1958.85474155  1850.10080542   823.97491976],[ 0.02859379 -0.01409954  0.60348249]
[ 2063.57345388 -6386.59550302   877.86056425],[-2.72252458  0.20031185  0.30671101],[-1958.85474155  1850.10080542   823.97491976],[ 0.02859379 -0.01409954  0.60348249]
[ 2063.57345388 -6386.59550302   877.86056425],[-2.72252458  0.20031185  0.30671101],[-1958.85474155  1850.10080542   823.97491976],[ 0.02859379 -0.01409954  0.60348249]
[ 2063.57345388 -6386.59550302   877.86056425],[-2.72252458  0.20031185  0.30671101],[-1958.85474155  1850.10080542   823.97491976],[ 0.02859379 -0.01409954  0.60348249]
[ 2063.70311368 -6386.78141031   878.06162496],[-2.71867346  0.19375494  0.30457411],[-1958.86415578  1850.08871363   823.92660728],[ 0.02879032 -0.01401782  0.6031746 ]
[ 2063.70311368 -6386.78141031   878.06162496],[-2.71867346  0.19375494  0.30457411],[-1958.86415578  1850.08871363   823.92660728],[ 0.02879032 -0.01401782  0.6031746 ]
[ 2063.70311368 -6386.78141031   878.06162496],[-2.71867346  0.19375494  0.30457411],[-1958.86415578  1850.08871363   823.92660728],[ 0.02879032 -0.01401782  0.6031746 ]
[ 2063.70311368 -6386.78141031   878.06162496],[-2.71867346  0.19375494  0.30457411],[-1958.86415578  1850.08871363   823.92660728],[ 0.02879032 -0.01401782  0.6031746 ]
[ 2063.66313984 -6386.76985579   878.02252565],[-2.71792432  0.19322299  0.30478629],[-1958.8980898   1850.10537093   824.00745798],[ 0.02856989 -0.01424028  0.60315348]
[ 2063.66313984 -6386.76985579   878.02252565],[-2.71792432  0.19322299  0.30478629],[-1958.8980898   1850.10537093   824.00745798],[ 0.02856989 -0.01424028  0.60315348]
[ 2063.66313984 -6386.76985579   878.02252565],[-2.71792432  0.19322299  0.30478629],[-1958.8980898   1850.10537093   824.00745798],[ 0.02856989 -0.01424028  0.60315348]
[ 2063.66313984 -6386.76985579   878.02252565],[-2.71792432  0.19322299  0.30478629],[-1958.8980898   1850.10537093   824.00745798],[ 0.02856989 -0.01424028  0.60315348]
[ 2062.5136241  -6386.98680234   877.12617049],[-2.70138702  0.20197707  0.31057751],[-1958.84896852  1850.06659153   823.92600844],[ 0.02849162 -0.01411882  0.60329873]
[ 2062.5136241  -6386.98680234   877.12617049],[-2.70138702  0.20197707  0.31057751],[-1958.84896852  1850.06659153   823.92600844],[ 0.02849162 -0.01411882  0.60329873]
[ 2062.5136241  -6386.98680234   877.12617049],[-2.70138702  0.20197707  0.31057751],[-1958.84896852  1850.06659153   823.92600844],[ 0.02849162 -0.01411882  0.60329873]
[ 2062.5136241  -6386.98680234   877.12617049],[-2.70138702  0.20197707  0.31057751],[-1958.84896852  1850.06659153   823.92600844],[ 0.02849162 -0.01411882  0.60329873]
[ 2062.51703359 -6386.96656747   877.11491696],[-2.70276626  0.20250178  0.31085882],[-1958.88797208  1850.12973839   823.97510086],[ 0.0286833  -0.01412125  0.60295092]
[ 2062.51703359 -6386.96656747   877.11491696],[-2.70276626  0.20250178  0.31085882],[-1958.88797208  1850.12973839   823.97510086],[ 0.0286833  -0.01412125  0.60295092]
[ 2062.51703359 -6386.96656747   877.11491696],[-2.70276626  0.20250178  0.31085882],[-1958.88797208  1850.12973839   823.97510086],[ 0.0286833  -0.01412125  0.60295092]
[ 2062.51703359 -6386.96656747   877.11491696],[-2.70276626  0.20250178  0.31085882],[-1958.88797208  1850.12973839   823.97510086],[ 0.0286833  -0.01412125  0.60295092]
[ 2063.65724075 -6386.75186878   877.98153555],[-2.71576258  0.19185102  0.3046813 ],[-1958.86033596  1850.07068172   823.96840755],[ 0.02844013 -0.0141861   0.60342557]
[ 2063.65724075 -6386.75186878   877.98153555],[-2.71576258  0.19185102  0.3046813 ],[-1958.86033596  1850.07068172   823.96840755],[ 0.02844013 -0.0141861   0.60342557]
[ 2063.65724075 -6386.75186878   877.98153555],[-2.71576258  0.19185102  0.3046813 ],[-1958.86033596  1850.07068172   823.96840755],[ 0.02844013 -0.0141861   0.60342557]
[ 2063.65724075 -6386.75186878   877.98153555],[-2.71576258  0.19185102  0.3046813 ],[-1958.86033596  1850.07068172   823.96840755],[ 0.02844013 -0.0141861   0.60342557]
[ 2062.5466662  -6386.95133616   877.10257632],[-2.70283456  0.20274931  0.31087813],[-1958.863578    1850.10762774   823.97620174],[ 0.02871145 -0.01426879  0.6031889 ]
[ 2062.5466662  -6386.95133616   877.10257632],[-2.70283456  0.20274931  0.31087813],[-1958.863578    1850.10762774   823.97620174],[ 0.02871145 -0.01426879  0.6031889 ]
[ 2062.5466662  -6386.95133616   877.10257632],[-2.70283456  0.20274931  0.31087813],[-1958.863578    1850.10762774   823.97620174],[ 0.02871145 -0.01426879  0.6031889 ]
[ 2062.5466662  -6386.95133616   877.10257632],[-2.70283456  0.20274931  0.31087813],[-1958.863578    1850.10762774   823.97620174],[ 0.02871145 -0.01426879  0.6031889 ]
[ 2062.51495472 -6386.96202085   877.10674552],[-2.70047914  0.20091662  0.31056907],[-1958.70496365  1849.90818993   823.70391671],[ 0.02921262 -0.01515461  0.60460182]
[ 2062.51495472 -6386.96202085   877.10674552],[-2.70047914  0.20091662  0.31056907],[-1958.70496365  1849.90818993   823.70391671],[ 0.02921262 -0.01515461  0.60460182]
[ 2062.51495472 -6386.96202085   877.10674552],[-2.70047914  0.20091662  0.31056907],[-1958.70496365  1849.90818993   823.70391671],[ 0.02921262 -0.01515461  0.60460182]
[ 2062.51495472 -6386.96202085   877.10674552],[-2.70047914  0.20091662  0.31056907],[-1958.70496365  1849.90818993   823.70391671],[ 0.02921262 -0.01515461  0.60460182]
[ 2062.53487685 -6386.94291394   877.08423808],[-2.70095177  0.20160351  0.31075661],[-1958.84531542  1850.09959552   823.95572581],[ 0.02862283 -0.01426117  0.60334537]
[ 2062.53487685 -6386.94291394   877.08423808],[-2.70095177  0.20160351  0.31075661],[-1958.84531542  1850.09959552   823.95572581],[ 0.02862283 -0.01426117  0.60334537]
[ 2062.53487685 -6386.94291394   877.08423808],[-2.70095177  0.20160351  0.31075661],[-1958.84531542  1850.09959552   823.95572581],[ 0.02862283 -0.01426117  0.60334537]
[ 2062.53487685 -6386.94291394   877.08423808],[-2.70095177  0.20160351  0.31075661],[-1958.84531542  1850.09959552   823.95572581],[ 0.02862283 -0.01426117  0.60334537]
[ 2062.48392282 -6386.98177313   877.07558611],[-2.70157444  0.20199732  0.3109846 ],[-1958.88078231  1850.12711795   823.97376974],[ 0.02870942 -0.01429208  0.60275618]
[ 2062.48392282 -6386.98177313   877.07558611],[-2.70157444  0.20199732  0.3109846 ],[-1958.88078231  1850.12711795   823.97376974],[ 0.02870942 -0.01429208  0.60275618]
[ 2062.48392282 -6386.98177313   877.07558611],[-2.70157444  0.20199732  0.3109846 ],[-1958.88078231  1850.12711795   823.97376974],[ 0.02870942 -0.01429208  0.60275618]
[ 2062.48392282 -6386.98177313   877.07558611],[-2.70157444  0.20199732  0.3109846 ],[-1958.88078231  1850.12711795   823.97376974],[ 0.02870942 -0.01429208  0.60275618]
[ 2062.50007058 -6386.97835566   877.0852578 ],[-2.70014648  0.20112046  0.31051854],[-1958.86446298  1850.13278523   823.9718144 ],[ 0.02880772 -0.01437726  0.60315557]
[ 2062.50007058 -6386.97835566   877.0852578 ],[-2.70014648  0.20112046  0.31051854],[-1958.86446298  1850.13278523   823.9718144 ],[ 0.02880772 -0.01437726  0.60315557]
[ 2062.50007058 -6386.97835566   877.0852578 ],[-2.70014648  0.20112046  0.31051854],[-1958.86446298  1850.13278523   823.9718144 ],[ 0.02880772 -0.01437726  0.60315557]
[ 2062.50007058 -6386.97835566   877.0852578 ],[-2.70014648  0.20112046  0.31051854],[-1958.86446298  1850.13278523   823.9718144 ],[ 0.02880772 -0.01437726  0.60315557]
[ 2063.47070021 -6386.96536356   878.14408985],[-2.70740557  0.19142653  0.30389554],[-1958.86756585  1850.12474881   823.99556192],[ 0.02839147 -0.01433423  0.60315889]
[ 2063.47070021 -6386.96536356   878.14408985],[-2.70740557  0.19142653  0.30389554],[-1958.86756585  1850.12474881   823.99556192],[ 0.02839147 -0.01433423  0.60315889]
[ 2063.47070021 -6386.96536356   878.14408985],[-2.70740557  0.19142653  0.30389554],[-1958.86756585  1850.12474881   823.99556192],[ 0.02839147 -0.01433423  0.60315889]
[ 2063.47070021 -6386.96536356   878.14408985],[-2.70740557  0.19142653  0.30389554],[-1958.86756585  1850.12474881   823.99556192],[ 0.02839147 -0.01433423  0.60315889]
[ 2063.43742008 -6386.94720801   878.03882046],[-2.70743399  0.19099403  0.30405283],[-1958.82267359  1850.07738577   823.97615723],[ 0.02836676 -0.014201    0.6037403 ]
[ 2063.43742008 -6386.94720801   878.03882046],[-2.70743399  0.19099403  0.30405283],[-1958.82267359  1850.07738577   823.97615723],[ 0.02836676 -0.014201    0.6037403 ]
[ 2063.43742008 -6386.94720801   878.03882046],[-2.70743399  0.19099403  0.30405283],[-1958.82267359  1850.07738577   823.97615723],[ 0.02836676 -0.014201    0.6037403 ]
[ 2063.43742008 -6386.94720801   878.03882046],[-2.70743399  0.19099403  0.30405283],[-1958.82267359  1850.07738577   823.97615723],[ 0.02836676 -0.014201    0.6037403 ]
[ 2063.44858051 -6386.97456679   878.13356626],[-2.71063067  0.19301322  0.30369292],[-1958.86318216  1850.0635431    823.99639674],[ 0.0284338  -0.01402736  0.60366857]
[ 2063.44858051 -6386.97456679   878.13356626],[-2.71063067  0.19301322  0.30369292],[-1958.86318216  1850.0635431    823.99639674],[ 0.0284338  -0.01402736  0.60366857]
[ 2063.44858051 -6386.97456679   878.13356626],[-2.71063067  0.19301322  0.30369292],[-1958.86318216  1850.0635431    823.99639674],[ 0.0284338  -0.01402736  0.60366857]
[ 2063.44858051 -6386.97456679   878.13356626],[-2.71063067  0.19301322  0.30369292],[-1958.86318216  1850.0635431    823.99639674],[ 0.0284338  -0.01402736  0.60366857]
[ 2062.50886548 -6386.96033361   877.09273911],[-2.70034645  0.20115404  0.31051471],[-1958.83407647  1850.05929846   823.93678708],[ 0.028596   -0.01413645  0.60356632]
[ 2062.50886548 -6386.96033361   877.09273911],[-2.70034645  0.20115404  0.31051471],[-1958.83407647  1850.05929846   823.93678708],[ 0.028596   -0.01413645  0.60356632]
[ 2062.50886548 -6386.96033361   877.09273911],[-2.70034645  0.20115404  0.31051471],[-1958.83407647  1850.05929846   823.93678708],[ 0.028596   -0.01413645  0.60356632]
[ 2062.50886548 -6386.96033361   877.09273911],[-2.70034645  0.20115404  0.31051471],[-1958.83407647  1850.05929846   823.93678708],[ 0.028596   -0.01413645  0.60356632]
[ 2062.5389284  -6386.98268765   877.15185206],[-2.70557752  0.20383081  0.31108658],[-1958.89242561  1850.09897117   823.96537385],[ 0.02852626 -0.01419363  0.60295348]
[ 2062.5389284  -6386.98268765   877.15185206],[-2.70557752  0.20383081  0.31108658],[-1958.89242561  1850.09897117   823.96537385],[ 0.02852626 -0.01419363  0.60295348]
[ 2062.5389284  -6386.98268765   877.15185206],[-2.70557752  0.20383081  0.31108658],[-1958.89242561  1850.09897117   823.96537385],[ 0.02852626 -0.01419363  0.60295348]
[ 2062.5389284  -6386.98268765   877.15185206],[-2.70557752  0.20383081  0.31108658],[-1958.89242561  1850.09897117   823.96537385],[ 0.02852626 -0.01419363  0.60295348]
[ -495.96831357 -1050.40366079    16.81088707],[-0.11582609  0.0449066  -0.38430944],[-1958.8595364   1850.10747752   823.97777544],[ 0.02860368 -0.01429403  0.60328586]
[ -495.96831357 -1050.40366079    16.81088707],[-0.11582609  0.0449066  -0.38430944],[-1958.8595364   1850.10747752   823.97777544],[ 0.02860368 -0.01429403  0.60328586]
[ -495.96831357 -1050.40366079    16.81088707],[-0.11582609  0.0449066  -0.38430944],[-1958.8595364   1850.10747752   823.97777544],[ 0.02860368 -0.01429403  0.60328586]
[ -495.96831357 -1050.40366079    16.81088707],[-0.11582609  0.0449066  -0.38430944],[-1958.8595364   1850.10747752   823.97777544],[ 0.02860368 -0.01429403  0.60328586]
[ -495.92885553 -1050.56831612    16.56675913],[-0.11362526  0.03770976 -0.38108313],[-1958.84316171  1850.08497775   823.97957034],[ 0.02852943 -0.01421355  0.60361325]
[ -495.92885553 -1050.56831612    16.56675913],[-0.11362526  0.03770976 -0.38108313],[-1958.84316171  1850.08497775   823.97957034],[ 0.02852943 -0.01421355  0.60361325]
[ -495.92885553 -1050.56831612    16.56675913],[-0.11362526  0.03770976 -0.38108313],[-1958.84316171  1850.08497775   823.97957034],[ 0.02852943 -0.01421355  0.60361325]
[ -495.92885553 -1050.56831612    16.56675913],[-0.11362526  0.03770976 -0.38108313],[-1958.84316171  1850.08497775   823.97957034],[ 0.02852943 -0.01421355  0.60361325]
[ -495.73625882 -1050.57574409    16.61648167],[-0.11182623  0.04118521 -0.38465985],[-1958.88100179  1850.11438349   823.99946963],[ 0.02854879 -0.01399627  0.60344297]
[ -495.73625882 -1050.57574409    16.61648167],[-0.11182623  0.04118521 -0.38465985],[-1958.88100179  1850.11438349   823.99946963],[ 0.02854879 -0.01399627  0.60344297]
[ -495.73625882 -1050.57574409    16.61648167],[-0.11182623  0.04118521 -0.38465985],[-1958.88100179  1850.11438349   823.99946963],[ 0.02854879 -0.01399627  0.60344297]
[ -495.73625882 -1050.57574409    16.61648167],[-0.11182623  0.04118521 -0.38465985],[-1958.88100179  1850.11438349   823.99946963],[ 0.02854879 -0.01399627  0.60344297]
[ -495.73575686 -1050.58934404    16.61799615],[-0.11183233  0.04136751 -0.38528523],[-1958.67392904  1849.89329009   823.69148959],[ 0.02912238 -0.0152219   0.6049738 ]
[ -495.73575686 -1050.58934404    16.61799615],[-0.11183233  0.04136751 -0.38528523],[-1958.67392904  1849.89329009   823.69148959],[ 0.02912238 -0.0152219   0.6049738 ]
[ -495.73575686 -1050.58934404    16.61799615],[-0.11183233  0.04136751 -0.38528523],[-1958.67392904  1849.89329009   823.69148959],[ 0.02912238 -0.0152219   0.6049738 ]
[ -495.73575686 -1050.58934404    16.61799615],[-0.11183233  0.04136751 -0.38528523],[-1958.67392904  1849.89329009   823.69148959],[ 0.02912238 -0.0152219   0.6049738 ]
[ -495.96150505 -1050.73316551    16.63543409],[-0.10855853  0.03625431 -0.3836103 ],[-1958.86594018  1850.09314842   823.96497435],[ 0.02866015 -0.01419916  0.60328719]
[ -495.96150505 -1050.73316551    16.63543409],[-0.10855853  0.03625431 -0.3836103 ],[-1958.86594018  1850.09314842   823.96497435],[ 0.02866015 -0.01419916  0.60328719]
[ -495.96150505 -1050.73316551    16.63543409],[-0.10855853  0.03625431 -0.3836103 ],[-1958.86594018  1850.09314842   823.96497435],[ 0.02866015 -0.01419916  0.60328719]
[ -495.96150505 -1050.73316551    16.63543409],[-0.10855853  0.03625431 -0.3836103 ],[-1958.86594018  1850.09314842   823.96497435],[ 0.02866015 -0.01419916  0.60328719]
[ -495.71856289 -1050.58001753    16.62539501],[-0.11174874  0.04106358 -0.38489673],[-1958.86652192  1850.10003596   824.00201699],[ 0.02852685 -0.0141491   0.60341191]
[ -495.71856289 -1050.58001753    16.62539501],[-0.11174874  0.04106358 -0.38489673],[-1958.86652192  1850.10003596   824.00201699],[ 0.02852685 -0.0141491   0.60341191]
[ -495.71856289 -1050.58001753    16.62539501],[-0.11174874  0.04106358 -0.38489673],[-1958.86652192  1850.10003596   824.00201699],[ 0.02852685 -0.0141491   0.60341191]
[ -495.71856289 -1050.58001753    16.62539501],[-0.11174874  0.04106358 -0.38489673],[-1958.86652192  1850.10003596   824.00201699],[ 0.02852685 -0.0141491   0.60341191]
[ -495.71856289 -1050.58001753    16.62539501],[-0.11174874  0.04106358 -0.38489673],[-1958.86652192  1850.10003596   824.00201699],[ 0.02852685 -0.0141491   0.60341191]
[ -495.70434849 -1050.56678179    16.63833651],[-0.11192535  0.04096519 -0.38459716],[-1958.86249441  1850.07817092   823.98007401],[ 0.02841093 -0.01421835  0.60322023]
[ -495.70434849 -1050.56678179    16.63833651],[-0.11192535  0.04096519 -0.38459716],[-1958.86249441  1850.07817092   823.98007401],[ 0.02841093 -0.01421835  0.60322023]
[ -495.70434849 -1050.56678179    16.63833651],[-0.11192535  0.04096519 -0.38459716],[-1958.86249441  1850.07817092   823.98007401],[ 0.02841093 -0.01421835  0.60322023]
[ -495.70984601 -1050.57347685    16.62017658],[-0.1117814   0.04168456 -0.38523572],[-1958.86243864  1850.08962021   823.95766196],[ 0.02865198 -0.01422139  0.60312744]
[ -495.70984601 -1050.57347685    16.62017658],[-0.1117814   0.04168456 -0.38523572],[-1958.86243864  1850.08962021   823.95766196],[ 0.02865198 -0.01422139  0.60312744]
[ -495.70984601 -1050.57347685    16.62017658],[-0.1117814   0.04168456 -0.38523572],[-1958.86243864  1850.08962021   823.95766196],[ 0.02865198 -0.01422139  0.60312744]
[ -495.70984601 -1050.57347685    16.62017658],[-0.1117814   0.04168456 -0.38523572],[-1958.86243864  1850.08962021   823.95766196],[ 0.02865198 -0.01422139  0.60312744]
[ -495.72553096 -1050.56697323    16.62416226],[-0.11165243  0.04118643 -0.3848543 ],[-1958.82702578  1850.07652884   823.95003924],[ 0.02842284 -0.01418214  0.60351161]
[ -495.72553096 -1050.56697323    16.62416226],[-0.11165243  0.04118643 -0.3848543 ],[-1958.82702578  1850.07652884   823.95003924],[ 0.02842284 -0.01418214  0.60351161]
[ -495.72553096 -1050.56697323    16.62416226],[-0.11165243  0.04118643 -0.3848543 ],[-1958.82702578  1850.07652884   823.95003924],[ 0.02842284 -0.01418214  0.60351161]
[ -495.72553096 -1050.56697323    16.62416226],[-0.11165243  0.04118643 -0.3848543 ],[-1958.82702578  1850.07652884   823.95003924],[ 0.02842284 -0.01418214  0.60351161]
[ -495.71191105 -1050.56921471    16.63254114],[-0.11174207  0.0407112  -0.38469511],[-1958.86093003  1850.0972548    823.94296245],[ 0.02889193 -0.0141109   0.60336883]
[ -495.71191105 -1050.56921471    16.63254114],[-0.11174207  0.0407112  -0.38469511],[-1958.86093003  1850.0972548    823.94296245],[ 0.02889193 -0.0141109   0.60336883]
[ -495.71191105 -1050.56921471    16.63254114],[-0.11174207  0.0407112  -0.38469511],[-1958.86093003  1850.0972548    823.94296245],[ 0.02889193 -0.0141109   0.60336883]
[ -495.71191105 -1050.56921471    16.63254114],[-0.11174207  0.0407112  -0.38469511],[-1958.86093003  1850.0972548    823.94296245],[ 0.02889193 -0.0141109   0.60336883]
[ -495.70356508 -1050.58341989    16.6168781 ],[-0.11132296  0.04139148 -0.38540964],[-1958.83195902  1850.05753083   823.9246548 ],[ 0.02869946 -0.01425754  0.60346396]
[ -495.70356508 -1050.58341989    16.6168781 ],[-0.11132296  0.04139148 -0.38540964],[-1958.83195902  1850.05753083   823.9246548 ],[ 0.02869946 -0.01425754  0.60346396]
[ -495.70356508 -1050.58341989    16.6168781 ],[-0.11132296  0.04139148 -0.38540964],[-1958.83195902  1850.05753083   823.9246548 ],[ 0.02869946 -0.01425754  0.60346396]
[ -495.70356508 -1050.58341989    16.6168781 ],[-0.11132296  0.04139148 -0.38540964],[-1958.83195902  1850.05753083   823.9246548 ],[ 0.02869946 -0.01425754  0.60346396]
[ -495.74066375 -1050.58975198    16.60749491],[-0.11192571  0.04129024 -0.38513209],[-1958.88524899  1850.10900273   823.99248587],[ 0.02848383 -0.01425789  0.60309947]
[ -495.74066375 -1050.58975198    16.60749491],[-0.11192571  0.04129024 -0.38513209],[-1958.88524899  1850.10900273   823.99248587],[ 0.02848383 -0.01425789  0.60309947]
[ -495.74066375 -1050.58975198    16.60749491],[-0.11192571  0.04129024 -0.38513209],[-1958.88524899  1850.10900273   823.99248587],[ 0.02848383 -0.01425789  0.60309947]
[ -495.74066375 -1050.58975198    16.60749491],[-0.11192571  0.04129024 -0.38513209],[-1958.88524899  1850.10900273   823.99248587],[ 0.02848383 -0.01425789  0.60309947]
[ -495.72169999 -1050.57286138    16.61915274],[-0.11189814  0.04127433 -0.38470864],[-1958.85509519  1850.08722821   823.95712209],[ 0.02855408 -0.01419377  0.60320346]
[ -495.72169999 -1050.57286138    16.61915274],[-0.11189814  0.04127433 -0.38470864],[-1958.85509519  1850.08722821   823.95712209],[ 0.02855408 -0.01419377  0.60320346]
[ -495.72169999 -1050.57286138    16.61915274],[-0.11189814  0.04127433 -0.38470864],[-1958.85509519  1850.08722821   823.95712209],[ 0.02855408 -0.01419377  0.60320346]
[ -495.72169999 -1050.57286138    16.61915274],[-0.11189814  0.04127433 -0.38470864],[-1958.85509519  1850.08722821   823.95712209],[ 0.02855408 -0.01419377  0.60320346]
[ -495.73089523 -1050.59248848    16.59570635],[-0.11219112  0.04180374 -0.38462018],[-1958.86880821  1850.07801354   823.97764207],[ 0.02858646 -0.01428166  0.60316871]
