obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[ -326.12548203 -1078.98838662    50.33537101],[-0.03671746  0.0060169   0.7550182 ],[-926.73091161 1782.101203    874.33815486],[-0.02719963  0.01945084  2.84764082]
[ -326.12548203 -1078.98838662    50.33537101],[-0.03671746  0.0060169   0.7550182 ],[-926.73091161 1782.101203    874.33815486],[-0.02719963  0.01945084  2.84764082]
[ -326.05761223 -1078.94599558    50.45151044],[-0.0363581   0.00546403  0.75450492],[-926.7643686  1782.35295564  874.38685238],[-0.02663918  0.01967174  2.84928332]
[ -326.05761223 -1078.94599558    50.45151044],[-0.0363581   0.00546403  0.75450492],[-926.7643686  1782.35295564  874.38685238],[-0.02663918  0.01967174  2.84928332]
[ -326.05761223 -1078.94599558    50.45151044],[-0.0363581   0.00546403  0.75450492],[-926.7643686  1782.35295564  874.38685238],[-0.02663918  0.01967174  2.84928332]
[ -326.05761223 -1078.94599558    50.45151044],[-0.0363581   0.00546403  0.75450492],[-926.7643686  1782.35295564  874.38685238],[-0.02663918  0.01967174  2.84928332]
[ -325.90419661 -1079.42591722    50.47827519],[-0.05010021  0.00901483  0.76411429],[-926.75125634 1782.39076811  874.3690995 ],[-0.02650547  0.01968937  2.8494866 ]
[ -325.90419661 -1079.42591722    50.47827519],[-0.05010021  0.00901483  0.76411429],[-926.75125634 1782.39076811  874.3690995 ],[-0.02650547  0.01968937  2.8494866 ]
[ -325.90419661 -1079.42591722    50.47827519],[-0.05010021  0.00901483  0.76411429],[-926.75125634 1782.39076811  874.3690995 ],[-0.02650547  0.01968937  2.8494866 ]
[ -325.90419661 -1079.42591722    50.47827519],[-0.05010021  0.00901483  0.76411429],[-926.75125634 1782.39076811  874.3690995 ],[-0.02650547  0.01968937  2.8494866 ]
[ -325.57167432 -1079.77049211    50.98554256],[-0.05413631  0.00888365  0.7673468 ],[-927.31142856 1783.72668438  874.99443432],[-0.01929187  0.01137443  2.86095585]
[ -325.57167432 -1079.77049211    50.98554256],[-0.05413631  0.00888365  0.7673468 ],[-927.31142856 1783.72668438  874.99443432],[-0.01929187  0.01137443  2.86095585]
[ -325.57167432 -1079.77049211    50.98554256],[-0.05413631  0.00888365  0.7673468 ],[-927.31142856 1783.72668438  874.99443432],[-0.01929187  0.01137443  2.86095585]
[ -325.57167432 -1079.77049211    50.98554256],[-0.05413631  0.00888365  0.7673468 ],[-927.31142856 1783.72668438  874.99443432],[-0.01929187  0.01137443  2.86095585]
[ -325.36183679 -1079.77469947    51.15427653],[-0.05251898  0.01228477  0.7738633 ],[-927.28042183 1783.84860026  875.11077717],[-0.01992142  0.01199496  2.86056971]
[ -325.36183679 -1079.77469947    51.15427653],[-0.05251898  0.01228477  0.7738633 ],[-927.28042183 1783.84860026  875.11077717],[-0.01992142  0.01199496  2.86056971]
[ -325.36183679 -1079.77469947    51.15427653],[-0.05251898  0.01228477  0.7738633 ],[-927.28042183 1783.84860026  875.11077717],[-0.01992142  0.01199496  2.86056971]
[ -325.36183679 -1079.77469947    51.15427653],[-0.05251898  0.01228477  0.7738633 ],[-927.28042183 1783.84860026  875.11077717],[-0.01992142  0.01199496  2.86056971]
[ -325.85034275 -1079.82602929    51.16286472],[-0.05239926  0.01858853  0.77331244],[-927.17725901 1783.81838665  875.09634978],[-0.02044723  0.01200052  2.86083237]
[ -325.85034275 -1079.82602929    51.16286472],[-0.05239926  0.01858853  0.77331244],[-927.17725901 1783.81838665  875.09634978],[-0.02044723  0.01200052  2.86083237]
[ -325.85034275 -1079.82602929    51.16286472],[-0.05239926  0.01858853  0.77331244],[-927.17725901 1783.81838665  875.09634978],[-0.02044723  0.01200052  2.86083237]
[ -325.85034275 -1079.82602929    51.16286472],[-0.05239926  0.01858853  0.77331244],[-927.17725901 1783.81838665  875.09634978],[-0.02044723  0.01200052  2.86083237]
[ -326.0710016 -1079.8537777    51.2154666],[-0.05650386  0.01773144  0.76950324],[-927.21647072 1783.93782616  875.13221025],[-0.02027942  0.01177657  2.86093708]
[ -326.0710016 -1079.8537777    51.2154666],[-0.05650386  0.01773144  0.76950324],[-927.21647072 1783.93782616  875.13221025],[-0.02027942  0.01177657  2.86093708]
[ -326.0710016 -1079.8537777    51.2154666],[-0.05650386  0.01773144  0.76950324],[-927.21647072 1783.93782616  875.13221025],[-0.02027942  0.01177657  2.86093708]
[ -326.0710016 -1079.8537777    51.2154666],[-0.05650386  0.01773144  0.76950324],[-927.21647072 1783.93782616  875.13221025],[-0.02027942  0.01177657  2.86093708]
[ -325.92803489 -1080.0026983     51.34821312],[-0.05248976  0.01666169  0.7707705 ],[-927.16470545 1783.88536312  875.11925979],[-0.02028075  0.01215551  2.86108125]
[ -325.92803489 -1080.0026983     51.34821312],[-0.05248976  0.01666169  0.7707705 ],[-927.16470545 1783.88536312  875.11925979],[-0.02028075  0.01215551  2.86108125]
[ -325.92803489 -1080.0026983     51.34821312],[-0.05248976  0.01666169  0.7707705 ],[-927.16470545 1783.88536312  875.11925979],[-0.02028075  0.01215551  2.86108125]
[ -325.92803489 -1080.0026983     51.34821312],[-0.05248976  0.01666169  0.7707705 ],[-927.16470545 1783.88536312  875.11925979],[-0.02028075  0.01215551  2.86108125]
[ -325.36589465 -1079.74965446    51.23050467],[-0.05246791  0.0128762   0.77400462],[-926.78379358 1782.54337486  874.52447812],[-0.02822818  0.01960584  2.8472749 ]
[ -325.36589465 -1079.74965446    51.23050467],[-0.05246791  0.0128762   0.77400462],[-926.78379358 1782.54337486  874.52447812],[-0.02822818  0.01960584  2.8472749 ]
[ -325.36589465 -1079.74965446    51.23050467],[-0.05246791  0.0128762   0.77400462],[-926.78379358 1782.54337486  874.52447812],[-0.02822818  0.01960584  2.8472749 ]
[ -325.36589465 -1079.74965446    51.23050467],[-0.05246791  0.0128762   0.77400462],[-926.78379358 1782.54337486  874.52447812],[-0.02822818  0.01960584  2.8472749 ]
[ -325.63873684 -1079.76283201    51.03717169],[-0.04931101  0.01032254  0.76852504],[-926.92866825 1782.41092585  874.52733242],[-0.0279449   0.01910905  2.84711043]
[ -325.63873684 -1079.76283201    51.03717169],[-0.04931101  0.01032254  0.76852504],[-926.92866825 1782.41092585  874.52733242],[-0.0279449   0.01910905  2.84711043]
[ -325.63873684 -1079.76283201    51.03717169],[-0.04931101  0.01032254  0.76852504],[-926.92866825 1782.41092585  874.52733242],[-0.0279449   0.01910905  2.84711043]
[ -325.63873684 -1079.76283201    51.03717169],[-0.04931101  0.01032254  0.76852504],[-926.92866825 1782.41092585  874.52733242],[-0.0279449   0.01910905  2.84711043]
[ -325.60771175 -1079.77599883    51.03302154],[-0.04929563  0.01001032  0.76879974],[-927.02432441 1782.32990756  874.56887776],[-0.02782662  0.0185852   2.84760947]
[ -325.60771175 -1079.77599883    51.03302154],[-0.04929563  0.01001032  0.76879974],[-927.02432441 1782.32990756  874.56887776],[-0.02782662  0.0185852   2.84760947]
[ -325.60771175 -1079.77599883    51.03302154],[-0.04929563  0.01001032  0.76879974],[-927.02432441 1782.32990756  874.56887776],[-0.02782662  0.0185852   2.84760947]
[ -325.60771175 -1079.77599883    51.03302154],[-0.04929563  0.01001032  0.76879974],[-927.02432441 1782.32990756  874.56887776],[-0.02782662  0.0185852   2.84760947]
[ -325.69994172 -1079.5315923     50.96980073],[-0.04611943  0.01247238  0.75940257],[-926.83680799 1782.08858788  874.60718328],[-0.02825615  0.01567553  2.85199015]
[ -325.69994172 -1079.5315923     50.96980073],[-0.04611943  0.01247238  0.75940257],[-926.83680799 1782.08858788  874.60718328],[-0.02825615  0.01567553  2.85199015]
[ -325.69994172 -1079.5315923     50.96980073],[-0.04611943  0.01247238  0.75940257],[-926.83680799 1782.08858788  874.60718328],[-0.02825615  0.01567553  2.85199015]
[ -325.69994172 -1079.5315923     50.96980073],[-0.04611943  0.01247238  0.75940257],[-926.83680799 1782.08858788  874.60718328],[-0.02825615  0.01567553  2.85199015]
[ -325.3690011  -1079.73941287    51.28265322],[-0.04473018  0.00782531  0.75349098],[-926.87523004 1782.24469757  874.74498594],[-0.02909941  0.01474351  2.85346264]
[ -325.3690011  -1079.73941287    51.28265322],[-0.04473018  0.00782531  0.75349098],[-926.87523004 1782.24469757  874.74498594],[-0.02909941  0.01474351  2.85346264]
[ -325.3690011  -1079.73941287    51.28265322],[-0.04473018  0.00782531  0.75349098],[-926.87523004 1782.24469757  874.74498594],[-0.02909941  0.01474351  2.85346264]
[ -325.3690011  -1079.73941287    51.28265322],[-0.04473018  0.00782531  0.75349098],[-926.87523004 1782.24469757  874.74498594],[-0.02909941  0.01474351  2.85346264]
[ -325.07669731 -1079.83900529    51.46111523],[-0.04435373  0.0098201   0.75581204],[-927.06259937 1782.41648029  874.83662683],[-0.02899354  0.01434028  2.85341767]
[ -325.07669731 -1079.83900529    51.46111523],[-0.04435373  0.0098201   0.75581204],[-927.06259937 1782.41648029  874.83662683],[-0.02899354  0.01434028  2.85341767]
[ -325.07669731 -1079.83900529    51.46111523],[-0.04435373  0.0098201   0.75581204],[-927.06259937 1782.41648029  874.83662683],[-0.02899354  0.01434028  2.85341767]
[ -325.07669731 -1079.83900529    51.46111523],[-0.04435373  0.0098201   0.75581204],[-927.06259937 1782.41648029  874.83662683],[-0.02899354  0.01434028  2.85341767]
[ -325.73940253 -1079.45523704    51.06176373],[-0.03848894 -0.01282797  0.73862763],[-927.2321195  1782.59630717  874.89167262],[-0.02978715  0.01333092  2.85375634]
[ -325.73940253 -1079.45523704    51.06176373],[-0.03848894 -0.01282797  0.73862763],[-927.2321195  1782.59630717  874.89167262],[-0.02978715  0.01333092  2.85375634]
[ -325.73940253 -1079.45523704    51.06176373],[-0.03848894 -0.01282797  0.73862763],[-927.2321195  1782.59630717  874.89167262],[-0.02978715  0.01333092  2.85375634]
[ -325.73940253 -1079.45523704    51.06176373],[-0.03848894 -0.01282797  0.73862763],[-927.2321195  1782.59630717  874.89167262],[-0.02978715  0.01333092  2.85375634]
[ -325.66469299 -1079.54903887    51.0368603 ],[-0.03984572 -0.01404969  0.73973321],[-927.4157867  1782.76481397  874.94131977],[-0.03020918  0.01062494  2.85357772]
[ -325.66469299 -1079.54903887    51.0368603 ],[-0.03984572 -0.01404969  0.73973321],[-927.4157867  1782.76481397  874.94131977],[-0.03020918  0.01062494  2.85357772]
[ -325.66469299 -1079.54903887    51.0368603 ],[-0.03984572 -0.01404969  0.73973321],[-927.4157867  1782.76481397  874.94131977],[-0.03020918  0.01062494  2.85357772]
[ -325.66469299 -1079.54903887    51.0368603 ],[-0.03984572 -0.01404969  0.73973321],[-927.4157867  1782.76481397  874.94131977],[-0.03020918  0.01062494  2.85357772]
[ -325.91104868 -1079.49598634    50.90385018],[-0.03749905 -0.01009636  0.73802611],[-927.58515807 1782.91487201  875.07257291],[-0.03066301  0.01042572  2.85363349]
[ -325.91104868 -1079.49598634    50.90385018],[-0.03749905 -0.01009636  0.73802611],[-927.58515807 1782.91487201  875.07257291],[-0.03066301  0.01042572  2.85363349]
[ -325.91104868 -1079.49598634    50.90385018],[-0.03749905 -0.01009636  0.73802611],[-927.58515807 1782.91487201  875.07257291],[-0.03066301  0.01042572  2.85363349]
[ -325.91104868 -1079.49598634    50.90385018],[-0.03749905 -0.01009636  0.73802611],[-927.58515807 1782.91487201  875.07257291],[-0.03066301  0.01042572  2.85363349]
[ -325.91104868 -1079.49598634    50.90385018],[-0.03749905 -0.01009636  0.73802611],[-927.58515807 1782.91487201  875.07257291],[-0.03066301  0.01042572  2.85363349]
[ -325.75932614 -1079.38039728    50.95345185],[-0.03787134 -0.00351292  0.74225853],[-927.84020633 1783.03855768  875.16635068],[-0.03216967  0.01060126  2.8525484 ]
[ -325.75932614 -1079.38039728    50.95345185],[-0.03787134 -0.00351292  0.74225853],[-927.84020633 1783.03855768  875.16635068],[-0.03216967  0.01060126  2.8525484 ]
[ -325.75932614 -1079.38039728    50.95345185],[-0.03787134 -0.00351292  0.74225853],[-927.84020633 1783.03855768  875.16635068],[-0.03216967  0.01060126  2.8525484 ]
[ -325.5851875  -1079.40974142    51.09916578],[-0.03856761 -0.00475259  0.74374574],[-928.03185814 1782.9941347   875.18247771],[-0.03134818  0.00898104  2.85337736]
[ -325.5851875  -1079.40974142    51.09916578],[-0.03856761 -0.00475259  0.74374574],[-928.03185814 1782.9941347   875.18247771],[-0.03134818  0.00898104  2.85337736]
[ -325.5851875  -1079.40974142    51.09916578],[-0.03856761 -0.00475259  0.74374574],[-928.03185814 1782.9941347   875.18247771],[-0.03134818  0.00898104  2.85337736]
[ -325.5851875  -1079.40974142    51.09916578],[-0.03856761 -0.00475259  0.74374574],[-928.03185814 1782.9941347   875.18247771],[-0.03134818  0.00898104  2.85337736]
[ -325.58317015 -1079.39941209    51.01198202],[-0.03793967 -0.00479625  0.74353389],[-928.78913102 1783.15972823  875.26151423],[-0.03095225  0.00858084  2.84933145]
[ -325.58317015 -1079.39941209    51.01198202],[-0.03793967 -0.00479625  0.74353389],[-928.78913102 1783.15972823  875.26151423],[-0.03095225  0.00858084  2.84933145]
[ -325.58317015 -1079.39941209    51.01198202],[-0.03793967 -0.00479625  0.74353389],[-928.78913102 1783.15972823  875.26151423],[-0.03095225  0.00858084  2.84933145]
[ -325.58317015 -1079.39941209    51.01198202],[-0.03793967 -0.00479625  0.74353389],[-928.78913102 1783.15972823  875.26151423],[-0.03095225  0.00858084  2.84933145]
[ -325.55500993 -1079.39483441    51.03495638],[-0.03849159 -0.00541132  0.74357904],[-929.37167435 1783.31275327  875.4819629 ],[-0.03191982  0.00564478  2.8491363 ]
[ -325.55500993 -1079.39483441    51.03495638],[-0.03849159 -0.00541132  0.74357904],[-929.37167435 1783.31275327  875.4819629 ],[-0.03191982  0.00564478  2.8491363 ]
[ -325.55500993 -1079.39483441    51.03495638],[-0.03849159 -0.00541132  0.74357904],[-929.37167435 1783.31275327  875.4819629 ],[-0.03191982  0.00564478  2.8491363 ]
[ -325.55500993 -1079.39483441    51.03495638],[-0.03849159 -0.00541132  0.74357904],[-929.37167435 1783.31275327  875.4819629 ],[-0.03191982  0.00564478  2.8491363 ]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.59225079 -1079.37377434    51.00548531],[-0.03797141 -0.00462815  0.74334495],[-930.67950262 1783.68751036  875.92381567],[-0.03127409 -0.00574231  2.84792073]
[ -325.75813221 -1079.39740466    50.90928171],[-0.03683104 -0.00203434  0.74212315],[-934.16873123 1786.8477342   878.09242611],[-0.03863482 -0.0513134   2.87124372]
[ -325.75813221 -1079.39740466    50.90928171],[-0.03683104 -0.00203434  0.74212315],[-934.16873123 1786.8477342   878.09242611],[-0.03863482 -0.0513134   2.87124372]
[ -325.75813221 -1079.39740466    50.90928171],[-0.03683104 -0.00203434  0.74212315],[-934.16873123 1786.8477342   878.09242611],[-0.03863482 -0.0513134   2.87124372]
[ -325.75813221 -1079.39740466    50.90928171],[-0.03683104 -0.00203434  0.74212315],[-934.16873123 1786.8477342   878.09242611],[-0.03863482 -0.0513134   2.87124372]
[ -325.78850856 -1079.32648584    50.91033885],[-0.03573532 -0.00164931  0.74173877],[-937.51245146 1788.28799702  878.54512936],[-0.03980073 -0.06450194  2.86219923]
[ -325.78850856 -1079.32648584    50.91033885],[-0.03573532 -0.00164931  0.74173877],[-937.51245146 1788.28799702  878.54512936],[-0.03980073 -0.06450194  2.86219923]
[ -325.78850856 -1079.32648584    50.91033885],[-0.03573532 -0.00164931  0.74173877],[-937.51245146 1788.28799702  878.54512936],[-0.03980073 -0.06450194  2.86219923]
[ -325.78850856 -1079.32648584    50.91033885],[-0.03573532 -0.00164931  0.74173877],[-937.51245146 1788.28799702  878.54512936],[-0.03980073 -0.06450194  2.86219923]
[ -325.76347845 -1079.38041703    50.87755448],[-0.0363898  -0.0022483   0.74204148],[-938.55781697 1788.32942881  879.32835502],[-0.05149138 -0.08888657  2.86397862]
[ -325.76347845 -1079.38041703    50.87755448],[-0.0363898  -0.0022483   0.74204148],[-938.55781697 1788.32942881  879.32835502],[-0.05149138 -0.08888657  2.86397862]
[ -325.76347845 -1079.38041703    50.87755448],[-0.0363898  -0.0022483   0.74204148],[-938.55781697 1788.32942881  879.32835502],[-0.05149138 -0.08888657  2.86397862]
[ -325.76347845 -1079.38041703    50.87755448],[-0.0363898  -0.0022483   0.74204148],[-938.55781697 1788.32942881  879.32835502],[-0.05149138 -0.08888657  2.86397862]
[ -325.64672234 -1079.4008755     50.96967758],[-0.03753227 -0.00386157  0.74310573],[-941.62398472 1789.78968946  879.81121403],[-0.05159945 -0.09403375  2.85519693]
[ -325.64672234 -1079.4008755     50.96967758],[-0.03753227 -0.00386157  0.74310573],[-941.62398472 1789.78968946  879.81121403],[-0.05159945 -0.09403375  2.85519693]
[ -325.64672234 -1079.4008755     50.96967758],[-0.03753227 -0.00386157  0.74310573],[-941.62398472 1789.78968946  879.81121403],[-0.05159945 -0.09403375  2.85519693]
[ -325.64672234 -1079.4008755     50.96967758],[-0.03753227 -0.00386157  0.74310573],[-941.62398472 1789.78968946  879.81121403],[-0.05159945 -0.09403375  2.85519693]
[ -325.12788208 -1079.90201298    50.63968599],[-0.03933528 -0.01270816  0.74804084],[-942.57793602 1790.08347241  880.15659595],[-0.05668263 -0.11000969  2.85372008]
[ -325.12788208 -1079.90201298    50.63968599],[-0.03933528 -0.01270816  0.74804084],[-942.57793602 1790.08347241  880.15659595],[-0.05668263 -0.11000969  2.85372008]
[ -325.12788208 -1079.90201298    50.63968599],[-0.03933528 -0.01270816  0.74804084],[-942.57793602 1790.08347241  880.15659595],[-0.05668263 -0.11000969  2.85372008]
[ -325.12788208 -1079.90201298    50.63968599],[-0.03933528 -0.01270816  0.74804084],[-942.57793602 1790.08347241  880.15659595],[-0.05668263 -0.11000969  2.85372008]
[ -325.55723064 -1079.521803      51.00260171],[-0.03974175 -0.00519862  0.74364065],[-943.61699459 1790.16457478  881.14079082],[-0.06157078 -0.11589104  2.85596429]
[ -325.55723064 -1079.521803      51.00260171],[-0.03974175 -0.00519862  0.74364065],[-943.61699459 1790.16457478  881.14079082],[-0.06157078 -0.11589104  2.85596429]
[ -325.55723064 -1079.521803      51.00260171],[-0.03974175 -0.00519862  0.74364065],[-943.61699459 1790.16457478  881.14079082],[-0.06157078 -0.11589104  2.85596429]
[ -325.55723064 -1079.521803      51.00260171],[-0.03974175 -0.00519862  0.74364065],[-943.61699459 1790.16457478  881.14079082],[-0.06157078 -0.11589104  2.85596429]
[ -325.73495642 -1079.47118542    50.63942979],[-0.0396147   0.0047232   0.74107485],[-945.19256644 1790.61294894  882.40343407],[-0.05962583 -0.11810233  2.85912452]
[ -325.73495642 -1079.47118542    50.63942979],[-0.0396147   0.0047232   0.74107485],[-945.19256644 1790.61294894  882.40343407],[-0.05962583 -0.11810233  2.85912452]
[ -325.73495642 -1079.47118542    50.63942979],[-0.0396147   0.0047232   0.74107485],[-945.19256644 1790.61294894  882.40343407],[-0.05962583 -0.11810233  2.85912452]
[ -325.73495642 -1079.47118542    50.63942979],[-0.0396147   0.0047232   0.74107485],[-945.19256644 1790.61294894  882.40343407],[-0.05962583 -0.11810233  2.85912452]
[ -325.70714029 -1078.63971943    51.12003494],[-0.03082125  0.00739259  0.74094601],[-946.73886882 1790.50606847  883.91195223],[-0.05844843 -0.12241705  2.86114697]
[ -325.70714029 -1078.63971943    51.12003494],[-0.03082125  0.00739259  0.74094601],[-946.73886882 1790.50606847  883.91195223],[-0.05844843 -0.12241705  2.86114697]
[ -325.70714029 -1078.63971943    51.12003494],[-0.03082125  0.00739259  0.74094601],[-946.73886882 1790.50606847  883.91195223],[-0.05844843 -0.12241705  2.86114697]
[ -325.70714029 -1078.63971943    51.12003494],[-0.03082125  0.00739259  0.74094601],[-946.73886882 1790.50606847  883.91195223],[-0.05844843 -0.12241705  2.86114697]
[ -325.81559836 -1079.36344758    51.01731308],[-0.03375669  0.00542857  0.74487935],[-949.34162886 1791.37155992  885.52709527],[-0.05310075 -0.12778996  2.863771  ]
[ -325.81559836 -1079.36344758    51.01731308],[-0.03375669  0.00542857  0.74487935],[-949.34162886 1791.37155992  885.52709527],[-0.05310075 -0.12778996  2.863771  ]
[ -325.81559836 -1079.36344758    51.01731308],[-0.03375669  0.00542857  0.74487935],[-949.34162886 1791.37155992  885.52709527],[-0.05310075 -0.12778996  2.863771  ]
[ -325.81559836 -1079.36344758    51.01731308],[-0.03375669  0.00542857  0.74487935],[-949.34162886 1791.37155992  885.52709527],[-0.05310075 -0.12778996  2.863771  ]
[ -327.70343049 -1077.0124732     47.92733483],[0.04788561 0.06491851 0.72071073],[-950.86150969 1791.20588827  887.66937876],[-0.05753708 -0.13907266  2.86361183]
[ -327.70343049 -1077.0124732     47.92733483],[0.04788561 0.06491851 0.72071073],[-950.86150969 1791.20588827  887.66937876],[-0.05753708 -0.13907266  2.86361183]
[ -327.70343049 -1077.0124732     47.92733483],[0.04788561 0.06491851 0.72071073],[-950.86150969 1791.20588827  887.66937876],[-0.05753708 -0.13907266  2.86361183]
[ -327.70343049 -1077.0124732     47.92733483],[0.04788561 0.06491851 0.72071073],[-950.86150969 1791.20588827  887.66937876],[-0.05753708 -0.13907266  2.86361183]
[ -327.57446652 -1078.08466351    47.46469218],[0.04016003 0.08158051 0.71393857],[-953.85573285 1791.14576331  890.25526136],[-0.0620232  -0.1432522   2.84999514]
[ -327.57446652 -1078.08466351    47.46469218],[0.04016003 0.08158051 0.71393857],[-953.85573285 1791.14576331  890.25526136],[-0.0620232  -0.1432522   2.84999514]
[ -327.57446652 -1078.08466351    47.46469218],[0.04016003 0.08158051 0.71393857],[-953.85573285 1791.14576331  890.25526136],[-0.0620232  -0.1432522   2.84999514]
[ -327.57446652 -1078.08466351    47.46469218],[0.04016003 0.08158051 0.71393857],[-953.85573285 1791.14576331  890.25526136],[-0.0620232  -0.1432522   2.84999514]
[ -327.78605525 -1079.2307222     48.17167615],[0.02031851 0.07373713 0.7266765 ],[-959.29341059 1791.76256506  893.82471911],[-0.0609828  -0.13427236  2.82418585]
[ -327.78605525 -1079.2307222     48.17167615],[0.02031851 0.07373713 0.7266765 ],[-959.29341059 1791.76256506  893.82471911],[-0.0609828  -0.13427236  2.82418585]
[ -327.78605525 -1079.2307222     48.17167615],[0.02031851 0.07373713 0.7266765 ],[-959.29341059 1791.76256506  893.82471911],[-0.0609828  -0.13427236  2.82418585]
[ -327.78605525 -1079.2307222     48.17167615],[0.02031851 0.07373713 0.7266765 ],[-959.29341059 1791.76256506  893.82471911],[-0.0609828  -0.13427236  2.82418585]
[ -327.71039535 -1080.29104288    48.39368478],[0.00565706 0.07149424 0.71902345],[-963.08727847 1792.49257827  898.34852657],[-0.06230344 -0.13117711  2.80726945]
[ -327.71039535 -1080.29104288    48.39368478],[0.00565706 0.07149424 0.71902345],[-963.08727847 1792.49257827  898.34852657],[-0.06230344 -0.13117711  2.80726945]
[ -327.71039535 -1080.29104288    48.39368478],[0.00565706 0.07149424 0.71902345],[-963.08727847 1792.49257827  898.34852657],[-0.06230344 -0.13117711  2.80726945]
[ -327.71039535 -1080.29104288    48.39368478],[0.00565706 0.07149424 0.71902345],[-963.08727847 1792.49257827  898.34852657],[-0.06230344 -0.13117711  2.80726945]
[ -328.23419737 -1077.49500405    47.52260455],[0.0360615  0.06499488 0.72392797],[-964.35965397 1790.73685311  901.57104981],[-0.085494   -0.15272779  2.78050683]
[ -328.23419737 -1077.49500405    47.52260455],[0.0360615  0.06499488 0.72392797],[-964.35965397 1790.73685311  901.57104981],[-0.085494   -0.15272779  2.78050683]
[ -328.23419737 -1077.49500405    47.52260455],[0.0360615  0.06499488 0.72392797],[-964.35965397 1790.73685311  901.57104981],[-0.085494   -0.15272779  2.78050683]
[ -328.23419737 -1077.49500405    47.52260455],[0.0360615  0.06499488 0.72392797],[-964.35965397 1790.73685311  901.57104981],[-0.085494   -0.15272779  2.78050683]
[ -327.1423221  -1079.12461018    49.80673255],[-0.00788705  0.04066451  0.73065492],[-967.6623013  1790.80279363  905.95195791],[-0.09464659 -0.15705833  2.76461559]
[ -327.1423221  -1079.12461018    49.80673255],[-0.00788705  0.04066451  0.73065492],[-967.6623013  1790.80279363  905.95195791],[-0.09464659 -0.15705833  2.76461559]
[ -327.1423221  -1079.12461018    49.80673255],[-0.00788705  0.04066451  0.73065492],[-967.6623013  1790.80279363  905.95195791],[-0.09464659 -0.15705833  2.76461559]
[ -327.1423221  -1079.12461018    49.80673255],[-0.00788705  0.04066451  0.73065492],[-967.6623013  1790.80279363  905.95195791],[-0.09464659 -0.15705833  2.76461559]
[ -325.66838234 -1079.247361      50.93621637],[-0.03718354  0.00328715  0.74538255],[-971.07859852 1791.09313669  910.46919442],[-0.1000393  -0.1570882   2.75579981]
[ -325.86277805 -1079.16772619    50.75191255],[-0.03380599  0.00614169  0.74371872],[-973.95757742 1790.8012564   914.70724276],[-0.10835325 -0.15665152  2.74949546]
[ -325.86277805 -1079.16772619    50.75191255],[-0.03380599  0.00614169  0.74371872],[-973.95757742 1790.8012564   914.70724276],[-0.10835325 -0.15665152  2.74949546]
[ -325.97933307 -1078.85800822    50.58273682],[-0.02735351  0.01053479  0.74574532],[-977.50319171 1790.86995607  918.97087492],[-0.11342453 -0.14375947  2.74466305]
[ -325.97933307 -1078.85800822    50.58273682],[-0.02735351  0.01053479  0.74574532],[-977.50319171 1790.86995607  918.97087492],[-0.11342453 -0.14375947  2.74466305]
[ -325.97933307 -1078.85800822    50.58273682],[-0.02735351  0.01053479  0.74574532],[-977.50319171 1790.86995607  918.97087492],[-0.11342453 -0.14375947  2.74466305]
[ -325.97933307 -1078.85800822    50.58273682],[-0.02735351  0.01053479  0.74574532],[-977.50319171 1790.86995607  918.97087492],[-0.11342453 -0.14375947  2.74466305]
[ -325.72568015 -1078.88700996    50.66945624],[-0.0290494   0.00739668  0.74844414],[-980.20204156 1790.18308592  922.62952073],[-0.11873353 -0.13482405  2.74031591]
[ -325.72568015 -1078.88700996    50.66945624],[-0.0290494   0.00739668  0.74844414],[-980.20204156 1790.18308592  922.62952073],[-0.11873353 -0.13482405  2.74031591]
