obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-659.98890693 1829.20188806  780.08990743],[-0.06034567 -0.00357582 -2.76903081],[-927.55140935 1784.62342605  875.60844079],[-0.01534674  0.01897985  2.86154335]
[-659.77628892 1829.14219092  780.14498073],[-0.0629466  -0.00571876 -2.76771581],[-927.34623871 1784.5356586   875.34813808],[-0.01506667  0.01437342  2.86176112]
[-659.84824926 1829.14090387  780.03440158],[-0.06214615 -0.00416737 -2.76888307],[-927.4300255  1784.50801063  875.35250645],[-0.01525972  0.01395154  2.86061215]
[-659.82586925 1829.15186336  780.01081599],[-0.06091695 -0.00374639 -2.76793971],[-927.38469315 1784.46020585  875.3222318 ],[-0.01503985  0.01393599  2.8609958 ]
[-659.94432487 1829.1031838   780.05311615],[-0.06036371 -0.0028923  -2.76911054],[-927.32262951 1784.37950251  875.39095044],[-0.01479202  0.01384163  2.86130741]
[-659.92461134 1829.09804786  780.11891627],[-0.06090769 -0.00437353 -2.76888671],[-927.34577679 1784.42683113  875.46937153],[-0.01549438  0.01356191  2.86148635]
[-660.01622008 1828.88655177  780.2243978 ],[-6.01743692e-02  4.04405764e-04 -2.76520928e+00],[-927.42314556 1784.51898724  875.38897053],[-0.01457828  0.01370541  2.86157046]
[-659.84531505 1829.13424672  780.05934492],[-0.06177414 -0.00402952 -2.76834612],[-927.44473482 1784.56539969  875.32415016],[-0.01464699  0.01495274  2.86153915]
[-659.91899285 1829.21615849  779.99270387],[-0.06041047 -0.00277687 -2.76880692],[-927.35051512 1784.48654332  875.32427613],[-0.0152771   0.01474997  2.86121142]
[-659.88944672 1829.17487234  780.06390515],[-0.06148295 -0.00418589 -2.76836338],[-927.28101938 1784.55936981  875.1757335 ],[-0.01345639  0.01364508  2.86301798]
[-659.92935757 1829.17474553  780.09240156],[-0.06163809 -0.00449203 -2.76892491],[-926.95488987 1788.35550392  871.41227157],[0.0403792  0.00850174 2.87413334]
[-659.86473007 1829.10526816  780.19456854],[-0.06205078 -0.00497355 -2.76755219],[-926.96911655 1788.35676232  871.40011588],[0.04082202 0.0085459  2.87403805]
[-659.8639964  1828.8665024   780.24440974],[-6.11916750e-02 -7.69767953e-04 -2.76404393e+00],[-927.23643899 1783.5796529   874.92570613],[-0.01988189  0.01421125  2.85761463]
[-659.89766541 1828.84698954  780.17845199],[-6.09510236e-02 -3.87685057e-04 -2.76429582e+00],[-927.33030808 1784.37585837  875.33211571],[-0.01513985  0.01401084  2.86121669]
[-659.90487259 1829.59843515  780.20303265],[-0.06107764 -0.00710207 -2.76334481],[-927.71902147 1785.16001427  875.37314913],[-0.01337858  0.02189592  2.86603603]
[-659.94008084 1829.1754226   780.02264783],[-6.01042672e-02 -2.72340183e-03 -2.76918533e+00],[-927.7938904  1785.23262287  875.43911924],[-0.01375506  0.02246648  2.86562806]
[-660.02750766 1829.286513    780.10652052],[-0.05983741 -0.00329449 -2.76899162],[-927.74439131 1785.23754073  875.46233978],[-0.01369414  0.0221676   2.86599398]
[-659.81418293 1829.13795378  780.14251532],[-0.06251011 -0.00535392 -2.76785013],[-927.77410291 1785.19780368  875.3424377 ],[-0.01336103  0.02310557  2.86538582]
[-659.93051943 1829.16471667  780.00792238],[-0.06032235 -0.00303273 -2.76873097],[-927.32589366 1783.66185355  875.14960153],[-0.02034553  0.01882041  2.85765431]
[-659.84322896 1828.86896958  780.19414842],[-6.14636411e-02 -1.10906827e-03 -2.76403791e+00],[-927.34649543 1783.71037023  875.18051718],[-0.01983295  0.01860282  2.85839873]
[-659.87079486 1828.82269575  780.20874753],[-6.15009870e-02 -4.59937676e-04 -2.76413125e+00],[-927.27256707 1783.68989498  875.2131484 ],[-0.02026106  0.0195679   2.85888835]
[-659.80115091 1829.08263557  780.10220254],[-0.06185332 -0.00521002 -2.76743807],[-927.52332954 1784.54177081  875.68139795],[-0.01549727  0.01894314  2.86157289]
[-659.91397015 1829.18336739  780.13238805],[-0.06128392 -0.00459843 -2.76804842],[-927.44173087 1784.53120098  875.38426284],[-0.01484559  0.0137817   2.86122726]
[-659.90455842 1829.18239035  780.02787967],[-0.06029423 -0.00346175 -2.76836013],[-927.43594605 1784.53199582  875.37806256],[-0.01526352  0.01412602  2.86107987]
[-659.86516013 1829.20202714  780.1025137 ],[-0.06180159 -0.00492855 -2.76780397],[-927.41816382 1784.50783417  875.34785103],[-0.01518482  0.01399678  2.86086191]
[-659.88767563 1829.13887906  780.04008656],[-0.06151369 -0.00390478 -2.76876973],[-927.35771614 1784.48790448  875.31569477],[-0.01489555  0.0149257   2.86174397]
[-659.9008482  1828.89730031  780.22596065],[-6.08725402e-02 -7.40490325e-04 -2.76440308e+00],[-927.39715264 1784.49649127  875.36117301],[-0.01430197  0.01335365  2.86181845]
[-660.02571636 1828.88288065  780.35072026],[-6.26371264e-02  1.15653813e-05 -2.76566790e+00],[-927.41639357 1784.42591338  875.34624349],[-0.01489354  0.01427202  2.86119038]
[-659.91249593 1828.83392692  780.25176947],[-6.15249291e-02 -8.23503022e-04 -2.76475913e+00],[-927.31741505 1784.44339597  875.33097424],[-0.01486889  0.01398311  2.86181128]
[-659.92115193 1829.165735    780.04216865],[-0.06124892 -0.00353603 -2.76864311],[-927.13790234 1783.62326762  874.91984857],[-0.01962472  0.01371297  2.85840343]
[-659.90096007 1829.15520676  779.99570208],[-0.06089683 -0.00298113 -2.76959193],[-927.32862344 1784.46830647  875.37498133],[-0.01531747  0.0138777   2.86129977]
[-659.95152835 1829.17289284  780.11234493],[-0.06116762 -0.0036276  -2.76893338],[-927.31078547 1784.5058247   875.40390201],[-0.01512573  0.01336581  2.86185339]
[-659.88831611 1829.12357024  780.14887329],[-0.0626524  -0.00481998 -2.76856844],[-927.45181871 1784.5103224   875.42393186],[-0.01511503  0.01404854  2.86091489]
[-659.85283942 1829.05943937  780.11401626],[-0.06242506 -0.0048814  -2.76828975],[-927.41417766 1784.45841898  875.36393519],[-0.01504682  0.01432691  2.86131064]
[-659.87053066 1829.07581882  780.06379133],[-0.06126738 -0.00459681 -2.76816803],[-927.39680734 1784.40248104  875.3487606 ],[-0.01541185  0.01375211  2.86055847]
[-659.84227702 1828.8127461   780.24432757],[-6.24675389e-02 -1.39072092e-03 -2.76445577e+00],[-927.3532053  1784.43504449  875.35927366],[-0.01512893  0.01443776  2.86140355]
[-659.9042835  1829.11802022  780.12218471],[-0.06151326 -0.00444584 -2.76817035],[-927.35693775 1784.44912141  875.39393071],[-0.01518794  0.01426204  2.86111285]
[-659.95230897 1829.17202098  780.11219579],[-0.06153608 -0.00446336 -2.76940141],[-927.46276137 1784.57439177  875.39979076],[-0.01494434  0.01411066  2.86107404]
[-659.96011183 1829.23293761  780.00509091],[-5.94126160e-02 -2.75436957e-03 -2.76919385e+00],[-927.43897773 1784.53976934  875.34968304],[-0.01509304  0.01420036  2.86107768]
[-659.84799235 1829.11421654  780.11291392],[-0.06252409 -0.0051839  -2.76827748],[-927.32845444 1784.46256301  875.3517453 ],[-0.01521262  0.01400753  2.86134864]
[-659.89512306 1828.89011495  780.17658988],[-6.08939279e-02 -2.75518240e-04 -2.76445601e+00],[-927.42210443 1784.48246539  875.34438653],[-0.01464015  0.01411527  2.86147414]
[-659.96257062 1828.89301817  780.20629545],[-6.05838113e-02 -6.33477858e-05 -2.76473289e+00],[-927.46620583 1784.46209527  875.38729914],[-0.01500058  0.01431782  2.86099537]
[-659.94983304 1829.11490716  780.11658523],[-0.06131312 -0.00343913 -2.76858073],[-927.43097678 1784.49025581  875.40881306],[-0.01487365  0.01409994  2.86141545]
[-659.87473687 1829.09870912  780.12808695],[-0.06177469 -0.00525421 -2.76797075],[-927.42582822 1784.52199768  875.39395089],[-0.01487831  0.0140282   2.86127502]
[-659.90039842 1829.17202905  780.0854546 ],[-0.06069701 -0.00390272 -2.76788147],[-927.40436622 1784.53776752  875.36046656],[-0.01476511  0.01410259  2.86128577]
[-659.79711316 1829.10313757  780.09747322],[-0.06266693 -0.00500713 -2.76788522],[-927.38634079 1784.48832062  875.3245697 ],[-0.01517356  0.01400798  2.86087698]
[-659.91232313 1828.91252818  780.18884942],[-6.09311323e-02  1.11681519e-04 -2.76449727e+00],[-927.41488321 1784.53273534  875.34483966],[-0.01483509  0.01454111  2.86145173]
[-659.80827392 1829.08416025  780.12027602],[-0.06236924 -0.00513733 -2.76741676],[-927.43551543 1784.53778081  875.40388262],[-0.01463801  0.01384706  2.86159754]
[-659.99811844 1829.14113579  780.01643504],[-0.06004074 -0.00315171 -2.76925499],[-927.44458363 1784.48984888  875.40373834],[-0.01477093  0.01386797  2.86131949]
[-659.87155527 1828.79641345  780.27720832],[-6.20714607e-02 -1.43154380e-03 -2.76413120e+00],[-927.34044011 1784.41364397  875.41559219],[-0.01535888  0.01360434  2.86133349]
[-659.87763364 1828.86397715  780.20179005],[-6.09606897e-02 -7.57213042e-05 -2.76426479e+00],[-927.43321106 1784.48414941  875.35234968],[-0.01492032  0.01407091  2.86093131]
[-659.82874213 1829.07636803  780.05104991],[-0.06173394 -0.0039717  -2.76850521],[-927.25971539 1784.5229332   875.11821744],[-0.01321089  0.01387326  2.8634516 ]
[-659.88132463 1829.14812916  780.09933786],[-0.06181644 -0.00482151 -2.76880994],[-927.42854575 1784.50483415  875.35408662],[-0.01518264  0.01437018  2.86103022]
[-659.85712964 1829.12676909  780.04537104],[-0.06150654 -0.00455307 -2.76861588],[-927.4538289  1784.56253237  875.40721715],[-0.01513697  0.01436316  2.86101131]
[-660.01367722 1829.17855815  780.06105349],[-0.06077665 -0.00303777 -2.76982766],[-927.33120735 1784.52622581  875.39483824],[-0.0150375   0.01390462  2.86206122]
[-659.91650792 1829.13564838  780.11992328],[-0.06184974 -0.00456833 -2.76803549],[-927.43298075 1784.45639777  875.36864374],[-0.01532107  0.01377714  2.86083847]
[-659.93455021 1829.16100111  780.02256028],[-6.01311065e-02 -2.59088870e-03 -2.76918156e+00],[-927.21475794 1783.57108065  874.9399906 ],[-0.01990465  0.01358953  2.85741277]
[-659.91603913 1828.83305876  780.18722132],[-6.10715560e-02 -5.58335802e-04 -2.76513116e+00],[-927.41620877 1784.47274313  875.36297262],[-0.01470046  0.01430053  2.86133114]
[-659.95921543 1828.90011954  780.28389615],[-6.17961350e-02 -3.05060508e-04 -2.76513074e+00],[-927.42818443 1784.5049085   875.38148536],[-0.01494192  0.01422164  2.86121709]
[-659.8854031  1829.16648597  780.10187506],[-0.06151778 -0.00494904 -2.76831501],[-927.44691858 1784.55220852  875.43612879],[-0.01486605  0.01395587  2.86115997]
[-659.92497693 1829.147844    780.12327424],[-0.06162767 -0.00408131 -2.76881483],[-927.34104683 1784.46865478  875.36637028],[-0.01514644  0.01357499  2.86097551]
[-659.82577193 1829.19726635  780.02849963],[-0.06047782 -0.00339601 -2.76801255],[-927.44354423 1784.53731209  875.34466886],[-0.01474267  0.01435803  2.86109718]
[-659.92036197 1829.14860226  780.05321798],[-0.06133615 -0.00369676 -2.76896759],[-927.43126829 1784.50125315  875.33335154],[-0.01501332  0.01421566  2.86088039]
[-659.96674099 1829.17017347  780.04736482],[-0.06199776 -0.00348818 -2.76990491],[-927.46635914 1784.4884007   875.3727639 ],[-0.01495442  0.01417068  2.86099927]
[-659.8696921  1828.89951626  780.25369069],[-6.08672692e-02 -8.10186863e-04 -2.76365164e+00],[-927.29265748 1784.50204836  875.51554219],[-0.01608476  0.01204483  2.86325438]
[-659.92987697 1828.88215903  780.28968224],[-6.10715504e-02 -9.05420502e-04 -2.76453133e+00],[-927.36606351 1784.46143454  875.41619327],[-0.01505379  0.01368473  2.8614809 ]
[-659.92080728 1829.16796989  780.07826628],[-0.06084083 -0.00412941 -2.76871376],[-927.39463571 1784.51505397  875.39224314],[-0.01479508  0.01370714  2.86154564]
[-659.84321436 1829.17904585  780.03959682],[-0.06067884 -0.00402678 -2.76797877],[-927.32047161 1784.4822085   875.3375138 ],[-0.01519016  0.01425094  2.86144704]
[-659.85194429 1829.17513913  780.02631422],[-0.06146738 -0.00368657 -2.76844934],[-927.35562644 1784.50807752  875.34900762],[-0.01503782  0.01383627  2.86153899]
[-660.17501966 1829.28460501  779.73516278],[-0.05438779  0.00314514 -2.77164954],[-927.31190525 1784.4514066   875.34832542],[-0.01505517  0.01439891  2.86182684]
[-659.98520078 1829.18669127  780.12608569],[-0.06097438 -0.00393841 -2.76831764],[-927.34922045 1784.49589812  875.392201  ],[-0.01476141  0.01412846  2.86187032]
[-659.96658648 1828.92321812  780.30464242],[-6.17157777e-02 -7.25124944e-04 -2.76477793e+00],[-927.44913764 1784.46259266  875.40074487],[-0.01504422  0.0142859   2.86111006]
[-659.92669798 1829.12994202  780.07920344],[-0.0608886  -0.00399144 -2.76865804],[-927.44534331 1784.48315533  875.34545622],[-0.01448572  0.01397767  2.86129873]
[-659.86657319 1829.06379286  780.04845407],[-0.06219281 -0.00393901 -2.76852261],[-927.43049788 1784.4825187   875.33617739],[-0.01475817  0.01434077  2.86109136]
[-659.88192353 1829.17138274  780.00962482],[-0.06072185 -0.00408075 -2.76854915],[-927.34947073 1784.5011444   875.37415389],[-0.0149597   0.01418617  2.86176388]
[-660.16734381 1829.33141276  780.04028072],[-5.96939147e-02 -2.49100781e-03 -2.77155347e+00],[-927.39183418 1784.52072324  875.3720761 ],[-0.01497146  0.01382784  2.86130004]
[-659.89288267 1829.17391638  780.13430068],[-0.06212493 -0.00491459 -2.76807823],[-927.46671885 1784.55519668  875.42439047],[-0.01491118  0.01426093  2.86093728]
[-659.91147074 1829.14715795  780.09804777],[-0.06116204 -0.00376703 -2.76828206],[-927.44114443 1784.51488031  875.37124674],[-0.0149585   0.0139331   2.86107642]
[-659.90970425 1828.90158848  780.23397348],[-6.11475476e-02 -1.08578175e-03 -2.76459964e+00],[-927.41278531 1784.46814048  875.35418195],[-0.0147839   0.01393198  2.86107018]
[-659.86370996 1828.79549076  780.19011143],[-6.18693787e-02 -8.95812240e-04 -2.76448907e+00],[-927.4437752  1784.46475296  875.35237063],[-0.01484842  0.01443818  2.86114052]
[-659.91262162 1828.86488421  780.22810454],[-6.10886382e-02 -3.05841110e-04 -2.76418150e+00],[-927.43459987 1784.52462063  875.37841546],[-0.01485098  0.01426652  2.86154191]
[-659.91610039 1828.84928427  780.24126158],[-6.14425606e-02 -1.23136069e-03 -2.76471241e+00],[-927.32004351 1784.53706982  875.19617578],[-0.01317462  0.0139141   2.86324283]
[-659.86595071 1829.14935237  780.1760726 ],[-0.0624327  -0.00494092 -2.76777131],[-927.44923772 1784.53597328  875.40907875],[-0.01480453  0.01425708  2.86125124]
[-659.82689081 1829.13978068  780.18688436],[-0.06331004 -0.00562335 -2.76786486],[-927.72996859 1785.1779943   875.3961712 ],[-0.01371051  0.02265922  2.86578355]
[-659.82002636 1829.11771371  780.03512851],[-0.0610465  -0.00352224 -2.76803248],[-927.78419213 1785.19543898  875.34428023],[-0.01336543  0.02247904  2.86536856]
[-659.99372284 1829.21663634  780.06895882],[-0.06202736 -0.00410527 -2.7701191 ],[-927.42875333 1784.498737    875.35436604],[-0.01496458  0.01397663  2.86111862]
[-659.95637522 1829.13000038  780.02949459],[-6.08804114e-02 -2.48107083e-03 -2.76927842e+00],[-927.39083811 1784.47116968  875.28727984],[-0.01456184  0.01188491  2.86135058]
[-659.99773634 1828.90480865  780.25706355],[-6.08505739e-02 -6.91830647e-04 -2.76513929e+00],[-927.37231642 1784.45083448  875.30873817],[-0.01461592  0.0117779   2.86118491]
[-659.86566139 1828.87839181  780.28244008],[-6.14419439e-02 -1.76840157e-03 -2.76361455e+00],[-927.36491525 1784.45498944  875.29878187],[-0.01455258  0.01193685  2.8615257 ]
[-659.78264387 1829.07320323  780.06300822],[-0.06167454 -0.00494982 -2.76764295],[-927.31949857 1784.46366391  875.2711802 ],[-0.01451949  0.01152264  2.86144466]
[-659.84782605 1829.13210564  780.07041592],[-0.06127488 -0.00463835 -2.76832931],[-927.08666789 1788.29203529  871.31622253],[0.04023675 0.00993534 2.87283136]
[-659.95725926 1829.16408621  780.02685226],[-0.06081437 -0.00301773 -2.76941285],[-927.3029601  1784.5019383   875.24795565],[-0.0144939   0.01183888  2.86162122]
[-659.82495398 1829.07706408  780.06590004],[-0.0621671  -0.00411923 -2.76869118],[-927.2548177  1784.43992774  875.30043596],[-0.01479541  0.01182709  2.86212582]
[-659.82972275 1828.85446983  780.27629577],[-6.20049844e-02 -1.75903751e-03 -2.76385353e+00],[-927.40016644 1784.48321367  875.29439463],[-0.01442793  0.01236973  2.86125512]
[-659.87795264 1829.11073828  780.09550666],[-0.06124173 -0.0041873  -2.76816511],[-927.37253973 1784.44787633  875.26495203],[-0.01443076  0.01231485  2.86137177]
[-659.8663908  1828.89100122  780.22283493],[-6.08572947e-02 -1.21603042e-03 -2.76395554e+00],[-927.36281183 1784.43326731  875.27452867],[-0.01461691  0.01172782  2.86131106]
[-659.88703809 1829.1156588   780.01661758],[-0.06098458 -0.00366974 -2.76881328],[-927.3577715  1784.48436433  875.23746924],[-0.01447095  0.01197715  2.8614584 ]
[-659.88565957 1829.12812958  780.06378713],[-0.06163723 -0.00415456 -2.7685235 ],[-927.35936349 1784.47356674  875.26277441],[-0.01457558  0.01170665  2.86110887]
[-659.94033753 1829.17428121  780.10451961],[-0.06150377 -0.00402934 -2.76874314],[-927.34874406 1784.4787302   875.27763448],[-0.01453874  0.01198827  2.86130852]
[-659.92629502 1829.20574959  780.10131477],[-0.0611021  -0.00432959 -2.76846434],[-927.37850606 1784.48801852  875.25079661],[-0.01449818  0.01254508  2.86131759]
[-660.12484053 1829.28886852  780.02807846],[-6.02324553e-02 -2.17155672e-03 -2.77125259e+00],[-927.35994495 1784.4058015   875.23827954],[-0.01477139  0.01182981  2.86092783]
[-660.06390915 1829.2124652   780.09906654],[-0.06215657 -0.00361552 -2.77029776],[-927.14212365 1783.53568068  874.81468819],[-0.01944521  0.01176697  2.85786719]
[-659.98102474 1828.87420225  780.28986868],[-6.26869695e-02 -1.95664775e-04 -2.76559082e+00],[-927.34906411 1784.40670582  875.22693726],[-0.01456418  0.01216069  2.86107863]
[-659.97514234 1829.15907521  780.11740003],[-0.06226819 -0.00421011 -2.76953321],[-927.19154521 1784.45395979  875.0484554 ],[-0.0126192   0.01139504  2.86371848]
[-660.096715   1829.24954676  780.06907897],[-0.06066786 -0.00332124 -2.77072361],[-927.17880568 1784.47481282  875.00458926],[-0.01233912  0.01133632  2.86380728]
[-660.10930863 1829.24255586  780.01953807],[-6.07750508e-02 -2.71237600e-03 -2.77163405e+00],[-927.16707946 1784.47173437  875.00643374],[-0.01262853  0.01150541  2.86390544]
[-659.96515534 1829.17404251  780.1137865 ],[-0.06275444 -0.00416459 -2.77030758],[-927.15768312 1784.44589215  874.98825182],[-0.01255825  0.0111622   2.86369271]
[-660.12172476 1829.23189355  780.02865413],[-0.06077453 -0.00293528 -2.77109904],[-927.13829997 1784.40713502  874.83229366],[-0.01177981  0.01276649  2.86427262]
[-660.4846327  1829.44912585  779.68822716],[-0.05263352  0.00375061 -2.77515324],[-927.194022   1784.22226172  874.19722951],[-0.01377876  0.01679882  2.8656379 ]
[-660.18393069 1829.24425591  780.03895969],[-0.06002221 -0.00305081 -2.77166611],[-927.34343963 1785.00554568  874.66347995],[-0.00959761  0.01661755  2.86870479]
[-659.96009033 1828.86132134  780.29099514],[-6.23846221e-02 -2.73113749e-04 -2.76490360e+00],[-927.37153843 1785.00858079  874.63800914],[-0.00909534  0.01674949  2.8687746 ]
[-660.06211549 1829.22203632  780.05403004],[-0.06093471 -0.00359701 -2.77022248],[-927.19727744 1784.23172487  874.1802003 ],[-0.0137593   0.01716157  2.86536416]
[-660.07424889 1829.22875627  780.01495669],[-0.0612061  -0.00321584 -2.77080369],[-927.34095418 1785.01631239  874.58837329],[-0.00923879  0.01646311  2.86870937]
[-659.96117414 1829.24480187  779.94653025],[-0.05932302 -0.00434042 -2.76969381],[-927.34820683 1785.03586266  874.59625563],[-0.00934135  0.01661544  2.86879175]
[-659.8489891  1829.04447999  779.63055776],[-0.06322019 -0.01678651 -2.76957223],[-927.37505022 1785.00906209  874.6360901 ],[-0.00943541  0.01674253  2.86861593]
[-660.47038191 1829.43755696  779.20248002],[-0.05068674 -0.00918961 -2.77616196],[-927.37276784 1784.9619718   874.65367054],[-0.00951213  0.01680434  2.86840694]
[-660.26804505 1828.8465612   779.63877593],[-0.04956163 -0.01134243 -2.76118524],[-927.3055993  1784.93480645  874.59710658],[-0.00961427  0.01626594  2.86901773]
[-660.59615111 1828.933861    779.97350077],[-0.05379286 -0.00948089 -2.76351027],[-927.41079364 1784.94966381  874.56635861],[-0.00929591  0.01740814  2.86757964]
[-659.77079553 1828.45543618  780.26453754],[-0.06575505 -0.01327503 -2.75588438],[-927.31801781 1784.95463224  874.38013485],[-0.00767505  0.01625517  2.86882696]
[-660.40843843 1828.93073225  779.60525348],[-0.04885292 -0.00994967 -2.76239433],[-926.95660068 1784.95286732  874.50465989],[-0.00887895  0.01448893  2.87394606]
[-660.128454   1828.99275786  779.88538536],[-0.05651524 -0.01849559 -2.75970162],[-927.31079771 1784.94117121  874.32351671],[-0.00732952  0.01689433  2.86895997]
[-659.93894612 1828.57779644  780.00233483],[-0.05769317 -0.01783024 -2.7583515 ],[-927.30708736 1784.92089257  874.29183435],[-0.00719077  0.01690302  2.86885775]
[-660.74627516 1829.01865883  779.43075534],[-0.0429689  -0.00893359 -2.76613248],[-927.31370639 1784.92061616  874.31496572],[-0.00724716  0.01681027  2.8690935 ]
[-663.35923399 1831.45120171  778.33331956],[-7.23940218e-03  1.95361843e-03 -2.79327945e+00],[-927.31535826 1784.72149183  874.19365584],[-0.00713805  0.01697016  2.86766181]
[-661.55134857 1830.39120748  777.43051536],[ 4.20329633e-04 -5.02803767e-03 -2.77676402e+00],[-927.44429838 1784.81355485  874.53490545],[-0.00952803  0.01885841  2.86650001]
[-661.54554933 1830.3845605   777.47890457],[ 4.28211093e-05 -5.47992817e-03 -2.77677096e+00],[-927.35483815 1785.21602941  874.71030389],[-0.00982921  0.01746585  2.87134071]
[-661.53579763 1830.40077605  777.45673377],[ 4.51139022e-05 -5.39902578e-03 -2.77660902e+00],[-927.34148397 1785.20102901  874.66008896],[-0.00964632  0.0175166   2.87121792]
[-663.4798284 1831.3587153  778.5391741],[-4.89801732e-04  6.26356614e-03 -2.78607504e+00],[-927.35058781 1785.23511983  874.64627699],[-0.00935305  0.01757405  2.87129053]
[-663.6640949  1831.44940857  778.74618411],[-2.07579198e-03  6.27731769e-03 -2.78721262e+00],[-927.32145644 1785.22478373  874.70844456],[-0.0102464   0.01697595  2.87100269]
[-663.69426092 1831.36838014  778.66821358],[-1.90678263e-03  7.41758975e-03 -2.78787193e+00],[-927.25925733 1785.23408824  874.7485527 ],[-0.01056995  0.01593593  2.87208922]
[-663.71079292 1831.38407559  778.71294478],[-1.86206816e-03  7.36960253e-03 -2.78773868e+00],[-927.21267144 1784.0722581   873.94026413],[-0.01314108  0.01906966  2.86531746]
[-663.66819316 1831.38739617  778.64075909],[-5.13738115e-04  8.12739973e-03 -2.78768803e+00],[-926.72071399 1781.87070174  874.52752297],[-0.03167386  0.02167251  2.84190116]
[-663.66855677 1831.32160965  778.51641863],[ 1.35510017e-03  8.49558880e-03 -2.78941816e+00],[-926.75163773 1781.94361536  874.53730486],[-0.03174493  0.02261123  2.84205724]
[-663.87889959 1831.33657198  778.17335933],[ 0.00713467  0.01511202 -2.79221336],[-926.85411657 1781.8549589   874.35638425],[-0.03084582  0.02282911  2.84079545]
[-663.65848477 1831.40830375  777.90557757],[ 0.00297003  0.00628414 -2.79377574],[-926.86359351 1781.90829788  874.42064264],[-0.03121956  0.02302404  2.84077374]
[-663.94394158 1831.59359753  777.80253769],[ 0.0040353   0.01065083 -2.7925227 ],[-926.8873952  1781.93733588  874.4628594 ],[-0.03133422  0.02257342  2.84026243]
[-664.09386641 1831.9456899   777.68063322],[ 0.00489034  0.01464456 -2.78916147],[-926.83127582 1781.98944197  874.61644634],[-0.03172233  0.0210087   2.84113703]
[-665.00819849 1832.13013735  776.81089081],[ 0.00554693  0.03177327 -2.7798845 ],[-926.76425941 1781.93611566  874.66168612],[-0.03223202  0.02084027  2.84148357]
[-663.81530406 1830.44103633  777.7746054 ],[ 0.00286239  0.01341897 -2.79502727],[-926.84179978 1781.91163241  874.66771721],[-0.03244229  0.02073415  2.84048542]
[-663.77624649 1830.40090957  777.69024264],[ 0.00341012  0.01371776 -2.79518071],[-926.71882594 1782.28651464  874.7472513 ],[-0.03164454  0.02043735  2.8439384 ]
[-664.59477392 1831.65629738  777.60189528],[-1.27228277e-03  1.72207214e-02 -2.78788260e+00],[-926.75381241 1781.98719035  874.73828772],[-0.03275769  0.02029803  2.84162673]
