obs_1_pos,obs_1_rot,obs_2_pos,obs_2_rot
[-1860.56152757  2491.31485335   783.53702048],[-0.03725044 -0.02890998 -1.87432256],[ 978.21020682 -646.20349305  146.8604937 ],[-0.01123099  0.02087154  2.47952701]
[-1860.56152757  2491.31485335   783.53702048],[-0.03725044 -0.02890998 -1.87432256],[ 978.21020682 -646.20349305  146.8604937 ],[-0.01123099  0.02087154  2.47952701]
[-1860.56152757  2491.31485335   783.53702048],[-0.03725044 -0.02890998 -1.87432256],[ 978.21020682 -646.20349305  146.8604937 ],[-0.01123099  0.02087154  2.47952701]
[-1860.56152757  2491.31485335   783.53702048],[-0.03725044 -0.02890998 -1.87432256],[ 978.21020682 -646.20349305  146.8604937 ],[-0.01123099  0.02087154  2.47952701]
[-1860.67446772  2491.49064153   783.55069761],[-0.03479891 -0.02764286 -1.87403058],[ 978.38313945 -646.29094979  146.91345443],[-0.01105723  0.02210165  2.47988425]
[-1860.67446772  2491.49064153   783.55069761],[-0.03479891 -0.02764286 -1.87403058],[ 978.38313945 -646.29094979  146.91345443],[-0.01105723  0.02210165  2.47988425]
[-1860.67446772  2491.49064153   783.55069761],[-0.03479891 -0.02764286 -1.87403058],[ 978.38313945 -646.29094979  146.91345443],[-0.01105723  0.02210165  2.47988425]
[-1860.67446772  2491.49064153   783.55069761],[-0.03479891 -0.02764286 -1.87403058],[ 978.38313945 -646.29094979  146.91345443],[-0.01105723  0.02210165  2.47988425]
[-1859.8634045   2491.05172591   783.77450446],[-0.03927103 -0.03310401 -1.87405848],[ 978.49797731 -646.30224596  146.77512232],[-0.01028974  0.02293496  2.47957448]
[-1859.8634045   2491.05172591   783.77450446],[-0.03927103 -0.03310401 -1.87405848],[ 978.49797731 -646.30224596  146.77512232],[-0.01028974  0.02293496  2.47957448]
[-1859.8634045   2491.05172591   783.77450446],[-0.03927103 -0.03310401 -1.87405848],[ 978.49797731 -646.30224596  146.77512232],[-0.01028974  0.02293496  2.47957448]
[-1859.8634045   2491.05172591   783.77450446],[-0.03927103 -0.03310401 -1.87405848],[ 978.49797731 -646.30224596  146.77512232],[-0.01028974  0.02293496  2.47957448]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1861.47247637  2492.00156642   783.7597875 ],[-0.03251328 -0.01183087 -1.87638537],[ 978.60459715 -646.56345148  146.64174139],[-0.01072728  0.01851889  2.48174959]
[-1910.1505668   2500.20322053   782.13977895],[-1.22031179 -0.73915346 -0.38638538],[ 978.38279897 -646.22565644  146.54239383],[-0.00877862  0.01956008  2.48135377]
[-1910.1505668   2500.20322053   782.13977895],[-1.22031179 -0.73915346 -0.38638538],[ 978.38279897 -646.22565644  146.54239383],[-0.00877862  0.01956008  2.48135377]
[-1910.1505668   2500.20322053   782.13977895],[-1.22031179 -0.73915346 -0.38638538],[ 978.38279897 -646.22565644  146.54239383],[-0.00877862  0.01956008  2.48135377]
[-1910.1505668   2500.20322053   782.13977895],[-1.22031179 -0.73915346 -0.38638538],[ 978.38279897 -646.22565644  146.54239383],[-0.00877862  0.01956008  2.48135377]
[-1859.7350276   2494.29810582   783.36836454],[ 0.00450882 -0.13161367 -1.8802981 ],[ 978.52061578 -646.81206686  146.70363507],[-0.0107499   0.01889611  2.48071035]
[-1859.7350276   2494.29810582   783.36836454],[ 0.00450882 -0.13161367 -1.8802981 ],[ 978.52061578 -646.81206686  146.70363507],[-0.0107499   0.01889611  2.48071035]
[-1859.7350276   2494.29810582   783.36836454],[ 0.00450882 -0.13161367 -1.8802981 ],[ 978.52061578 -646.81206686  146.70363507],[-0.0107499   0.01889611  2.48071035]
[-1859.7350276   2494.29810582   783.36836454],[ 0.00450882 -0.13161367 -1.8802981 ],[ 978.52061578 -646.81206686  146.70363507],[-0.0107499   0.01889611  2.48071035]
[-1862.53965332  2493.71303987   783.72634893],[-0.01294022 -0.00705794 -1.88250526],[ 978.568017   -646.67483679  146.7944266 ],[-0.01163984  0.01827512  2.48059275]
[-1862.53965332  2493.71303987   783.72634893],[-0.01294022 -0.00705794 -1.88250526],[ 978.568017   -646.67483679  146.7944266 ],[-0.01163984  0.01827512  2.48059275]
[-1862.53965332  2493.71303987   783.72634893],[-0.01294022 -0.00705794 -1.88250526],[ 978.568017   -646.67483679  146.7944266 ],[-0.01163984  0.01827512  2.48059275]
[-1862.53965332  2493.71303987   783.72634893],[-0.01294022 -0.00705794 -1.88250526],[ 978.568017   -646.67483679  146.7944266 ],[-0.01163984  0.01827512  2.48059275]
[-1862.1486773   2493.38357958   783.12250623],[-0.00691641 -0.01437045 -1.88103088],[ 978.45947591 -646.41599989  146.64416932],[-0.0090211   0.02041358  2.48150806]
[-1862.1486773   2493.38357958   783.12250623],[-0.00691641 -0.01437045 -1.88103088],[ 978.45947591 -646.41599989  146.64416932],[-0.0090211   0.02041358  2.48150806]
[-1862.1486773   2493.38357958   783.12250623],[-0.00691641 -0.01437045 -1.88103088],[ 978.45947591 -646.41599989  146.64416932],[-0.0090211   0.02041358  2.48150806]
[-1862.1486773   2493.38357958   783.12250623],[-0.00691641 -0.01437045 -1.88103088],[ 978.45947591 -646.41599989  146.64416932],[-0.0090211   0.02041358  2.48150806]
[-1862.58472233  2493.70595407   783.62688595],[-0.01250668 -0.00681392 -1.8832992 ],[ 978.45686458 -646.424721    146.47820532],[-0.00974794  0.02040084  2.4809983 ]
[-1862.58472233  2493.70595407   783.62688595],[-0.01250668 -0.00681392 -1.8832992 ],[ 978.45686458 -646.424721    146.47820532],[-0.00974794  0.02040084  2.4809983 ]
[-1862.58472233  2493.70595407   783.62688595],[-0.01250668 -0.00681392 -1.8832992 ],[ 978.45686458 -646.424721    146.47820532],[-0.00974794  0.02040084  2.4809983 ]
[-1862.58472233  2493.70595407   783.62688595],[-0.01250668 -0.00681392 -1.8832992 ],[ 978.45686458 -646.424721    146.47820532],[-0.00974794  0.02040084  2.4809983 ]
[-1862.3039381   2493.38977116   783.36587976],[-0.0113107  -0.01561688 -1.88290888],[ 978.51689245 -646.44115508  146.50014793],[-0.00989899  0.0201021   2.48107035]
[-1862.3039381   2493.38977116   783.36587976],[-0.0113107  -0.01561688 -1.88290888],[ 978.51689245 -646.44115508  146.50014793],[-0.00989899  0.0201021   2.48107035]
[-1862.3039381   2493.38977116   783.36587976],[-0.0113107  -0.01561688 -1.88290888],[ 978.51689245 -646.44115508  146.50014793],[-0.00989899  0.0201021   2.48107035]
[-1862.3039381   2493.38977116   783.36587976],[-0.0113107  -0.01561688 -1.88290888],[ 978.51689245 -646.44115508  146.50014793],[-0.00989899  0.0201021   2.48107035]
[-1862.58236975  2493.76082602   783.61656693],[-0.01062503 -0.00560342 -1.88258082],[ 978.5231999  -646.41048991  146.54444281],[-0.00931125  0.01990032  2.48149419]
[-1862.58236975  2493.76082602   783.61656693],[-0.01062503 -0.00560342 -1.88258082],[ 978.5231999  -646.41048991  146.54444281],[-0.00931125  0.01990032  2.48149419]
[-1862.58236975  2493.76082602   783.61656693],[-0.01062503 -0.00560342 -1.88258082],[ 978.5231999  -646.41048991  146.54444281],[-0.00931125  0.01990032  2.48149419]
[-1862.58236975  2493.76082602   783.61656693],[-0.01062503 -0.00560342 -1.88258082],[ 978.5231999  -646.41048991  146.54444281],[-0.00931125  0.01990032  2.48149419]
[-1862.47079745  2493.68623017   783.66333546],[-0.01234943 -0.0072343  -1.88214934],[ 978.55610532 -646.56147962  146.73209634],[-0.01178706  0.01775181  2.48091589]
[-1862.47079745  2493.68623017   783.66333546],[-0.01234943 -0.0072343  -1.88214934],[ 978.55610532 -646.56147962  146.73209634],[-0.01178706  0.01775181  2.48091589]
[-1862.47079745  2493.68623017   783.66333546],[-0.01234943 -0.0072343  -1.88214934],[ 978.55610532 -646.56147962  146.73209634],[-0.01178706  0.01775181  2.48091589]
[-1862.47079745  2493.68623017   783.66333546],[-0.01234943 -0.0072343  -1.88214934],[ 978.55610532 -646.56147962  146.73209634],[-0.01178706  0.01775181  2.48091589]
[-1862.21864246  2493.37567258   783.44493601],[-0.01160136 -0.01742176 -1.88204832],[ 978.48505796 -646.42348035  146.52254254],[-0.00946712  0.01995994  2.48134451]
[-1862.21864246  2493.37567258   783.44493601],[-0.01160136 -0.01742176 -1.88204832],[ 978.48505796 -646.42348035  146.52254254],[-0.00946712  0.01995994  2.48134451]
[-1862.21864246  2493.37567258   783.44493601],[-0.01160136 -0.01742176 -1.88204832],[ 978.48505796 -646.42348035  146.52254254],[-0.00946712  0.01995994  2.48134451]
[-1862.21864246  2493.37567258   783.44493601],[-0.01160136 -0.01742176 -1.88204832],[ 978.48505796 -646.42348035  146.52254254],[-0.00946712  0.01995994  2.48134451]
[-1863.30141405  2494.44713719   782.95724722],[ 0.00762654 -0.00457108 -1.89129505],[ 978.47935838 -646.45059265  146.50005921],[-0.0096554   0.01991724  2.48149298]
[-1863.30141405  2494.44713719   782.95724722],[ 0.00762654 -0.00457108 -1.89129505],[ 978.47935838 -646.45059265  146.50005921],[-0.0096554   0.01991724  2.48149298]
[-1863.30141405  2494.44713719   782.95724722],[ 0.00762654 -0.00457108 -1.89129505],[ 978.47935838 -646.45059265  146.50005921],[-0.0096554   0.01991724  2.48149298]
[-1863.30141405  2494.44713719   782.95724722],[ 0.00762654 -0.00457108 -1.89129505],[ 978.47935838 -646.45059265  146.50005921],[-0.0096554   0.01991724  2.48149298]
[-1863.28894644  2494.4657872    782.9144481 ],[ 0.00799497 -0.00407006 -1.89085151],[ 978.47456174 -646.4653629   146.51250189],[-0.00976095  0.02023867  2.48140296]
[-1863.28894644  2494.4657872    782.9144481 ],[ 0.00799497 -0.00407006 -1.89085151],[ 978.47456174 -646.4653629   146.51250189],[-0.00976095  0.02023867  2.48140296]
[-1863.28894644  2494.4657872    782.9144481 ],[ 0.00799497 -0.00407006 -1.89085151],[ 978.47456174 -646.4653629   146.51250189],[-0.00976095  0.02023867  2.48140296]
[-1863.28894644  2494.4657872    782.9144481 ],[ 0.00799497 -0.00407006 -1.89085151],[ 978.47456174 -646.4653629   146.51250189],[-0.00976095  0.02023867  2.48140296]
[-1863.40521911  2494.61390559   783.45663317],[-9.02125445e-05 -2.30078599e-03 -1.89137349e+00],[ 978.47001735 -646.46882913  146.50487229],[-0.00988814  0.02025595  2.48130788]
[-1863.40521911  2494.61390559   783.45663317],[-9.02125445e-05 -2.30078599e-03 -1.89137349e+00],[ 978.47001735 -646.46882913  146.50487229],[-0.00988814  0.02025595  2.48130788]
[-1863.40521911  2494.61390559   783.45663317],[-9.02125445e-05 -2.30078599e-03 -1.89137349e+00],[ 978.47001735 -646.46882913  146.50487229],[-0.00988814  0.02025595  2.48130788]
[-1863.40521911  2494.61390559   783.45663317],[-9.02125445e-05 -2.30078599e-03 -1.89137349e+00],[ 978.47001735 -646.46882913  146.50487229],[-0.00988814  0.02025595  2.48130788]
[-1862.31068455  2493.41119817   783.41450236],[-0.01116386 -0.01553328 -1.88278732],[ 978.46891561 -646.46766534  146.50591911],[-0.00989508  0.02019439  2.48135134]
[-1862.31068455  2493.41119817   783.41450236],[-0.01116386 -0.01553328 -1.88278732],[ 978.46891561 -646.46766534  146.50591911],[-0.00989508  0.02019439  2.48135134]
[-1862.31068455  2493.41119817   783.41450236],[-0.01116386 -0.01553328 -1.88278732],[ 978.46891561 -646.46766534  146.50591911],[-0.00989508  0.02019439  2.48135134]
[-1862.31068455  2493.41119817   783.41450236],[-0.01116386 -0.01553328 -1.88278732],[ 978.46891561 -646.46766534  146.50591911],[-0.00989508  0.02019439  2.48135134]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1862.61822609  2493.79718028   783.56238306],[-0.00955391 -0.00425089 -1.8826383 ],[ 978.50257931 -646.42519481  146.47213624],[-0.0097903   0.02057949  2.48078914]
[-1910.53331076  2500.50915205   781.92496933],[-1.22830306 -0.73361765 -0.3972208 ],[ 978.47104998 -646.45408279  146.51960915],[-0.00968822  0.02020457  2.4811778 ]
[-1910.53331076  2500.50915205   781.92496933],[-1.22830306 -0.73361765 -0.3972208 ],[ 978.47104998 -646.45408279  146.51960915],[-0.00968822  0.02020457  2.4811778 ]
[-1910.53331076  2500.50915205   781.92496933],[-1.22830306 -0.73361765 -0.3972208 ],[ 978.47104998 -646.45408279  146.51960915],[-0.00968822  0.02020457  2.4811778 ]
[-1910.53331076  2500.50915205   781.92496933],[-1.22830306 -0.73361765 -0.3972208 ],[ 978.47104998 -646.45408279  146.51960915],[-0.00968822  0.02020457  2.4811778 ]
[-1910.56903382  2500.62197928   782.03542086],[-1.23087064 -0.7356453  -0.40054139],[ 978.45708439 -646.4416305   146.51365865],[-0.0096327   0.02027926  2.48113155]
[-1910.56903382  2500.62197928   782.03542086],[-1.23087064 -0.7356453  -0.40054139],[ 978.45708439 -646.4416305   146.51365865],[-0.0096327   0.02027926  2.48113155]
[-1910.56903382  2500.62197928   782.03542086],[-1.23087064 -0.7356453  -0.40054139],[ 978.45708439 -646.4416305   146.51365865],[-0.0096327   0.02027926  2.48113155]
[-1910.56903382  2500.62197928   782.03542086],[-1.23087064 -0.7356453  -0.40054139],[ 978.45708439 -646.4416305   146.51365865],[-0.0096327   0.02027926  2.48113155]
[-1910.60222735  2500.50808072   781.91004838],[-1.2291872  -0.73212442 -0.39781962],[ 978.49638182 -646.42066402  146.51937484],[-0.00950381  0.01999858  2.48130507]
[-1910.60222735  2500.50808072   781.91004838],[-1.2291872  -0.73212442 -0.39781962],[ 978.49638182 -646.42066402  146.51937484],[-0.00950381  0.01999858  2.48130507]
[-1910.60222735  2500.50808072   781.91004838],[-1.2291872  -0.73212442 -0.39781962],[ 978.49638182 -646.42066402  146.51937484],[-0.00950381  0.01999858  2.48130507]
[-1910.60222735  2500.50808072   781.91004838],[-1.2291872  -0.73212442 -0.39781962],[ 978.49638182 -646.42066402  146.51937484],[-0.00950381  0.01999858  2.48130507]
[-1862.47982208  2493.62551896   783.57274207],[-0.01291333 -0.00711095 -1.88278916],[ 978.51726502 -646.37968915  146.54875484],[-0.00928952  0.02003471  2.48116629]
[-1862.47982208  2493.62551896   783.57274207],[-0.01291333 -0.00711095 -1.88278916],[ 978.51726502 -646.37968915  146.54875484],[-0.00928952  0.02003471  2.48116629]
[-1862.47982208  2493.62551896   783.57274207],[-0.01291333 -0.00711095 -1.88278916],[ 978.51726502 -646.37968915  146.54875484],[-0.00928952  0.02003471  2.48116629]
[-1862.47982208  2493.62551896   783.57274207],[-0.01291333 -0.00711095 -1.88278916],[ 978.51726502 -646.37968915  146.54875484],[-0.00928952  0.02003471  2.48116629]
[-1862.57370853  2493.71700112   783.5867029 ],[-0.00965292 -0.00710151 -1.88272486],[ 978.50993328 -646.33821454  146.56728877],[-0.00918143  0.01994507  2.48101366]
[-1862.57370853  2493.71700112   783.5867029 ],[-0.00965292 -0.00710151 -1.88272486],[ 978.50993328 -646.33821454  146.56728877],[-0.00918143  0.01994507  2.48101366]
[-1862.57370853  2493.71700112   783.5867029 ],[-0.00965292 -0.00710151 -1.88272486],[ 978.50993328 -646.33821454  146.56728877],[-0.00918143  0.01994507  2.48101366]
[-1862.57370853  2493.71700112   783.5867029 ],[-0.00965292 -0.00710151 -1.88272486],[ 978.50993328 -646.33821454  146.56728877],[-0.00918143  0.01994507  2.48101366]
[-1862.24070984  2493.40448778   783.4781873 ],[-0.01199992 -0.01744751 -1.88228452],[ 978.52213838 -646.34449541  146.57011914],[-0.00911014  0.01992817  2.48122201]
[-1862.24070984  2493.40448778   783.4781873 ],[-0.01199992 -0.01744751 -1.88228452],[ 978.52213838 -646.34449541  146.57011914],[-0.00911014  0.01992817  2.48122201]
[-1862.24070984  2493.40448778   783.4781873 ],[-0.01199992 -0.01744751 -1.88228452],[ 978.52213838 -646.34449541  146.57011914],[-0.00911014  0.01992817  2.48122201]
[-1862.24070984  2493.40448778   783.4781873 ],[-0.01199992 -0.01744751 -1.88228452],[ 978.52213838 -646.34449541  146.57011914],[-0.00911014  0.01992817  2.48122201]
[-1862.14958222  2493.40374968   783.08361454],[-0.0071379  -0.01372684 -1.88071466],[ 978.52025934 -646.33787215  146.55050719],[-0.00906529  0.01996818  2.48116135]
[-1862.14958222  2493.40374968   783.08361454],[-0.0071379  -0.01372684 -1.88071466],[ 978.52025934 -646.33787215  146.55050719],[-0.00906529  0.01996818  2.48116135]
[-1862.14958222  2493.40374968   783.08361454],[-0.0071379  -0.01372684 -1.88071466],[ 978.52025934 -646.33787215  146.55050719],[-0.00906529  0.01996818  2.48116135]
[-1862.14958222  2493.40374968   783.08361454],[-0.0071379  -0.01372684 -1.88071466],[ 978.52025934 -646.33787215  146.55050719],[-0.00906529  0.01996818  2.48116135]
[-1862.53391321  2493.65509962   783.59688155],[-0.01210941 -0.0078653  -1.88290194],[ 978.52882867 -646.31605646  146.55122439],[-0.00897147  0.01997528  2.48128415]
[-1862.53391321  2493.65509962   783.59688155],[-0.01210941 -0.0078653  -1.88290194],[ 978.52882867 -646.31605646  146.55122439],[-0.00897147  0.01997528  2.48128415]
[-1862.53391321  2493.65509962   783.59688155],[-0.01210941 -0.0078653  -1.88290194],[ 978.52882867 -646.31605646  146.55122439],[-0.00897147  0.01997528  2.48128415]
[-1862.53391321  2493.65509962   783.59688155],[-0.01210941 -0.0078653  -1.88290194],[ 978.52882867 -646.31605646  146.55122439],[-0.00897147  0.01997528  2.48128415]
[-1862.16724961  2493.4729116    783.52497087],[-0.01166058 -0.01874589 -1.88053312],[ 978.54433586 -646.31725613  146.58093832],[-0.00903301  0.01984601  2.48111559]
[-1862.16724961  2493.4729116    783.52497087],[-0.01166058 -0.01874589 -1.88053312],[ 978.54433586 -646.31725613  146.58093832],[-0.00903301  0.01984601  2.48111559]
[-1862.16724961  2493.4729116    783.52497087],[-0.01166058 -0.01874589 -1.88053312],[ 978.54433586 -646.31725613  146.58093832],[-0.00903301  0.01984601  2.48111559]
[-1862.16724961  2493.4729116    783.52497087],[-0.01166058 -0.01874589 -1.88053312],[ 978.54433586 -646.31725613  146.58093832],[-0.00903301  0.01984601  2.48111559]
[-1862.12340401  2493.47749041   783.15649777],[-0.00557846 -0.01516715 -1.87983574],[ 978.51913017 -646.31199527  146.562559  ],[-0.00887388  0.02009099  2.48112441]
[-1862.12340401  2493.47749041   783.15649777],[-0.00557846 -0.01516715 -1.87983574],[ 978.51913017 -646.31199527  146.562559  ],[-0.00887388  0.02009099  2.48112441]
[-1862.12340401  2493.47749041   783.15649777],[-0.00557846 -0.01516715 -1.87983574],[ 978.51913017 -646.31199527  146.562559  ],[-0.00887388  0.02009099  2.48112441]
[-1862.12340401  2493.47749041   783.15649777],[-0.00557846 -0.01516715 -1.87983574],[ 978.51913017 -646.31199527  146.562559  ],[-0.00887388  0.02009099  2.48112441]
[-1862.58757306  2493.69174691   783.64051644],[-0.01219045 -0.00670652 -1.88342706],[ 978.50774432 -646.34245779  146.55764486],[-0.00901228  0.0199498   2.48116363]
[-1862.58757306  2493.69174691   783.64051644],[-0.01219045 -0.00670652 -1.88342706],[ 978.50774432 -646.34245779  146.55764486],[-0.00901228  0.0199498   2.48116363]
[-1862.58757306  2493.69174691   783.64051644],[-0.01219045 -0.00670652 -1.88342706],[ 978.50774432 -646.34245779  146.55764486],[-0.00901228  0.0199498   2.48116363]
[-1862.58757306  2493.69174691   783.64051644],[-0.01219045 -0.00670652 -1.88342706],[ 978.50774432 -646.34245779  146.55764486],[-0.00901228  0.0199498   2.48116363]
[-1862.43122453  2493.58018561   783.56260455],[-0.01406896 -0.00737972 -1.88304224],[ 978.50759885 -646.35547732  146.54987379],[-0.00925425  0.01983139  2.48126025]
[-1862.43122453  2493.58018561   783.56260455],[-0.01406896 -0.00737972 -1.88304224],[ 978.50759885 -646.35547732  146.54987379],[-0.00925425  0.01983139  2.48126025]
[-1862.43122453  2493.58018561   783.56260455],[-0.01406896 -0.00737972 -1.88304224],[ 978.50759885 -646.35547732  146.54987379],[-0.00925425  0.01983139  2.48126025]
[-1862.43122453  2493.58018561   783.56260455],[-0.01406896 -0.00737972 -1.88304224],[ 978.50759885 -646.35547732  146.54987379],[-0.00925425  0.01983139  2.48126025]
[-1862.21839594  2493.37353858   783.35451428],[-0.01131437 -0.01646575 -1.88205656],[ 978.53023915 -646.37475671  146.53786912],[-0.00938525  0.01989112  2.48123284]
[-1862.21839594  2493.37353858   783.35451428],[-0.01131437 -0.01646575 -1.88205656],[ 978.53023915 -646.37475671  146.53786912],[-0.00938525  0.01989112  2.48123284]
[-1862.21839594  2493.37353858   783.35451428],[-0.01131437 -0.01646575 -1.88205656],[ 978.53023915 -646.37475671  146.53786912],[-0.00938525  0.01989112  2.48123284]
[-1862.21839594  2493.37353858   783.35451428],[-0.01131437 -0.01646575 -1.88205656],[ 978.53023915 -646.37475671  146.53786912],[-0.00938525  0.01989112  2.48123284]
[-1862.53660112  2493.66419177   783.669643  ],[-0.01224186 -0.00852683 -1.88342431],[ 978.50194982 -646.36643436  146.53084638],[-0.00920361  0.02003338  2.48121049]
[-1862.53660112  2493.66419177   783.669643  ],[-0.01224186 -0.00852683 -1.88342431],[ 978.50194982 -646.36643436  146.53084638],[-0.00920361  0.02003338  2.48121049]
[-1862.53660112  2493.66419177   783.669643  ],[-0.01224186 -0.00852683 -1.88342431],[ 978.50194982 -646.36643436  146.53084638],[-0.00920361  0.02003338  2.48121049]
[-1862.53660112  2493.66419177   783.669643  ],[-0.01224186 -0.00852683 -1.88342431],[ 978.50194982 -646.36643436  146.53084638],[-0.00920361  0.02003338  2.48121049]
[-1862.67492937  2493.68740648   783.59747036],[-0.01087374 -0.00546049 -1.88480051],[ 978.49205446 -646.41080498  146.53579451],[-0.00949046  0.0199866   2.48114577]
[-1862.67492937  2493.68740648   783.59747036],[-0.01087374 -0.00546049 -1.88480051],[ 978.49205446 -646.41080498  146.53579451],[-0.00949046  0.0199866   2.48114577]
[-1862.67492937  2493.68740648   783.59747036],[-0.01087374 -0.00546049 -1.88480051],[ 978.49205446 -646.41080498  146.53579451],[-0.00949046  0.0199866   2.48114577]
[-1862.67492937  2493.68740648   783.59747036],[-0.01087374 -0.00546049 -1.88480051],[ 978.49205446 -646.41080498  146.53579451],[-0.00949046  0.0199866   2.48114577]
[-1862.51103675  2493.69372261   783.26602835],[-0.00719321 -0.00284762 -1.88214945],[ 978.46351043 -646.44570701  146.50826411],[-0.00962314  0.02021733  2.48105654]
[-1862.51103675  2493.69372261   783.26602835],[-0.00719321 -0.00284762 -1.88214945],[ 978.46351043 -646.44570701  146.50826411],[-0.00962314  0.02021733  2.48105654]
[-1862.51103675  2493.69372261   783.26602835],[-0.00719321 -0.00284762 -1.88214945],[ 978.46351043 -646.44570701  146.50826411],[-0.00962314  0.02021733  2.48105654]
[-1862.51103675  2493.69372261   783.26602835],[-0.00719321 -0.00284762 -1.88214945],[ 978.46351043 -646.44570701  146.50826411],[-0.00962314  0.02021733  2.48105654]
[-1862.32908956  2493.54932168   783.49068477],[-0.00979393 -0.01649623 -1.88190888],[ 978.50462592 -646.4368948   146.46966897],[-0.0097535   0.02027938  2.48077881]
[-1862.32908956  2493.54932168   783.49068477],[-0.00979393 -0.01649623 -1.88190888],[ 978.50462592 -646.4368948   146.46966897],[-0.0097535   0.02027938  2.48077881]
[-1862.32908956  2493.54932168   783.49068477],[-0.00979393 -0.01649623 -1.88190888],[ 978.50462592 -646.4368948   146.46966897],[-0.0097535   0.02027938  2.48077881]
[-1862.32908956  2493.54932168   783.49068477],[-0.00979393 -0.01649623 -1.88190888],[ 978.50462592 -646.4368948   146.46966897],[-0.0097535   0.02027938  2.48077881]
[-1862.20437618  2493.39263311   783.43211649],[-0.01110281 -0.01755648 -1.88202709],[ 978.43026903 -646.57504452  146.4459265 ],[-0.01035606  0.02032981  2.48101647]
[-1862.20437618  2493.39263311   783.43211649],[-0.01110281 -0.01755648 -1.88202709],[ 978.43026903 -646.57504452  146.4459265 ],[-0.01035606  0.02032981  2.48101647]
[-1862.20437618  2493.39263311   783.43211649],[-0.01110281 -0.01755648 -1.88202709],[ 978.43026903 -646.57504452  146.4459265 ],[-0.01035606  0.02032981  2.48101647]
[-1862.20437618  2493.39263311   783.43211649],[-0.01110281 -0.01755648 -1.88202709],[ 978.43026903 -646.57504452  146.4459265 ],[-0.01035606  0.02032981  2.48101647]
[-1862.27194788  2493.39859449   783.30525827],[-0.01017109 -0.01522745 -1.88250383],[ 978.42799557 -646.6373438   146.43370825],[-0.01090386  0.02045182  2.48095562]
[-1862.27194788  2493.39859449   783.30525827],[-0.01017109 -0.01522745 -1.88250383],[ 978.42799557 -646.6373438   146.43370825],[-0.01090386  0.02045182  2.48095562]
[-1862.27194788  2493.39859449   783.30525827],[-0.01017109 -0.01522745 -1.88250383],[ 978.42799557 -646.6373438   146.43370825],[-0.01090386  0.02045182  2.48095562]
[-1862.27194788  2493.39859449   783.30525827],[-0.01017109 -0.01522745 -1.88250383],[ 978.42799557 -646.6373438   146.43370825],[-0.01090386  0.02045182  2.48095562]
[-1862.56788623  2493.70219975   783.58051451],[-0.01146587 -0.0056378  -1.88289693],[ 978.42855656 -646.60704412  146.44683148],[-0.01060215  0.02051226  2.48079269]
[-1862.56788623  2493.70219975   783.58051451],[-0.01146587 -0.0056378  -1.88289693],[ 978.42855656 -646.60704412  146.44683148],[-0.01060215  0.02051226  2.48079269]
[-1862.56788623  2493.70219975   783.58051451],[-0.01146587 -0.0056378  -1.88289693],[ 978.42855656 -646.60704412  146.44683148],[-0.01060215  0.02051226  2.48079269]
[-1862.56788623  2493.70219975   783.58051451],[-0.01146587 -0.0056378  -1.88289693],[ 978.42855656 -646.60704412  146.44683148],[-0.01060215  0.02051226  2.48079269]
[-1862.1690146   2493.36217269   783.32727185],[-0.01103993 -0.01639877 -1.88159388],[ 978.45516115 -646.60602317  146.45640144],[-0.01057688  0.0201433   2.48108814]
[-1862.1690146   2493.36217269   783.32727185],[-0.01103993 -0.01639877 -1.88159388],[ 978.45516115 -646.60602317  146.45640144],[-0.01057688  0.0201433   2.48108814]
